Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Umoja Biopharma,https://www.crunchbase.com/organization/umoja-biopharma,"Biopharma, Biotechnology, Developer Platform, Information Technology","Seattle, Washington, United States",Umoja Biopharma is a biopharmaceutical company developing next-generation immunotherapies intended to combat cancer.,"2,542",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,http://umoja-biopharma.com,"Umoja Biopharma is a biopharmaceutical company developing next-generation immunotherapies intended to combat cancer. The company's treatment approach retools a patient’s immune system in vivo to direct potent anti-cancer immune cells to a patient’s tumor, augmenting the body’s natural mechanisms for fighting cancer.",Early Stage Venture,263000000,USD,263000000
Basking Biosciences,https://www.crunchbase.com/organization/basking-biosciences,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Durham, North Carolina, United States",Basking Biosciences is to commercialize technology developed at Duke and Ohio State Universities.,"2,907",,Active,2019-01-01,year,,,,,For Profit,https://www.baskingbiosciences.com/=,"Basking Biosciences is a startup that’s developing a therapy to restore blood flow to the brain during ischemic stroke, preventing hemorrhage and long-term damage.",Early Stage Venture,89801139,USD,89801139
Attralus,https://www.crunchbase.com/organization/attralus,"Biopharma, Biotechnology, Health Care, Medical","San Francisco, California, United States",Attralus is a biopharmaceutical company focusing on creating transformative medicines to improve the lives of patients.,"2,937",Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://www.attralus.com,"Attralus is a biopharmaceutical company focusing on creating transformative medicines to improve the lives of patients with systemic amyloidosis. Its proprietary peptide-based pan-amyloid targeting agents have the potential to diagnose and treat all forms and stages of systemic amyloidosis. The company is focused on targeting common pathology in all systemic amyloidosis diseases, with the goal of developing treatments for all subtypes of amyloidosis, including the majority in which there are currently no treatment options.",Early Stage Venture,197000000,USD,197000000
Loyal,https://www.crunchbase.com/organization/loyal-4a49,"Biotechnology, Pet, Veterinary","San Francisco, California, United States",Loyal is a biotechnology company developing medicines to extend dog lifespan.,"3,342",$10M to $50M,Active,2019-01-01,year,,,,,For Profit,https://loyalfordogs.com,"Loyal is a biotechnology company developing medicines to extend dog lifespan. By developing drugs with the potential to slow the aging process, they aim to delay or prevent age-related diseases like cancer and dementia.",Early Stage Venture,58000000,USD,58000000
Kriya Therapeutics,https://www.crunchbase.com/organization/kriya-therapeutics,"Biotechnology, Health Care, Life Science","Palo Alto, California, United States","Kriya Therapeutics is a biopharmaceutical company that develops gene therapies for ophthalmology, neurology, and metabolic diseases.","4,640",$10M to $50M,Active,2019-01-01,year,,,,,For Profit,https://kriyatherapeutics.com,"Kriya Therapeutics is a fully integrated platform company pioneering novel technologies and therapeutics in gene therapy. They have built a fully integrated engine that consolidates the critical infrastructure and technology needed to engineer, manufacture, characterize, and develop new gene therapies",Late Stage Venture,600500000,USD,600500000
Myeloid Therapeutics,https://www.crunchbase.com/organization/myeloid-therapeutics,"Biotechnology, Life Science, Therapeutics","Cambridge, Massachusetts, United States",Myeloid Therapeutics is a clinical stage mRNA-immunotherapy company developing novel therapies for cancer and autoimmune diseases.,"4,807",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.myeloidtx.com,"Myeloid Therapeutics is an immunology company focused on combining immunologic insights with cutting-edge technologies to harness myeloid cells to eradicate cancer and other diseases. The Company's ATAKTM platform technology can be broadly applied, and it is initially advancing a cell therapy program for T cell lymphoma and a primed monocyte approach to treat glioblastoma. The ATAK platform is scalable to multiple treatment modalities and other disease areas in collaboration with partners.",Early Stage Venture,189320327,USD,189320327
Debut,https://www.crunchbase.com/organization/debut-biotech,"Beauty, Biotechnology, Consumer Goods, Cosmetics, Personal Health","San Diego, California, United States",Debut is an innovation company that integrates biotechnology and brand creation to build sustainable beauty businesses.,"4,852",Less than $1M,Active,2019-05-16,day,,,,,For Profit,http://debutbiotech.com,"Debut is an unconventional innovation company that integrates breakthrough biotechnology and brand creation to build businesses that represent the next generation of sustainable wellness. With proprietary screening, testing, and cell-free biomanufacturing technology, we unlock novel activities to power global personal care and health brands. Their mission is to set a new standard for big business through a dynamic intrapreneurial model and to create purposeful brands that push humanity forward. The company creates sustainable novel ingredients, products, and brands that will accelerate the transformation of the industry.",Early Stage Venture,66200000,USD,66200000
Air Protein,https://www.crunchbase.com/organization/air-protein,"Biotechnology, Food and Beverage, Food Processing, Nutrition, Sustainability","Pleasanton, California, United States",Air Protein develops protein-enriched food made from CO2.,"4,904",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.airprotein.com,"Air Protein is a startup that aims to develop sustainable protein made from thin air. Using a proprietary probiotic process, Air Protein develops protein-enriched food made from CO2. This new source can be used to make meat-free burgers, protein-enriched pasta, cereals, beverages, and more.",,107000000,USD,107000000
Triplebar,https://www.crunchbase.com/organization/triplebar,"Biotechnology, Health Care, Therapeutics","Emeryville, California, United States","Triplebar provides sustainability, biotechnology, and synthetic biology research.","4,976",,Active,2019-01-01,year,,,,,For Profit,https://www.triplebar.com,,,21000000,USD,21000000
resistanceBio,https://www.crunchbase.com/organization/resistancebio,"Biotechnology, Health Care","Menlo Park, California, United States",Solving cancer resistance.,"4,986",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://resistance.bio/,,,24776288,USD,24776288
Reservoir Neuroscience,https://www.crunchbase.com/organization/reservoir-neuroscience,"Biopharma, Biotechnology, Therapeutics","Emeryville, California, United States",Reservoir Neuroscience is a biopharma company that develops novel therapeutics.,"5,021",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.reservoirneuro.com,"Reservoir Neuroscience is a biopharma company that develops novel therapeutics to repair dysfunctional blood vessels in the brain. Reservoir Neuroscience was founded in 2019 and is based in Emeryville, California.",,7864996,USD,7864996
Living Carbon,https://www.crunchbase.com/organization/living-carbon,"Biotechnology, Forestry, Life Science, Natural Resources","San Francisco, California, United States",Living Carbon is a public benefit company on a mission to fight climate change by genetically enhancing CO2 capture and storage in trees.,"5,473",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.livingcarbon.com,"The goal of the public benefit corporation Living Carbon is to restore equilibrium to the planet's metabolic process. We address this urgency by fusing cutting-edge biotechnology with plants' natural ability to capture and store carbon. Living Carbon is a public benefit corporation with the goal of rebalancing the planet's metabolic system. In order to fulfill this need, tey combine cutting-edge biotechnology with plants' natural ability to capture and store carbon. The company was established in 2019 by Maddie Hall and Patrick Mellor in San Francisco, California.",Early Stage Venture,36000000,USD,36000000
Immunitas Therapeutics,https://www.crunchbase.com/organization/immunitas-therapeutics,"Biotechnology, Health Care, Life Science, Oncology, Therapeutics","Cambridge, Massachusetts, United States",Immunitas Therapeutics is a single cell genomics-based drug discovery company that modulates oncology targets.,"5,935",$1M to $10M,Active,2019-01-01,day,,,,,For Profit,https://www.immunitastx.com,"Immunitas is unlocking human immunology using novel single cell analyses to develop targeted therapeutics for patients with  challenging, complex cancers. Translating findings from laboratory research to meaningful clinical advances in humans is a longstanding challenge in the oncology field. Immunitas was founded to directly address this problem and unlock a variety of novel drug targets based on discovery rooted in human biology. They are pursuing this goal with a team of pioneers in these areas across their scientific founders, management, and investors. At Immunitas, they employ a single cell sequencing platform to dissect the biology of immune cells in human tumors. Their focus on human samples allows us to start with and stay closer to the most relevant and translatable biology for patients and accelerates the pace of their research. They are identifying novel, exciting oncology targets and, importantly, developing key biomarkers to guide the selection of patients who may benefit from their new drugs. They are leveraging expertise in antibody discovery and engineering to create powerful therapies that modulate these targets, and are currently advancing a number of programs toward early human studies.",Early Stage Venture,97000000,USD,97000000
Interius BioTherapeutics,https://www.crunchbase.com/organization/interius-biotherapeutics,"Biopharma, Biotechnology, Health Care, Pharmaceutical, Therapeutics","Philadelphia, Pennsylvania, United States",Interius BioTherapeutics is a biopharmaceutical company developing a paradigm-shifting platform for in vivo cell-specific gene delivery.,"6,016",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://interiusbio.com,Interius BioTherapeutics is a biopharmaceutical company that targets cancer. The company spun out the University of Pennsylvania and is targeting cancer.,Early Stage Venture,102951331,USD,102951331
Ensoma,https://www.crunchbase.com/organization/ensoma,"Biotechnology, Genetics, Life Science, Medical, Oncology, Therapeutics","Boston, Massachusetts, United States",Ensomaa is a genomic medicine company that develops on one-time in vivo treatments for immuno-oncology and other therapeutic applications.,"6,030",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://ensoma.com,"Ensoma is expanding the reach of the curative power of genomic medicine by pioneering a next-generation in vivo approach using its Engenious vectors. Ensoma’s vectors are designed to deliver a diverse range of gene modification technologies without the need for stem cell collection or prior myeloablative conditioning (e.g., chemotherapy). As a result, Ensoma’s therapies can be delivered as a single injection in a diverse range of settings, including outpatient and settings where access to sophisticated healthcare systems may be limited.",Early Stage Venture,205000000,USD,205000000
ADARx Pharmaceuticals,https://www.crunchbase.com/organization/adarx-pharmaceuticals,"Biotechnology, Health Care, Medical, Pharmaceutical","San Diego, California, United States",ADARx Pharmaceuticals is a genetic medicine company focusing on the base editing of mRNA transcripts.,"6,048",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,http://www.adarx.com,"ADARx Pharmaceuticals is a genetic medicine company focusing on the base editing of mRNA transcripts. It discovers and develops innovative therapeutics that can utilize a family of endogenous enzymes called adenosine deaminase acting on RNA (ADAR) to precisely target and correct single point mutations on an mRNA, thus the production of desired and functional protein is restored.",Late Stage Venture,332000000,USD,332000000
Thrive Earlier Detection,https://www.crunchbase.com/organization/thrive-earlier-detection,"Biotechnology, Health Care, Health Diagnostics, Medical","Cambridge, Massachusetts, United States",Thrive Earlier Detection is a healthcare company that integrates earlier cancer detection into routine medical care.,"6,078",Less than $1M,Active,2019-05-30,day,2020-10-27,day,,,For Profit,https://thrivedetect.com/,"Thrive is a healthcare company focused on saving lives by making earlier detection of cancer a routine part of medical care.  It develops CancerSEEK, a liquid biopsy test that is designed to detect many cancers at earlier stages of the disease. CancerSEEK will serve as the core of Thrive’s integrated cancer information offering. The company was launched in 2019 by Third Rock Ventures, with funding from additional investors Section 32, Casdin Capital, Biomatics Capital, BlueCross BlueShield Venture Partners, The Invus Group, Camden Partners Nexus, Cowin Venture, Exact Sciences, and Gamma3.",M&A,367000000,USD,367000000
Kintsugi,https://www.crunchbase.com/organization/kintsugi,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Machine Learning, Mental Health","Berkeley, California, United States",Kintsugi detects signs of clinical depression and anxiety using machine learning and voice biomarkers.,"6,315",,Active,2019-01-01,year,,,,,For Profit,https://kintsugihealth.com,"Kintsugi is developing novel voice biomarker software to detect signs of depression and anxiety from short clips of free form speech. Awarded multiple distinctions for AI technology and recently named one of Forbes’ Top 50 AI companies to watch in 2022, Kintsugi helps to close mental health care gaps across risk-bearing health systems, ultimately saving time and lives.",Early Stage Venture,30875772,USD,30875772
Cambrian Biopharma,https://www.crunchbase.com/organization/cambrian-biopharma,"Biopharma, Biotechnology, Life Science","New York, New York, United States",Cambrian is a distributed development company building therapeutics to lengthen health span.,"6,322",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.cambrianbio.com,"Cambrian Biopharma is building the medicines that will modernize healthcare in the 21st century – therapeutics to lengthen healthspan, the period of life spent in good health. As a Distributed Development Company (or DisCo), Cambrian is advancing multiple scientific breakthroughs, each targeting a biological driver of aging. Our approach is to develop interventions that treat specific diseases first, then deploy them as preventative medicines to improve quality of life/overall quality of life as we age.",Late Stage Venture,160000000,USD,160000000
Orchid,https://www.crunchbase.com/organization/orchid-3d77,"Biotechnology, Health Care, Medical, mHealth","San Francisco, California, United States",Orchid is a reproductive technology startup that is capable of detecting rare genetic disorders.,"6,533",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.orchidhealth.com/,"Orchid is a reproductive technology startup that is capable of detecting rare genetic disorders. Orchid’s preconception system analyzes both partners’ genomes and assesses genetic predispositions to common diseases, including heart disease, stroke, schizophrenia, Alzheimer’s disease, breast cancer, and diabetes. Orchid results are developed with world-class experts in reproductive medicine and genetics to give its clients the most accurate results. Orchid offers a “Couple Report” that utilizes an at-home saliva test to analyze each person’s genomes to detect the probability of genetic risks, then models how their DNA together will combine in a future child. If elevated risk is detected, Orchid provides insights to help couples monitor biomarkers, adapt their diet or elect for procedures, such as in vitro fertilization.  It was founded by Noor Siddiqui in 2019 and is headquartered in San Francisco, California.",Seed,16500000,USD,16500000
Artiva Biotherapeutics,https://www.crunchbase.com/organization/artiva-biotherapeutics,"Biotechnology, Life Science, Therapeutics","San Diego, California, United States",Artiva Biotherapeutics is a biotech company focused on developing and commercializing allogeneic natural killer (NK) cell therapies.,"6,805",Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://www.artivabio.com/,"Artiva Biotherapeutics is a private biotech company advancing a pipeline of off-the-shelf, allogeneic NK cell therapies, for the treatment of hematologic cancers or solid tumors. It was founded on the understanding that NK cells hold enormous therapeutic potential as cancer therapies and the dedication and expertise to overcome technological barriers in the scaling and manufacturing of these cells. At Artiva, its mission is to deliver highly effective cell therapies that are also safe and immediately available and accessible to any cancer patient who stands to benefit. Artiva’s platform delivers scalability, quality, and cryopreservation to support a pipeline of safe, effective, versatile, and accessible product candidates.",Early Stage Venture,198000000,USD,198000000
MindMed,https://www.crunchbase.com/organization/mindmed,"Biotechnology, Health Care, Pharmaceutical","New York, New York, United States",MindMed provides psychedelic-inspired medicines and therapies for substance abuse disorders and other mental illnesses.,"6,838",$1M to $10M,Active,2019-05-30,day,2022-07-08,day,,,For Profit,https://www.mindmed.co,"MindMed provides psychedelic-inspired medicines and therapies for substance abuse disorders and other mental illnesses. The company is assembling a compelling drug development pipeline of innovative treatments based on psychedelic substances including Psilocybin, LSD, MDMA, DMT, and an Ibogaine derivative, 18-MC.",IPO,198819263,USD,198819263
Pow.bio,https://www.crunchbase.com/organization/pow-genetic-solutions,"Biotechnology, Genetics","Berkeley, California, United States",Pow.bio provides a genetically engineered solution for fermentation scientists.,"7,182",Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://www.pow.bio,"Pow.bio provides intelligent fermentation services for industrial and synthetic biology, helping turn great ideas into profitable products. We combine continuous fermentation with advanced control methodology to quickly optimize your fermentation process and deliver high yields at low costs. Our scale runs from 1-100 liter capacity for bacteria, yeast, and filamentous fungi.",Early Stage Venture,11225000,USD,11225000
Climax Foods,https://www.crunchbase.com/organization/climax-foods,"Biotechnology, Food and Beverage, Food Processing, Machine Learning, Sustainability","Berkeley, California, United States",Climax Foods creates plant-based ingredients and products using data-driven technology and culinary expertise.,"7,277",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://climax.bio,"Climax Foods is a data science company innovating the future of food. The company provides plant-based food technology to accelerate food innovation processes through focused experimentation, resulting in the rapid development of dairy alternatives optimized for taste, texture, nutrition, and cost, allowing clients to produce plant-based foods that outperform their animal-based predecessors.",Seed,26600000,USD,26600000
Sherlock Biosciences,https://www.crunchbase.com/organization/sherlock-biosciences,"Biotechnology, Health Care, Health Diagnostics, Life Science","Cambridge, Massachusetts, United States",Sherlock Biosciences is an engineering biology company offering unparalleled breadth and versatility for diagnostic solutions.,"7,424",Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://sherlock.bio/,"Sherlock Biosciences is an engineering biology company offering unparalleled breadth and versatility for diagnostic solutions. It leverages engineering biology tools, including CRISPR and Synthetic Biology, to create molecular diagnostics that can rapidly deliver accurate results for a vast range of needs in virtually any setting. They combine the diagnostic power of SHERLOCK with that of a second core platform technology, Internal Splint-Pairing Expression Cassette Translation Reaction, or INSPECTRTM, to create diagnostic tools that are simple and easy to use in virtually any setting, and at the same time provide accurate, rapid and affordable results. SheSherlock Biosciences was founded in 2019 and is headquartered in Cambridge, Massachusetts, United States.",Early Stage Venture,137984764,USD,137984764
PetDx,https://www.crunchbase.com/organization/petdx,"Biotechnology, Health Diagnostics, Life Science, Pet, Veterinary","La Jolla, California, United States",PetDx is a molecular diagnostics company dedicated to the detection and treatment of cancer in pets.,"7,709",$10M to $50M,Active,2019-01-01,year,,,,,For Profit,https://petdx.com,"PetDx® – The Liquid Biopsy Company for Pets is a San Diego-based molecular diagnostics company dedicated to unleashing the power of genomics to improve pet health. The company's flagship product, OncoK9®, enables veterinarians to detect cancer in dogs with a simple blood draw. As a first-in-class multi-cancer early detection (MCED) test, OncoK9 employs cutting-edge genomic analysis that leverages next-generation sequencing (NGS) technology and proprietary bioinformatics algorithms, empowering veterinarians to provide superior care to canine patients.",Early Stage Venture,72000000,USD,72000000
Elevation Oncology,https://www.crunchbase.com/organization/elevation-oncology,"Biopharma, Biotechnology, Health Care, Life Science, Oncology, Pharmaceutical, Precision Medicine","New York, New York, United States",Elevation Oncology is a clinical-stage biopharmaceutical company focused on the development of precision medicines for patients.,"7,866",$1M to $10M,Active,2019-01-01,year,2021-06-24,day,,,For Profit,https://elevationoncology.com/,"Elevation Oncology makes genomic tests actionable by selectively developing drugs to inhibit the specific alterations that have been identified as drivers of disease. Its lead candidate, seribantumab, which inhibits tumor growth driven by NRG1 fusions, is currently being clinically tested in the Phase 2 CRESTONE study for patients with tumors of any origin that have an NRG1 fusion.",IPO,197500000,USD,197500000
Delix Therapeutics,https://www.crunchbase.com/organization/delix-therapeutics-inc,"Biotechnology, Health Care, Life Science","Boston, Massachusetts, United States",Delix Therapeutics focuses on harnessing the power of psychoplastogens novel neuroplasticity-promoting therapeutic.,"8,267",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.delixtherapeutics.com,"Delix Therapeutics is a neuroscience company focused on harnessing the power of psychoplastogens—novel neuroplasticity-promoting therapeutics—to better treat mental health disorders at scale. The company was founded in 2019 and is headquartered in Boston, Massachusetts.",Early Stage Venture,118320000,USD,118320000
Enable Medicine,https://www.crunchbase.com/organization/enable-medicine,"Biotechnology, Health Care, Medical","Menlo Park, California, United States",Enable medicine is a biotechnology company that develops biological cartography tools to generate cellular maps that help in drug discovery.,"8,339",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://enablemedicine.com,"Enable Medicine is a biotechnology company that accelerates insight discovery by generating, managing, and analyzing spatial biology data on the enable cloud platform. Run experiments, decrease costs, and accelerate time to insight. The Enable Cloud Platform provides a collaborative ecosystem and tools for generating, visualizing, and analyzing many biological image formats. Enable Medicine was established in 2019 by Aaron Mayer and Sunil Bodapati in Menlo Park, California.",Early Stage Venture,63624996,USD,63624996
Mitosense,https://www.crunchbase.com/organization/mitosense,"Biotechnology, Life Science, Medical","Great Falls, Virginia, United States",Mitosense is a biotechnology company developing treatments for neurodegenerative diseases.,"8,680",,Active,2019-01-01,year,,,,,For Profit,https://www.mitosenseinc.com/,"Mitosense is a biotechnology company developing treatments for neurodegenerative diseases. It was established in Great Falls, Virginia in 2019.",Seed,3500000,USD,3500000
Allonnia,https://www.crunchbase.com/organization/allonnia,"Biotechnology, Environmental Engineering, Waste Management","Boston, Massachusetts, United States",Allonnia is a bioremediation company that is focused on waste management.,"8,775",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.allonnia.com/,"Allonnia is a bioremediation company that is focused on waste management. Developer of biotechnology and engineering technology meant to solve waste concerns. The company creates ground-breaking solutions that employ biology and cutting-edge technology to unlock waste's potential and recover and upcycle valuable elements from waste, enabling users to metabolize or degrade toxins into useful resources.",Early Stage Venture,90000000,USD,90000000
Jaguar Gene Therapy,https://www.crunchbase.com/organization/jaguar-gene-therapy,"Biotechnology, Genetics, Product Research","Lake Forest, Illinois, United States",Jaguar Gene Therapy is accelerating breakthroughs in gene therapy for patients suffering from severe genetic diseases.,"9,231",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://jaguargenetherapy.com/,Jaguar Gene Therapy is accelerating breakthroughs in gene therapy for patients suffering from severe genetic diseases.,,139000000,USD,139000000
