Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
BrightPath Biotherapeutics,https://www.crunchbase.com/organization/greenpeptide-co--ltd-,"Biotechnology, Health Care, Medical","Kurume, Fukuoka, Japan",BrightPath Biotherapeutics is a stage biopharmaceutical company focused on developing novel cancer immunotherapies.,"27,543",Less than $1M,Active,2003-05-08,day,2015-10-22,day,,,For Profit,https://www.brightpathbio.com/,BrightPath Biotherapeutics is a stage biopharmaceutical company focused on developing novel cancer immunotherapies. The company develops products based on peptide vaccine technology that stimulates a potent immune response to tumor-associated antigens.,IPO,1200000000,JPY,11537153
SanBio,https://www.crunchbase.com/organization/sanbio,"Agriculture, Biopharma, Biotechnology, Pharmaceutical","Tokyo, Tokyo, Japan",SanBio is a regenerative medicine company.,"29,687",$1M to $10M,Active,2013-02-27,day,2015-04-08,day,,,For Profit,http://sanbio.com/,"SanBio is a regenerative medicine company with cell-based products in various stages of research, development, and clinical trials. Its proprietary cell-based product, SB623, is currently in a Phase 2b clinical trial for treatment of chronic motor impairments resulting from stroke with its joint development partner, Sumitomo Dainippon Pharma Co., Ltd., in the United States and Canada. SanBio is also implementing a global Phase 2 clinical trial in the United States and Japan using SB623 for treatment of motor impairment resulting from traumatic brain injury.",IPO,48289182,USD,48289182
SymBio Pharmaceuticals,https://www.crunchbase.com/organization/symbio-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Tokyo, Tokyo, Japan","SymBio Pharmaceuticals develops therapeutic products for cancer, hematology, and autoimmune diseases.","30,332",Less than $1M,Active,2005-03-01,day,2013-07-16,day,,,For Profit,http://www.symbiopharma.com,"SymBio Pharmaceuticals Limited operates as a biopharmaceutical company. It offers Symbenda medicine for treating low-grade non-Hodgkin's lymphoma and chronic lymphatic leukemia in Singapore. The company was founded in 2005 and is headquartered in Tokyo, Japan.",IPO,745850291,USD,745850291
Sosei Group,https://www.crunchbase.com/organization/sosei,"Biopharma, Biotechnology, Medical","Tokyo, Tokyo, Japan",Sosei is a Japanese biopharmaceutical company that develops and commercializes innovative drugs.,"32,094",$100M to $500M,Active,1990-06-01,month,2004-08-06,day,,,For Profit,http://sosei.com/en/,"Sosei Group Corporation is an international biopharmaceutical company originating from Japan that discovers and develops innovative biopharmaceuticals for the treatment of Alzheimer's disease, schizophrenia, cancer, migraine, addiction, metabolic disease, and other indications. By utilizing their platform technologies - GPCR structure-based drug design platform technology, peptide platform technologies and nanotechnology - they have established a product pipeline with first/best in class potential. Through development and commercialization partnerships they have already delivered three medicines to the market (two COPD bronchodilators and an emergency contraceptive), which generate significant and stable revenue streams that enable further growth.",IPO,265028950,USD,265028950
Mizuho Capital,https://www.crunchbase.com/organization/mizuho-capital,"Biotechnology, Financial Services, FinTech, Social Media, Venture Capital","Tokyo, Tokyo, Japan",Mizuho Capital is a venture capital firm that focuses on information technology and biotechnology investments.,"32,394",,Active,1983-07-27,day,,,,,For Profit,https://www.mizuho-vc.co.jp,"Mizuho is the venture capital firm affiliated to Mizuho Bank, the second-largest Japanese bank in terms of assets. The firm has headquarters in Tokyo. The firm has ¥49.6 billion JPY under management, focusing on information technology and biotechnology investments. Over 600 Mizuho companies have gone public. According to Nikkei, Mizuho is the fifth-largest venture capital firm in Japan. Mizuho Capital was formed in 2002 by the merger of Fujigin Capital, Tokyo Venture Capital and IBJ Investment. Three firms were subsidiaries of Fuji Bank, Dai-Ichi Kangyo Bank and the Industrial Bank of Japan respectively.",,,,
REGiMMUNE,https://www.crunchbase.com/organization/regimmune-corporation,"Biopharma, Biotechnology, Health Diagnostics","Tokyo, Tokyo, Japan",REGiMMUNE is a biotechnology company producing immune-regulatory therapeutics for life-threatening diseases and debilitating disorders.,"32,477",Less than $1M,Active,2006-03-01,day,,,,,For Profit,http://www.regimmune.com,"REGiMMUNE Corporation is a private biopharmaceutical company developing innovative solutions for treating immune disorders caused by nonspecific and/or excessive immune reactions. REGiMMUNE uses its proprietary technology platform, reVax (reverse vaccination), to target immune tolerance against specific disease-causing antigens through induction of regulatory T cells (Treg). This technology has potential applications in a number of immune system disorders and diseases including Graft versus Host Disease (GvHD), type 1 diabetes mellitus (T1DM), rheumatoid arthritis (RA), multiple sclerosis (MS) and systemic lupus erythematosus (SLE). Currently, the company has one clinical-stage compound in a Phase I/II trial in the United States (RGI-2001) as a treatment for GvHD associated with hematopoietic stem cell transplantation and has a second product in preclinical development (RGI-3001) as a new treatment for T1DM. In addition, it has a number of well-differentiated compounds in its research-stage pipeline. In healthy individuals, the normal immune system works to protect humans from disease-causing viruses, bacterium, and cancers; or foreign antigens such as peanuts, wheat and tree pollens.   Conventional immunosuppressants have several significant side effects associated with long-term administration including risk of infection, toxicity and relapse. Products developed with ReVax technology are expected to reduce or eliminate such side effects as well as reduce long-term treatment.",Late Stage Venture,51945387,USD,51945387
Genesis Healthcare,https://www.crunchbase.com/organization/genesis-healthcare-co,"Biotechnology, Health Care","Tokyo, Tokyo, Japan",Genesis Healthcare is a Japanese genetic testing company.,"33,479",$10M to $50M,Active,2004-03-01,day,,,,,For Profit,http://genesis-healthcare.jp/en/,"Genesis Healthcare is a privately-owned Japanese genetic testing and research company headquartered in Japan since 2004. With launching new Asian headquarters in Singapore and its branch in Taiwan early 2018, we currently offer services across Southeast Asia. Possessing the largest genetic database in Japan and Asia comprising over 988,000 people and 1,500 diseases, Genesis Healthcare provides research and clinically validated genetic testing services using the most advanced PCR, Microarray and NGS technology. Genesis Healthcare is also Japan’s top market leader in the consumer genetics segment with its brand “GeneLife,” and promotes preventive healthcare through genetic testing. To purchase our genetic testing kits, please visit https://www.genelife.asia/product As the pioneer in genetic research and testing in Japan, Genesis Healthcare works closely with various government agencies in formulating genetic testing guidelines to secure accuracy and protect individuals’ genetic information.",,33120432,USD,33120432
Metcela,https://www.crunchbase.com/organization/metcela-inc,"Biotechnology, Health Care, Medical","Kawasaki, Kanagawa, Japan",Metcela is a clinical-stage biotech startup providing patients with an alternative treatment option for heart disease.,"33,712",$1M to $10M,Active,2016-03-09,day,,,,,For Profit,https://www.metcela.com/en/,"Metcela is a clinical-stage biotech startup providing patients with an innovative and alternative treatment option for heart disease. The company's lead asset, MTC001 is a cell therapy based on VCAM-1-positive Cardiac Fibroblast (VCF) that re-established a favorable microenvironment and repaired damaged heart tissues in preclinical studies.  Metcela's therapy uses a specific fibroblast cell that is obtained from the patient's heart and instead of replacing them, it repairs the damage by enhancing the cells' ability to heal, providing patients with an effective and reasonably-priced cure for heart failure. It was founded on March 9, 2016, and is headquartered in Kawasaki, Japan.",Late Stage Venture,35097414,USD,35097414
HIROTSU BIO SCIENCE,https://www.crunchbase.com/organization/hirotsu-bio-science,"Biotechnology, Health Care, Medical Device, Nursing and Residential Care","Tokyo, Tokyo, Japan",HIROTSU BIO SCIENCE develops a biodiagnostic technology to help in the early detection of cancer.,"33,948",,Active,2016-08-01,day,,,,,For Profit,https://hbio.jp/,"HIROTSU BIO SCIENCE develops a biodiagnostic technology to help in the early detection of cancer. N-NOSE, a cancer test developed by HIROTSU BIO SCIENCE, uses urine samples and is thus non-invasive and simple, combining benefits such as high sensitivity, low costs, and early detection.",,2435000000,JPY,22420539
Cellusion,https://www.crunchbase.com/organization/celsion-caff,"Biotechnology, Health Care, Medical","Tokyo, Tokyo, Japan",Cellusion is a developer of corneal endothelial regenerative medicine intended to improve world visibility.,"35,359",,Active,2015-01-01,day,,,,,For Profit,https://cellusion.jp/en,Cellusion is a regenerative medicine startup from Keio University. The mission of Cellusion is to deliver novel therapies for all bullous keratopathy patients by our iPS cells origin corneal endothelial cells mass culture system.,Late Stage Venture,4400000000,JPY,34018442
Noile-Immune Biotech,https://www.crunchbase.com/organization/noile-immune-biotech,"Biotechnology, Oncology","Tokyo, Tokyo, Japan",Noile-Immune Biotech is a national cancer research center specializing in the development of cancer immunotherapies.,"35,755",$1M to $10M,Active,2015-04-01,month,,,,,For Profit,https://www.noile-immune.com/,"Neurymune Biotech Co., Ltd. is a national cancer research center specializing in the development of cancer immunotherapies based on CAR-T cell therapy and a venture company from Yamaguchi University. They aim to be a leading company responsible for the next generation in the field of cancer immunotherapy.",Late Stage Venture,3441527692,JPY,31554154
Modulus Discovery,https://www.crunchbase.com/organization/modulus-discovery,"Biotechnology, Clinical Trials, Medical, Nursing and Residential Care, Pharmaceutical","Tokyo, Tokyo, Japan",Modulus Discovery is a preclinical-stage technology-driven drug discovery firm.,"36,707",$1M to $10M,Active,2016-08-01,month,,,,,For Profit,http://modulusdiscovery.com,"Modulus Discovery is a private Tokyo-based preclinical stage drug discovery company focused on rapid design and generation of small molecule clinical candidates for a range of high-value disease targets through the use of its cutting-edge computational drug discovery expertise and unique biology insights. The international team at Modulus is comprised of drug design and disease biology experts with previous R&D experience at global pharmaceutical, biotechnology , and computational technology firms.",Late Stage Venture,53077727,USD,53077727
Heartseed,https://www.crunchbase.com/organization/heartseed,"Beauty, Biotechnology, Health Care, Medical, Nursing and Residential Care","Tokyo, Tokyo, Japan",Heartseed has set a mission to “open the door to heart disease treatment with regenerative medicine”.,"37,629",$10M to $50M,Active,2015-01-01,day,,,,,For Profit,http://heartseed.jp/#,Heartseed has set a mission to “open the door to heart disease treatment with regenerative medicine” and is working toward the day-to-day clinical application of myocardial regenerative medicine.,Late Stage Venture,86324226,USD,86324226
LUCA Science,https://www.crunchbase.com/organization/luca-science,"Biotechnology, Health Care, Pharmaceutical","Tokyo, Tokyo, Japan",LUCA Science develops innovative treatments intended for mitochondrial and related diseases.,"40,346",,Active,2018-12-01,day,,,,,For Profit,https://luca-science.com/,"LUCA Science is at the forefront of a new kind of mitochondrial therapy that aims to restore cellular bioenergetics in malfunctioning or damaged tissues and organs. Using our patented iMIT technology, LUCA Science is creating a novel platform of highly functional mitochondria. We could boost bioenergetics and restore normal activities by supplying intact and functional mitochondria to the affected tissues. The utilization of mitochondria as a biopharmaceutical agent would be groundbreaking for treating a wide range of unmet medical needs.",Early Stage Venture,39003600,USD,39003600
bitBiome,https://www.crunchbase.com/organization/bitbiome,"Analytics, Biotechnology, Environmental Consulting, Medical","Tokyo, Tokyo, Japan",BitBiome is a microbiome analysis company that aims to discover and understand disease-linked microorganisms.,"41,080",$1M to $10M,Active,2018-11-01,month,,,,,For Profit,https://www.bitbiome.co.jp,"BitBiome is a microbiome analysis company that aims to discover and understand disease-linked microorganisms. Its, single-cell whole-genome analysis platform specifically targets microbes and can be used on uncultured, raw samples, providing unprecedented strain-level quantitative and functional insights. THe company was founded in 2018 and is based in Japan.",Early Stage Venture,1080000000,JPY,10112330
CellFiber,https://www.crunchbase.com/organization/cellfiber,"Biotechnology, Clinical Trials, Medical Device","Koto, Tokyo, Japan",Cell fiber technology was developed as a basic technology for handling cells in the engineering field.,"41,670",,Active,2015-04-01,day,,,,,For Profit,https://cellfiber.jp/en/,"We create plug-and-play bio-manufacturing solutions using our unique cell culture platform technology, CellFiber™, to enable higher yields and product quality and ensure stability, predictability, reproducibility, and scalability of cells for cell and gene therapy applications. Our game-changing technology can dramatically lower costs of goods, development costs and timelines, and enable commercial viability.",,939900000,JPY,6525880
AQUA Therapeutics,https://www.crunchbase.com/organization/aqua-therapeutics,"Biopharma, Biotechnology, Medical, Medical Device, Pharmaceutical","Hyogo, Hokkaido, Japan",AQUA Therapeutics primarily engages in the development of therapeutic drugs for the treatment of fibrotic diseases.,"44,187",,Active,2012-03-19,day,,,,,For Profit,http://www.aqua-therapeutics.com/,"AQUA Therapeutics primarily engages in the development of therapeutic drugs for the treatment of fibrotic diseases. It aims to develop medicine using oligonucleotide-based therapeutics as a drug development platform. It also engages in the research and development, manufacturing, and sales of pharmaceuticals, non-medicinal products, and cosmetics, medical research consultancy, and the development of medical devices, instruments, and equipment. AQUA Therapeutics was founded in 2012.",,950000000,JPY,8956506
NanoCarrier Co,https://www.crunchbase.com/organization/nanocarrier-co,"Biotechnology, Nanotechnology, Pharmaceutical","Chiba, Chiba, Japan",NanoCarrier Co is a pharmaceutical company that researches and develops medical products by applying the micellar nanoparticle technology.,"44,292",$1M to $10M,Active,1996-01-01,year,2008-03-01,day,,,For Profit,http://nanocarrier.co.jp,"NanoCarrier Co is a pharmaceutical company that researches and develops medical products by applying the micellar nanoparticle technology. The company was founded on June 14, 1996, and is headquartered in Chiba, Japan with presence in Tokyo.",M&A,8283740000,JPY,79107237
EditForce,https://www.crunchbase.com/organization/editforce,"Biotechnology, Medical, Nursing and Residential Care","Fukuoka, Fukuoka, Japan",EditForce develops drugs and seeds by using nucleic acid manipulation technologies.,"44,369",$1M to $10M,Active,2015-05-15,day,,,,,For Profit,https://www.editforce.co.jp/,EditForce develops drugs and seeds by using nucleic acid (DNA/RNA) manipulation technologies.,,1845000000,JPY,16577813
CHITOSE GROUP,https://www.crunchbase.com/organization/chitose-group,"Agriculture, Biotechnology, Energy, Health Care, Medical","Kawasaki, Kanagawa, Japan",CHITOSE GROUP is a family of biotechnology companies operating mainly in Southeast Asia and Japan.,"44,816",,Active,2011-10-03,day,,,,,For Profit,https://chitose-bio.com/,"CHITOSE GROUP is a family of biotechnology companies operating mainly in Southeast Asia and Japan with an aim of leaving mankind with an environment where they can live in abundance for over a thousand years. CHITOSE GROUP is creating new values in the fields of agriculture, medical, food, energy, chemistry and others through “Technological development capabilities in the biotechnology field by constantly promoting economic rationality” and “Business development capabilities for drawing a path towards commercialization by understanding the essence and limitations of biotechnology”.",,7000000,USD,7000000
Ac-Planta,https://www.crunchbase.com/organization/ac-planta,"Agriculture, Biotechnology, Chemical, Genetics, Life Science, Manufacturing","Tokyo, Tokyo, Japan","Ac-Planta is an agri-biotech company that develops, manufactures, and sells biostimulant materials.","45,266",,Active,2018-02-07,day,,,,,For Profit,http://ac-planta.com,"Ac-Planta Inc. is the manufacturer of the product ""Skeepon"", which can promote the adaptability of plants to heat and drought conditions. Skeepon is a radical agricultural solution that can address climate change issues by using the cutting-edge technology of epigenetics. They already have thousands of customers using our product in Japan, and they are now proceeding with a full-scale launch of our business in the U.S. market. The company aims to maximize the potential of plant epigenetics to improve the way humans and plants interact in a climate change.",Seed,230350000,JPY,1800271
Synplogen,https://www.crunchbase.com/organization/synplogen,"Biometrics, Biopharma, Biotechnology","Hamada, Hyogo, Japan",Synplogen is a  company that brings together unique DNA synthesis technologies that Kobe University and others have been developing.,"46,148",$1M to $10M,Active,2017-02-27,day,,,,,For Profit,https://www.synplogen.com/,"Synplogen is a start-up company that brings together unique DNA synthesis technologies that Kobe University and others have been developing for nearly 10 years. Utilizing state-of-the-art genetic engineering, information science, and robotics, Synplogen have the technology to synthesize high-throughput.",,100000000,JPY,884823
Bacchus Bio innovation,https://www.crunchbase.com/organization/bacchus-bio-innovation,"Biotechnology, Information Technology, Manufacturing, Product Management","Kobe, Kyoto, Japan",Bacchus Bio is a bio-foundry that provides contract services for the production and development of in-house products and microorganisms.,"46,723",,Active,2020-01-01,year,,,,,For Profit,https://www.b2i.co.jp/,,,3100000000,JPY,23347758
Meltin MMI,https://www.crunchbase.com/organization/meltin-mmi,"Biotechnology, Health Care, Robotics","Tokyo, Tokyo, Japan",Meltin MMI is a cyborg-technology company that focuses on biosensors and robotic arms.,"46,724",Less than $1M,Active,2013-07-19,day,,,,,For Profit,https://www.meltin.jp,"Meltin MMI is a cyborg-technology company that focuses on biosensors and robotic arms. Meltin has successfully enabled fine finger movements, such as for amputees and participated in Cybathlon 2016 and won the  Microsoft Innovation Award.",Early Stage Venture,20562087,USD,20562087
GRA&GREEN,https://www.crunchbase.com/organization/gra-green,"Agriculture, Biotechnology, Environmental Consulting, Life Science","Nagoya, Aichi, Japan",GRA&GREEN is a research and development agribio venture.,"46,788",$1M to $10M,Active,2017-05-04,day,,,,,For Profit,https://www.gragreen.com/,"GRA&GREEN is an agribio startup that creates the next era of food and agriculture. They produce crops using the same amount of space and resources. The company aims to maximize output through a variety of approaches, such as increasing crop yields and improving storage stability. The goal of GRA&GREEN is to increase crops' use of fertilizer while increasing their resistance to pests and environmental challenges.",Early Stage Venture,250000000,JPY,2325292
Optieum Biotechnologies,https://www.crunchbase.com/organization/optieum-biotechnologies,Biotechnology,"Matsuyama-shi, Ehime, Japan",OB is a biotechnology company committed to developing innovative scFv antibody-based therapies for the treatment of patients with cancers.,"46,870",,Active,2020-03-01,day,,,,,For Profit,https://optieumbio.com,"Optieum Biotechnologies Inc. is a pre-clinical stage biotechnology company committed to developing innovative scFv antibody-based therapies for the treatment of patients with cancers. Their proprietary platform technology, Eumbody System™, enables to develop and detect a scFv-based product candidates that specifically bind to, and modulate to optimize the immune-cell function for oncology targets. We are committed to helping patients with severe diseases by bringing life-changing therapies to the patients in need.",Seed,290000000,JPY,2601684
Molcure,https://www.crunchbase.com/organization/molcure,"Biopharma, Biotechnology, Pharmaceutical","Tokyo, Tokyo, Japan","Molcure is a high-speed, high-quality, high-variation antibody screening & design system combining biology, automation and bioinformatics","47,162",Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://molcure.com,"Molcure is antibody and Peptide drug-focused biopharmaceutical company whose passionate associates are dedicated to improving the lives of patients by developing and providing more effective therapeutics and supportive care products. Molcure represents high quality antibody and target discovery. With cutting edge technology in-house, Molcure is the partner of choice for therapeutic antibody discovery. At Molcure they combine a deep knowledge of NGS, bioinformatics and antibody biology with automated discovery system. The antibody discovery platform Abtracer delivers superior functional antibodies. Their technology is validated through a number of partnerships. They are seeking new partnership opportunities.",Late Stage Venture,12029497,USD,12029497
C4U Corporation,https://www.crunchbase.com/organization/c4u-corporation,"Biotechnology, Environmental Consulting","Osaka, Osaka, Japan",C4U Corporation is a developer of a genome editing technology.,"47,997",$1M to $10M,Active,2018-03-15,day,,,,,For Profit,http://www.crispr4u.jp/,C4U Corporation is a developer of a genome editing technology intended to build various industrial applications.,Seed,160000000,JPY,1445545
Organ Technologies,https://www.crunchbase.com/organization/organ-technologies,"Biotechnology, Health Care","Tokyo, Tokyo, Japan",Organ Technologies is a biotech and healthcare company.,"48,119",$1B to $10B,Active,2008-04-21,day,,,,,For Profit,http://www.organ-technol.co.jp/en/index,Organ Technologies was founded to spark a new industrial revolution starting from Japan which is one of the health care’s hottest growth fields: regenerative medicine. Our mission is to promote the health and welfare of people all over the world through our novel bio-engineering technologies designed to produce realistic organs that are functionally equivalent to natural ones.,,590000000,JPY,5345192
Libero Thera,https://www.crunchbase.com/organization/liberothera,"Biopharma, Biotechnology, Life Science, Medical","Nihombashi-hamacho, Tokyo, Japan",Libero Thera provides drug discovery research and development services.,"48,323",Less than $1M,Active,2018-04-03,day,,,,,For Profit,https://www.liberothera.com/,LiberoThera provides drug discovery research and development services. It focuses on making drugs with GPCRs for membrane proteins. LiberoThera was founded in 2018 and is located in Tokyo.,,535000000,JPY,4891429
Scohia Pharma,https://www.crunchbase.com/organization/scohia-pharma,"Biotechnology, Health Care, Health Diagnostics, Product Research","Fujisawa, Kanagawa, Japan",Scohia Pharma  is a biotech venture that will have both substantial research and development resources.,"49,590",$1M to $10M,Active,2017-03-06,day,,,,,For Profit,https://www.scohia.com/,"Scohia Pharma is a biotech venture that will have both substantial research and development resources and be nimble enough to make decisions quickly, will strive to improve patient quality of life by providing patients and healthcare professionals with new therapeutic medications for renal, metabolic.",,10000000000,JPY,87217035
Immunosens,https://www.crunchbase.com/organization/immunosens,"Biotechnology, Medical Device","Osaka, Osaka, Japan",Immunosens is a medical device company that develops immunosensors for immunological tests.,"50,161",,Active,2018-01-25,day,,,,,For Profit,http://immunosens.com,"Immunological is a developer of electrochemical measurement devices intended to evaluate biomarkers such as genes, proteins, and cell signals using electrode reactions.. The company's product uses disposable printable electrodes in its sensors, thereby providing health-care experts with accurate analysis and measurements in their diagnosis and food safety inspection tests.",Early Stage Venture,315000000,JPY,2876488
Sonire Therapeutics,https://www.crunchbase.com/organization/sonire-therapeutics,"Biotechnology, Health Care, Health Diagnostics, Medical, Wellness","Shinjuku, Yamanashi, Japan",Sonire Therapeutics provides High-Intensity Focused Ultrasound treatment for cancer.,"50,492",$1M to $10M,Active,2020-02-01,month,,,,,For Profit,https://www.sonire-therapeutics.com/,SONIRE Therapeutics Inc. (SONIRE) is working on a next-generation high-intensity focused ultrasound (HIFU) therapy system that will employ acoustic engineering (ultrasound) technologies developed through cutting-edge academic research. SONIRE has been working on a next-generation high-intensity focused ultrasound (HIFU) treatment system as a novel therapeutic modality with the goal of giving cancer patients and their families a new future.,Early Stage Venture,530000000,JPY,4832217
OriCiro Genomics,https://www.crunchbase.com/organization/oriciro-genomics,"Biotechnology, Genetics, Health Care, Life Science","Tokyo, Tokyo, Japan",OriCiro Genomics develops and commercializes cell-free synthesis and amplification technologies of large DNA molecules.,"51,253",$1M to $10M,Active,2018-12-03,day,2023-01-04,day,,,For Profit,https://oriciro.com/,"OriCiro Genomics creates a better bioeconomy  with innovative genome technologies. The company is a pioneer in cell-free synthesis and amplification of genome-scale large DNA for synthetic biology. The company creates a technology that covers ""DNA assembly"" and ""circular DNA amplification"", allowing to construct large circular DNA molecules without relying on conventional biological cloning.",M&A,12697525,USD,12697525
Alchemedicine,https://www.crunchbase.com/organization/alchemedicine,"Biotechnology, Medical, Nursing and Residential Care, Pharmaceutical","Tsukuba, Ibaraki, Japan",Alchemedicine is a drug research and development company.,"52,297",$1M to $10M,Active,2019-02-25,day,,,,,For Profit,https://alchemedicine.com,Alchemedicine is a the world in drug discovery with unique technologies and ideas Innovating new drug candidates for diseases with high unmet medical needs.,Early Stage Venture,1010000000,JPY,9453663
