Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Libre Foods,https://www.crunchbase.com/organization/libre-foods,"Biotechnology, Life Science, Wellness","Barcelona, Catalonia, Spain","Libre Foods is a biotech startup on a mission to liberate the food system and create a more free future for people, the planet and animals.","29,531",,Active,2020-01-01,year,,,,,For Profit,https://www.librefoods.co/,"Libre Foods is a biotech startup on a mission to liberate the food system and create a more free future for people, the planet, and animals. The company was founded in 2020 and is based in Barcelona, Catalonia, Spain.",Seed,3129840,USD,3129840
Zymvol Biomodeling,https://www.crunchbase.com/organization/zymvol-biomodeling,Biotechnology,"Barcelona, Catalonia, Spain",Zymvol accelerates the discovery & development of new industrial enzymes through computer simulations.,"31,384",Less than $1M,Active,2017-01-01,year,,,,,For Profit,http://zymvol.com/,Zymvol accelerates the discovery & development of new industrial enzymes through computer simulations.,Seed,3930710,EUR,4359907
Omniscope,https://www.crunchbase.com/organization/omniscope,"Artificial Intelligence (AI), Big Data, Biotechnology, Health Care","Barcelona, Catalonia, Spain",Building the world's largest immune databank.,"31,520",,Active,2021-02-25,day,,,,,For Profit,https://www.omniscope.ai/,TechBio company decoding the immune system in high resolution to inform therapy and develop diagnostics through the convergence of immune cell sequencing and artificial intelligence. For more information: https://www.omniscope.ai/immune-portal,Seed,6705851,USD,6705851
ARTHEx Biotech,https://www.crunchbase.com/organization/arthex-biotech,Biotechnology,"Valencia, Comunidad Valenciana, Spain",AntagomiR oligonucleotides to treat Myotonic Dystrophy patients.,"32,073",,Active,2019-01-01,year,,,,,For Profit,https://arthexbiotech.com/,ARTHEx Biotech S.L. is a spin-off company of the University of Valencia that is developing antisense RNA treatments against genetic diseases. Our team has a strong background on drug discovery and microRNAs involvement in neuromuscular diseases. We are supported by world-renowned scientific and clinical advisors that will facilitate the successful development of our products.,Early Stage Venture,62950000,EUR,68330561
Oscillum,https://www.crunchbase.com/organization/oscillum,"Biotechnology, Food and Beverage, Food Processing","Elche, Comunidad Valenciana, Spain",Oscillum is a biotechnology company that focuses on research within the food security sector.,"33,011",,Active,2017-01-01,day,,,,,For Profit,https://www.oscillum.com/,Oscillum is a biotechnology company that focuses on research within the food security sector.,Seed,1500000,EUR,1616264
Cubiq Foods,https://www.crunchbase.com/organization/cubiq-foods,"Biotechnology, Food and Beverage, Robotics","Barcelona, Catalonia, Spain",CUBIQ FOODS is a ealthy cell-based fats company.,"33,325",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://www.cubiqfoods.com/,"Cubiq Foods has developed a platform of cultivate fats for industrial clients. It is based on two main ingredients, Cubiq Smart OMEGA-3 and Cubiq Smart Fat.",,22249913,USD,22249913
BioFlyTech,https://www.crunchbase.com/organization/bioflytech,"Alternative Protein, Animal Feed, Biotechnology, Farming","Alicante, Comunidad Valenciana, Spain",BioFlyTech is a Technology Based company specialized in artificial breeding and intensive production of insect biomass,"33,606",$1M to $10M,Active,2012-03-12,day,,,,,For Profit,https://bioflytech.com/,"Bioflytech is an animal feed firm that specializes in the commercial manufacture of insect protein. Incorporating insect protein into current value chains, such as companion animal, aquaculture, or poultry, increases the circularity and sustainability of existing food chains. As a result, more proteins are produced while minimizing environmental effect and lowering water consumption and antibiotic use in the food production chain.",,24107248,USD,24107248
Cocoon Bioscience,https://www.crunchbase.com/organization/cocoon-bioscience,"Alternative Protein, Biotechnology, Food Processing, Nutrition","Madrid, Madrid, Spain","Cocoon Bioscience produces recombinant proteins and enzymes for individual protein, nutrition, and healthcare applications.","33,832",,Active,2021-01-01,year,,,,,For Profit,https://www.cocoonbioscience.com/,"Cocoon Bioscience helps catalyze the expansion of bottlenecked industries like cultivated meat by manufacturing performance and growth factors and specialized enzymes for individual protein, nutrition, and healthcare applications.",,17000000,EUR,18237243
SANIFIT,https://www.crunchbase.com/organization/sanifit,"Biotechnology, Hospital, Medical","Palma De Mallorca, Islas Baleares, Spain",SANIFIT is a biotechnology company that develops treatments for patients with calcification disorders.,"34,956",$1M to $10M,Active,2007-01-01,year,2021-11-22,day,,,For Profit,http://www.sanifit.com,SANIFIT is a biotechnology company focused on treatments for calcification disorders.,M&A,112690000,EUR,128258976
CellmAbs,https://www.crunchbase.com/organization/cellmabs,"Biotechnology, Oncology","Lisbon, Lisboa, Portugal",CellmAbs provides research and development services on novel anti-cancer treatments.,"37,371",Less than $1M,Active,2019-06-05,day,,,,,For Profit,https://www.cellmabs.com,"CellmAbs is a NOVA University of Lisbon spin-off company that was founded in 2019 with the funding of two of Portugal's top Life Science Venture Capital firms. CellmAbs is a rapidly expanding biotech firm with an international, experienced team that has developed multiple preclinical candidates targeting solid tumors based on a world-class understanding of cancer-specific glycan targets.v",Seed,3200000,USD,3200000
Methinks,https://www.crunchbase.com/organization/methinks-2e94,"Artificial Intelligence (AI), Biotechnology, Information Technology, Life Science, Medical","Barcelona, Catalonia, Spain",Deep learning in neuroimaging,"39,223",Less than $1M,Active,2017-01-01,year,,,,,For Profit,http://www.methinks.ai/,"Recent advances in artificial intelligence have made it possible for computers to understand images, sound, text and make decisions, in many cases, better and faster than humans. Methinks uses these new techniques, namely, Google's new deep learning framework, Tensorflow, to analise neuroimaging for diagnosis of brain related diseases. We focus on specific pathologies, like acute stroke, to obtain clinical excellence.",Seed,5000000,EUR,5105703
IMIDomics,https://www.crunchbase.com/organization/imidomics,"Biotechnology, Health Care","Barcelona, Catalonia, Spain",IMIDomics is a unique company tackling Immune-Mediated Inflammatory Diseases (IMIDs).,"41,634",,Active,2015-01-01,year,,,,,For Profit,http://www.imidomics.com,"IMIDomics is a unique company tackling Immune-Mediated Inflammatory Diseases (IMIDs). As an innovative leader in discovery and application of biomarkers and new targets to monitor and cure IMIDs, we create value through the combination of the world's largest IMID biobank, extensive relevant clinical expertise, high-throughput genomic and genetic analysis, and intellectual property. IMIDomics is located at Vall d'Hebron Hospital in Barcelona, Spain and on the HudsonAlpha Institute campus in Huntsville, Alabama.",,16500000,USD,16500000
Medlumics,https://www.crunchbase.com/organization/medlumics,"Biotechnology, CRM, Health Care, Hospital, Information Technology, Medical Device, Robotics","Madrid, Madrid, Spain",Medlumics is a startup employing biophotonic technologies to develop products that improve human living standards.,"44,773",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://www.medlumics.com,Medlumics is a medical device start-up born in 2009 from a compromise with improving human living standards by means of technology.,,60655880,EUR,68899483
Veritas Intercontinental,https://www.crunchbase.com/organization/veritas-intercontinental,"Biotechnology, Genetics, Life Science","Madrid, Madrid, Spain","Genetics.The mission of Veritas Int. is to fulfill the promise of the human genome, empowering people to maximize quality and length of life","47,184",$1M to $10M,Active,2018-07-01,month,2022-03-29,day,,,For Profit,http://www.veritasint.com,"The mission of Veritas Int. is to fulfill the promise of the human genome, empowering people to maximize the quality and length of life for themselves and their families. As the first company to introduce whole genome sequencing and interpretation to consumers and their physicians, we lead by relentlessly pushing the boundaries of science and technology while driving down the cost of the genome. Originally founded in 2014 by leaders in genomics from Harvard Medical School , Veritas Intercontinental was born in 2018 to deliver the promise of Whole Genome Sequencing outside United States. We have been recognized twice by MIT Technology Review as one of the 50 Smartest Companies in 2016 and 2017, by Fast Company as one of the world’s most innovative health companies in 2018, and by CNBC as one of the Disruptor 50 Companies in 2018.",M&A,25623772,USD,25623772
SOM Biotech,https://www.crunchbase.com/organization/som-biotech,"Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Medical, Pharmaceutical","Barcelona, Catalonia, Spain","Drug innovation company based on a pioneering AI-based drug discovery technology, that has built a robust pipeline for Orphan CNS diseases.","47,714",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://www.sombiotech.com/,"SOM Biotech is a drug innovation company based on a pioneering AI-based drug discovery technology – SOM AI PRO -, that has built a robust pipeline focused mainly on Orphan CNS products with very high unmet need and blockbuster potential. SOM AI PRO has been validated with 2 successful Phase 2 trials (TTR Amyloidosis, Chorea in Huntington disease), and four programs are at the preclinical stage. SOM Biotech applies the proprietary AI-based drug discovery technology for building its pipeline and strategic collaborations with the companies. The AI technology can be applied in any therapeutic area and allows advancing drug candidates into Phase 2a in less than one year (through 505b2 pathway). It also allows improving the effectiveness of drug discovery and drug life cycle management by the identification of novel targets and indications for the molecules.",,9000000,EUR,9990881
Alga Energy,https://www.crunchbase.com/organization/alga-energy,"Agriculture, Biotechnology, Sustainability","Alcobendas, Madrid, Spain",Alga Energy is developing a photobioreactor plant for the production of biofuels and omega-3 rich oils to generate clean energy.,"47,981",,Active,2007-01-01,year,,,,,For Profit,http://www.algaenergy.es,"AlgaEnergy is a technology-based company in the microalgae biotechnology sector that, with powerful R & D programs endowed with millionaire resources -own and public-, is managed by a group of businessmen and scientists of renowned solvency. The mission of AlgaEnergy is to develop, produce and market novel products derived from microalgae -nutritional, agricultural and cosmetic, among others-. Counselor of AlgaEnergy and scientific reference of the company is Prof. Miguel García Guerrero , Professor of Plant Biochemistry and Molecular Biology of the University of Seville, one of the scarce authorities recognized worldwide with more than three decades dedicated to the biotechnology of microorganisms photosynthetic The leader in renewable energy and the 5th largest electricity supplier in the world, IBERDROLA , is a shareholder and technology partner of AlgaEnergy since its inception.",,25801703,USD,25801703
Bioo,https://www.crunchbase.com/organization/bioo,"Agriculture, AgTech, Biotechnology, CleanTech, Energy, Farming, Renewable Energy, Smart Cities","Barcelona, Catalonia, Spain",Electricty from nature.,"48,910",Less than $1M,Active,2015-10-27,day,,,,,For Profit,https://www.biootech.com/,"Bioo is dedicated to the generation of electricity from nature through singular technologies and patents of its own. The company's business model is based on the development of the R&D, and the design and distribution of sustainable products and proprietary technologies, including the production of electricity through photosynthesis. Currently, the company has a line of installations already on the market and has now focused on the launching of its flagship product for the agricultural industry. It counts with the economic support of the European Union and various private companies from the sectors of energy, biotechnology and finance. Founded in 2015, Bioo has been recognized by the European Parliament as one of the most innovative companies in Europe, has won more than 50 international awards and has been featured on renowned media, such as Forbes and CNBC.",,3060000,EUR,3454107
FreeOx Biotech,https://www.crunchbase.com/organization/freeox-biotech,"Biotechnology, Health Care, Neuroscience","Barcelona, Catalonia, Spain",FreeOx Biotech develops medicines to reduce the effects of oxidative stress in the organism.,"49,014",Less than $1M,Active,2017-03-01,day,,,,,For Profit,http://freeoxbiotech.com/,"Based on the knowledge of oxidative stress and uric acid, Freeox Biotech is developing neuroprotective therapies to reduce the damage resulting from ischemia and in this way improve the recovery of the patients. Ox-01 is Uric Acid used as a medicinal product. Ox-01 has a proven effect in preventing the damage caused by reperfusion after stroke. Ox-02 Uricoline is a molecule resulting from the association of Ox-01 and Citicoline. Citicoline is an intermediate in the generation of phosphatidylcholine from choline.",Seed,2200000,EUR,2403460
Kimitec Group,https://www.crunchbase.com/organization/kimitec-group,"Agriculture, Biotechnology, Commercial, Industrial, Manufacturing, Organic","Almería, Andalucia, Spain",Kimitec Group is a corporate biotechnology group specialized in the agricultural sector.,"50,044",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://kimitec.com/,"Kimitec Group is a corporate biotechnology group specialized in the agricultural sector. The company is dedicated to researching, manufacturing and distributing organic plant nutrition, conventional plant nutrition, and organic plant protection.  Kimitec Group is a parent company consisting of two big corporate subsidiaries: Agroindustrial KIMITEC and AGROCODE Bioscience. Agroindustrial KIMITEC is an international reference point focused on the organic plant nutrition of crops for both standard and organic agriculture. AGROCODE Bioscience is a company devoted to plant nutrition and organic plant protection through the use of defense inductors, microbial protection, and botanical protection.",,1277916,EUR,1411985
Peptomyc,https://www.crunchbase.com/organization/peptomyc,"Biotechnology, Health Care, Oncology, Wellness","Barcelona, Catalonia, Spain",Peptomyc focuses on the development of a new generation of cell-penetrating peptides targeting the Myconcoprotein for cancer treatment.,"50,298",$1M to $10M,Active,2014-12-01,month,,,,,For Profit,http://www.peptomyc.com/,"Peptomyc is a company focused on the development of a new generation of cell-penetrating peptides (CPPs) targeting the Myc oncoprotein for cancer treatment. The company was founded in December 2014 and it is based on Dr. Soucek’s scientific research in Omomyc (the best direct Myc inhibitor known to date) over the last twenty years. Currently, cancer incidence in the world exceeds 14 million cases per year and results in 8 million deaths annually. Moreover, such numbers are forecast to rise by 75% over the next 20 years (World Cancer Report. International Agency for Research on Cancer 2014). At the moment, standard therapies include surgery, radiotherapy, chemotherapy, and, in a restricted subset of cancers, precision medicine. Unfortunately, very often these therapies fail, due to the development of resistance. Peptomyc has adopted a different strategy based on the inhibition of the oncoprotein Myc, which is found deregulated in the majority of human cancers. Myc holds a non-redundant function in cancer around which tumors cannot evolve, hence targeting Myc is the most promising therapeutic opportunity to date. Although Myc plays a central role in cancer there is currently no Myc inhibitor in the market.",,22792000,EUR,26924494
Amadix,https://www.crunchbase.com/organization/amadix,"Biopharma, Biotechnology, Health Care, Life Science, Medical, Oncology, Pharmaceutical","Madrid, Madrid, Spain",Amadix is a biotechnology company focused on the development and commercialization of diagnostic tools for personalized oncology treatment.,"50,577",,Active,2010-01-01,year,,,,,For Profit,http://www.amadix.com,"Amadix develops and commercializes breakthrough discoveries in cancer diagnosis with a clear commercial rationale, addressing unmet medical needs in oncology. After analytical validation and demonstration of clinical validity and utility through international multicentre studies, the products will be commercialized worldwide. The most advanced product developed by Amadix is Colofast, an innovative non-invasive screening signature for colorectal cancer (CRC) and advanced adenoma diagnosis in blood designed to solve a significant health priority: the high mortality rate due to colon cancer worldwide (around half of the diagnosed patients). Amadix team consist of industry veterans with robust expertise in the Oncology Diagnostic area. They are a top level management team with international experience in cancer diagnostics, the pharmaceutical industry, the biotechnology sector and intellectual property.  Amadix also has independent board members with international profiles and many years of experience in oncology and diagnostics, who advise the management team on strategy, commercialization and business development in Europe and the US.",,4547568,EUR,5616374
Laminar Pharma,https://www.crunchbase.com/organization/laminar-pharma,"Biotechnology, Life Science, Pharmaceutical","Palma De Mallorca, Islas Baleares, Spain","Laminar Pharma is a biopharmaceutical company performing discovery, rational design and initial clinical development of new MLT-based drugs.","50,595",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://laminarpharma.com/,"LAMINAR PHARMA is a pioneering biopharmaceutical company that focuses on the discovery, rational design and initial clinical development of a new generation of medicines associated with a novel therapeutic approach: Membrane Lipid Therapy (MLT).",,10799000,EUR,11477917
RawData,https://www.crunchbase.com/organization/rawdata-afe1,"Agriculture, Artificial Intelligence (AI), B2B, Big Data, Biotechnology, Horticulture, Machine Learning, SaaS, Satellite Communication, Winery","Barcelona, Catalonia, Spain","B2B SaaS powered by AI that makes crop predictions (best harvesting time, plant diseases...) without IoT","51,014",$500M to $1B,Active,2018-07-31,day,,,,,For Profit,https://agrawdata.com,Agtech Agritech Agrotech Agriculture Farm Farming,Seed,960000,EUR,1097917
Graphenea,https://www.crunchbase.com/organization/graphenea,"Biotechnology, Hardware, Industrial, Manufacturing, Nanotechnology","San Sebastian, Pais Vasco, Spain","Graphenea is leader in graphene production, producing CVD graphene wafers and Graphene Oxide materials.","51,445",$1M to $10M,Active,2010-03-09,day,,,,,For Profit,http://www.graphenea.com,Graphenea is a graphene materials manufacturing company. Graphene develops optimized graphene materials for industrial and research needs. Graphenea has developed leading synthesis and transfer process to obtain high uniformity monolayer graphene films on any substrate. Graphenea offers Graphene Foundry services. Graphenea offers Graphene Oxide based additives to the Polymer and Battery industries.,,7318478,USD,7318478
OneChain Immunotherapeutics,https://www.crunchbase.com/organization/onechain-immunotherapeutics,"Biotechnology, Life Science","Barcelona, Catalonia, Spain",OCI develops therapies for leukaemia based on CAR–T.,"52,315",,Active,2020-01-01,year,,,,,For Profit,https://www.onechaintx.com,"OneChain Immunotherapeutics is a spin-off Company from Instituto de Investigación contra la Leucemia Josep Carreras and ICREA, that aims to develop CAR-T candidates against different antigens as a treatment for hematological malignancies based on the know-how of Dr. Pablo Menéndez.",Seed,9750000,EUR,10929894
Orikine Bio,https://www.crunchbase.com/organization/orikine-bio,"Biotechnology, Medical, Product Research","Barcelona, Catalonia, Spain",Orikine Bio is a pioneer biotech company in the field of tailored cytokines for the treatment of immune-mediated disorders.,"52,975",,Active,2022-01-01,year,,,,,For Profit,https://www.orikine.bio,Orikine Bio is a pioneer biotech company in the field of tailored cytokines with unmatched biological properties for the treatment of immune-mediated disorders.,Seed,5500000,EUR,6175633
Nuage Therapeutics,https://www.crunchbase.com/organization/nuage-therapeutics,"Biopharma, Biotechnology, Life Science, Pharmaceutical","Barcelona, Catalonia, Spain",Nuage Therapeutics engages in developing drugs which target proteins in disordered regions for challenging indications faced by patients.,"53,143",,Active,2021-01-01,year,,,,,For Profit,https://www.nuagetx.com/,Nuage Therapeutics is a pharmaceutical company which utilizes chemical biology and biomolecular condensation to develop selective drugs that target proteins with disordered regions for challenging indications to improve patient’s life. The focus of the medication is to enhance selective inhibitors of intrinsically disordered proteins involved in challenging indications in order to meet unmet medical needs.,Seed,12000000,EUR,12872042
Algenex,https://www.crunchbase.com/organization/algenex,"Biotechnology, Manufacturing, Pharmaceutical","Pozuelo De Alarcón, Madrid, Spain",Algenex is a developer of vector-based innovative technologies designed to manufacture recombinant proteins.,"54,690",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,http://www.algenex.com/,"Algenex is a developer of vector-based innovative technologies designed to manufacture recombinant proteins. The company's technologies use a baculovirus expression vector system for vaccine manufacturing, diagnostic reagents, crystallography, HTS and therapeutic molecules.",,4000000,EUR,4525399
Atrys Health,https://www.crunchbase.com/organization/atrys-health,"Biotechnology, Health Care, Health Diagnostics, Hospital","Barcelona, Catalonia, Spain",Atrys is a biomedical company dedicated to provide diagnostic services and excelence medical treatments.,"56,438",$1M to $10M,Active,2007-01-01,year,2022-02-07,day,,,For Profit,https://www.atryshealth.com,"ATRYS is an innovative biomedical company dedicated to the provision of specialized diagnostic services and advanced medical treatments. ATRYS combines precision diagnostic techniques in pathological and molecular anatomy, and online diagnostic imaging, with new treatments for radiation oncology. It has offices in Barcelona, ​​Granada and Madrid. ",IPO,81200000,EUR,86374789
Kamleon,https://www.crunchbase.com/organization/kamleon,"Biotechnology, Health Care, Wellness","Barcelona, Catalonia, Spain",Kamleon is a science-based early-stage company.,"57,278",,Active,2017-01-01,year,,,,,For Profit,http://www.kamleon.com,"Kamleon provides seamless monitoring, real-time AI analysis, and connected digital services. Unique cloud-based digital platform integrated with different tools and features to allow users and professionals.",Seed,1071429,EUR,1153091
Devicare,https://www.crunchbase.com/organization/devicare,"Biotechnology, Digital Media, Health Care, Medical Device","Barcelona, Catalonia, Spain",Devicare is a biotech company developing medical treatments in Urology by combining innovative therapies with digital technologies,"59,310",,Active,2012-01-01,year,,,,,For Profit,http://www.devicare.com/,"Devicare is a specialty biotech company dedicated to developing groundbreaking medical treatments in Urology by combining innovative therapies with digital technologies. Devicare is dedicated to improving and easing the lives of patients who suffer from urological diseases and disorders. Devicare's vision is to be a ground-breaking leader in urology with innovative medical treatments, patent protected, clinically-proven and patient-centric.",Early Stage Venture,11584208,USD,11584208
Innomy,https://www.crunchbase.com/organization/innomy,"Biotechnology, Food and Beverage, Food Processing, Nutrition","Derio, Pais Vasco, Spain",Innomy develops fungi-based meat products to make meat and protein production for the food industry.,"59,661",,Active,2018-01-01,year,,,,,For Profit,http://innomylabs.com,Innomy produces fungi-based meat products to make meat and protein production. They use strains of mushrooms to generate protein foods that are healthy through technology to enable consumers to eat meat foo. They develop solutions for the food industry including meat analogs or functional flours using biotechnological processes based on fungal mycelia and revaluing by-products from industries as raw materials.,Seed,1300000,EUR,1279025
Gate2Brain,https://www.crunchbase.com/organization/gate2brain,"Biotechnology, Medical","Barcelona, Catalonia, Spain",Gate2Brain is a biotech company to improve drug delivery with peptide-based patented technology.,"60,101",,Active,2020-01-01,year,,,,,For Profit,https://www.gate2brain.com,"Gate2Brain is an early-stage biotech company launched to improve drug delivery across biological barriers through the use of a radically innovative peptide-based patented technology. Its technology aims to transport drugs to the brain, increasing the efficiency and reducing the side effects of treatments for brain diseases.",,2570759,EUR,2571518
