Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
LemnaTec,https://www.crunchbase.com/organization/lemnatec,"Biotechnology, GreenTech, Software","Aachen, Nordrhein-Westfalen, Germany",LemnaTec is a global specialist for digital phenotyping and digital seed testing.,"116,436",,Active,1998-01-01,year,,,,,For Profit,https://www.lemnatec.com/,"LemnaTec is a global specialist for digital phenotyping and digital seed testing. LemnaTec has been at the forefront of developing hard- and software solutions around their core competency- image analysis and digital high throughput plant phenotyping. From meeting current research demands for root phenotyping, - field phenomics, drought stress screening, physiological plant phenotyping parameter measurements to high throughput plant phenotyping; LemnaTec has established itself as the leading innovator in plant phenomics. Their motivation is robust engineering solutions with software support frameworks to ensure researchers excel in science deliverables. Since 1998, LemnaTec has led the development of plant phenotyping technology. Today they continue to innovate in the laboratory, greenhouse and field with a comprehensive range of automated equipment which is used by scientists across the world to measure the development of plants.",,5400000,USD,5400000
BIOTRONIK,https://www.crunchbase.com/organization/biotronik,"Biotechnology, Health Care, Medical","Berlin, Berlin, Germany","Biotronik is a privately held multinational biomedical technology company headquartered in Berlin, Germany.","116,664",$100M to $500M,Active,1999-01-01,year,,,,,For Profit,https://www.biotronik.com/de-de,,,,,
Protagen,https://www.crunchbase.com/organization/protagen,"Biotechnology, Health Diagnostics, Medical Device, Precision Medicine","Dortmund, Nordrhein-Westfalen, Germany","Protagen is a precision medicine specialist that support drug development, facilitate treatment strategies and improve patient management.","120,883",$10M to $50M,Closed,1997-01-01,year,2019-03-19,day,2019-03-19,day,For Profit,https://protagen.com/,"Protagen is a precision medicine specialist that support drug development, facilitate treatment strategies and improve patient management. Protagen is at the forefront of immuno-profiling and the discovery of novel autoantibody signatures for autoimmune disease and immuno-oncology. Protagen’s SeroTag® technology identifies biomarkers that address a number of challenges currently hindering the successful development and broader application of both cancer immunotherapies and novel treatments for autoimmune diseases. The company is a leader in patient stratification for autoimmune disease, having developed disease-specific NavigAID stratification panels that profile individual patient’s autoimmune condition and immune status. This precision medicine approach allows for the development and implementation of more targeted therapies for diseases such as systemic lupus erythematosus (SLE), systemic sclerosis (SSc), rheumatoid arthritis (RA), Sjögren’s syndrome (SjS) and others.",M&A,36047418,USD,36047418
Biomax Informatics,https://www.crunchbase.com/organization/biomax-informatics,"Biotechnology, Health Care, Software","Planegg, Bayern, Germany",Biomax provides computational solutions for better decision making and knowledge management in the life science industry.,"128,024",Less than $1M,Active,1997-01-01,year,,,,,For Profit,http://www.biomax.com/,"Biomax Informatics AG was founded in 1997 with a mission to develop software solutions based on the real needs of life science organizations. Based on 20 years of long-term collaboration with life science clients, they at Biomax are convinced that systematic knowledge management is the key to understand complex processes and help clients get the most from their data resources. They recognized early on that clients need a solution to deal with increasing quantities of unstructured data and have focused development on this goal. Today Biomax delivers a solution which allows systematic knowledge management: from the digitalization of internal and external data, to the semantic integration of diverse content and methods, and further to the systematic feedback of results and experiences for optimization and sustainability. The Biomax team has grown continuously in recent years to consist of about 50 multidisciplinary scientists and software engineers. The stability of the Biomax team enables long-term relationships with clients. This longevity is supported by agile solutions that can be extended to cover new use cases or business areas and evolve with the client as their needs grow and change. Participation in multinational research projects keeps the Biomax team on the leading edge of both research and technology — and ensures that Biomax delivers state-of-the-art solutions to all of their clients.",,2321429,EUR,2868511
Isarna Therapeutics,https://www.crunchbase.com/organization/isarna-therapeutics-gmbh,"Biotechnology, Medical, Therapeutics","Munich, Bayern, Germany",Isarna Therapeutics is a biotechnology company.,"129,309",$10M to $50M,Active,1998-01-01,year,,,,,For Profit,http://www.isarna-therapeutics.com,Isarna Therapeutics has an unmatched commitment to developing selective TGF-β inhibitors to effectively treat ophthalmic diseases. They are advancing a unique pipeline of novel oligonucleotides and combination modalities to transcend clinical response and improve patient outcomes.,,124222924,USD,124222924
Miltenyi Biotec,https://www.crunchbase.com/organization/miltenyi-biotec,"Bioinformatics, Biotechnology, Health Care, Medical","Bergisch Gladbach, Nordrhein-Westfalen, Germany","Miltenyi Biotec is a medical services provider specializing in cell separation, cell labeling and cell analysis.","130,111",$10M to $50M,Active,1989-01-01,year,,,,,For Profit,http://www.miltenyibiotec.com,"Miltenyi Biotec is a medical services provider specializing in cell separation, cell labeling and cell analysis.",,,,
JenLab GmbH,https://www.crunchbase.com/organization/jenlab-gmbh,"Biotechnology, Hospital, Medical, Medical Device","Neuengönna, Thuringen, Germany","JenLab GmbH provides femtosecond laser technology for medicine, biotechnology and cell biology use.","142,559",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,http://www.jenlab.de/,"JenLab GmbH provides femtosecond laser technology for medicine, biotechnology and cell biology use. Clinical in vivo optical biopsies with subcellular spatial resolution and chemical information based on near infrared femtosecond laser technology can be obtained with the CE marked Multiphoton Tomographs DermaInspect, the SPIE Prism awarded MPTflex and MPTflex CARS.",,2477500,EUR,2773580
Bayer CropScience,https://www.crunchbase.com/organization/bayer-cropscience,"Biotechnology, Health Care, Life Science","Monheim, Bayern, Germany","Bayer CropScience is a company specializing in agriculture, healthcare, and life sciences.","145,447",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://www.cropscience.bayer.com/,"Bayer CropScience is one of the world’s leading innovative crop science companies in the areas of seeds, crop protection and non-agricultural pest control.  People at Bayer CropScience are committed to help tackle challenges with their expertise in high value seeds, innovative chemical and biological crop protection solutions, and services for modern, sustainable agriculture. Their daily work – in the lab and on the ground – focuses on how they can help farmers across the globe overcome their challenges. With the “head of a scientist” and the “heart of a farmer” they bring innovative and inspiring solutions directly to their customers, along with reliable services and advice. And thus support food production where it begins: on the field.",,,,
PharmaLex,https://www.crunchbase.com/organization/pharmalex,"Biotechnology, Consulting, Health Care, Medical, Pharmaceutical","Friedrichsdorf, Hessen, Germany","PharmaLex provides specialized services for the pharma, biotech, and medtech industries.","145,648",$50M to $100M,Active,1998-01-01,year,2022-09-12,day,,,For Profit,http://www.pharmalex.com/,"PharmaLex is a provider of specialized services for the pharma, biotech, and medtech industries. The company guides its clients from early strategic planning activities and non-clinical requirements through clinical development, regulatory submission processes, and post-approval / maintenance post-launch activities. PharmaLex's experts use technology-enabled solutions to support clients through the entire product lifecycle. The company delivers results — going above and beyond the standard to deliver tailor-made solutions worldwide. The PharmaLex Group now has over 3000 employees, with 67 offices in 32 countries and more than 1000 satisfied clients worldwide.",M&A,,,
Leica Biosystems,https://www.crunchbase.com/organization/leica-biosystems,"Biotechnology, Medical Device, Therapeutics","Nußloch, Baden-Wurttemberg, Germany",Leica Biosystems develops laboratory workflow solutions for anatomic pathology involved in the advancement of cancer diagnostics.,"145,970",$50M to $100M,Active,1989-01-01,year,,,,,For Profit,http://www.leicabiosystems.com/,"Leica Biosystems develops laboratory workflow and automation solutions for anatomic pathology involved in the advancement of cancer diagnostics and patient care. The company provides a comprehensive product range for each step in the pathology process, from specimen preparation and staining to imaging and reporting.  Leica Biosystems is based in Nußloch, Germany.",,,,
E-nema GmbH,https://www.crunchbase.com/organization/e-nema-gmbh,"Agriculture, AgTech, Biotechnology, Farming","Klausdorf, Schleswig-Holstein, Germany",E-nema GmbH  is a producer of biological plant protection products based on entomopathogenic nematodes (5 species) and micro-organisms,"172,596",$1M to $10M,Active,1997-01-01,year,,,,,For Profit,https://www.e-nema.de,"E-nema is a producer of biological plant protection products based on entomopathogenic nematodes (5 species) and micro-organisms  (> 25 different species). E-nema is a contract producer for cosmetic and pharmaceutical basic substances from micro-organisms. E-nema also supplies research services for the development of large scale liquid culture processes  for micro-organisms. The young company began producing on a laboratory scale in the tiniest of spaces using two small bioreactors and one larger bioreactor with a volume of 500 litres. Today e-nema GmbH is an successful medium-sized company with a variety of different bioreactors with a capacity ranging from 3 to 60,000 litres at its laboratory and production facilities. ",,50000,EUR,55958
ConsulTech,https://www.crunchbase.com/organization/consultech,"Biotechnology, Consulting, Life Science","Berlin, Berlin, Germany",ConsulTech facilitates access to funding options for research and development projects relevant to life sciences industry.,"173,150",$1M to $10M,Active,1992-01-01,year,,,,,For Profit,https://www.consultech.de/Company/about/index.html,"Since 1992, ConsulTech has been advising companies and research institutions in the life sciences industry on the financing of research and development projects through the use of public funding. The company supports small, medium and large companies in the life science sector from biotechnology and pharmaceuticals through medical technology to environmental technology in the acquisition of subsidies ( federal, state, EU ). For this, ConsulTech GmbH identifies appropriate funding opportunities for research and development projects and puts together research networks for which we also undertake project management, especially for EU consortia. In addition, ConsulTech supports companies in founding and finding investors. ConsulTech combines expertise from pharmaceutical companies and biotech start-ups with years of experience in financing and strategy consulting , early-stage financing and grants.",,4705344,EUR,5198994
Meridian Clinical Research,https://www.crunchbase.com/organization/meridian-clinical-research,"Biotechnology, Clinical Trials, Medical Device, Pharmaceutical","Neuss, Nordrhein-Westfalen, Germany","Meridian Clinical Research is a multi-specialty network that facilitates clinical trials for vaccines, drugs, medical devices & diagnostics.","184,792",$1M to $10M,Active,1999-01-01,year,2022-12-15,day,,,For Profit,https://www.mcrmed.com,"Meridian Clinical Research is a multi-specialty network that facilitates clinical trials for vaccines, drugs, medical devices & diagnostics.",M&A,,,
Leica Microsystems,https://www.crunchbase.com/organization/leica-microsystems,"Biotechnology, Health Care, Medical Device","Wetzlar, Hessen, Germany",Leica Microsystems designs and produces precision optics systems for the analysis of microstructures.,"190,001",$100M to $500M,Active,1997-01-01,year,2005-07-01,day,,,For Profit,http://www.leica-microsystems.com,"Leica Microsystems designs and produces precision optics systems for the analysis of microstructures. The company offers microscopy, confocal laser scanning microscopy, imaging systems, specimen preparation, and medical equipment for microscopic imaging, measurement, and analysis. Its products include light microscopes, stereomicroscopes, surgical microscopes, confocal microscopes, microscopes, histology systems, materials sectioning systems, imaging systems, camera systems, and electron microscopy sample preparation systems. The company offers its products for applications in education, clinical, life science research, industrials and materials, special systems, forensic, digital cameras, quality control, routine manuals, and research manuals, as well as in dental, ENT, gynaecologic, neurosurgery, ophthalmic, orthopedic, plastic/reconstructive, and veterinary surgeries. It also provides system solutions in the areas of life science, including biotechnology and medicine, as well as the science of raw materials and industrial quality assurance.",M&A,,USD,
ECH Elektrochemie Halle GmbH,https://www.crunchbase.com/organization/ech-elektrochemie-halle-gmbh,"Analytics, Biotechnology, Electronics, Manufacturing, Service Industry","Halle, Sachsen-Anhalt, Germany",ECH Elektrochemie Halle GmbH is a developing and producing company.,"191,428",$1M to $10M,Active,1992-01-01,year,,,,,For Profit,https://www.ech.de/,"ECH Elektrochemie Halle GmbH is a developing and producing company. They develop and produce standard analyzers as well as tailor-made metrology for analytical problem. In addition to standard products, they also produce individual solutions  in the field of analytics. They also offer services in terms of: creation of customer-specific control and regulation systems in combination with sensor technology, development and production of analytical modules for third-party devices, and manufacture and sale of measuring instruments for laboratory, process and mobile on-site analysis.",,50000,EUR,59056
Neuraxpharm,https://www.crunchbase.com/organization/neuraxpharm,"Biotechnology, Pharmaceutical","Langenfeld, Rheinland-Pfalz, Germany",Neuraxpharm is a Pharmaceutical Company.,"194,707",$500M to $1B,Active,1985-01-01,year,2020-09-22,day,,,For Profit,https://www.neuraxpharm.com,Neuraxpharm develops and commercializes branded and generic CNS pharmaceuticals and nutraceuticals for the treatment and prevention of CNS disorders in main European countries.,M&A,,,
Immundiagnostik,https://www.crunchbase.com/organization/immundiagnostik,"Biotechnology, Health Diagnostics, Medical, Pharmaceutical","Bensheim, Hessen, Germany","Immundiagnostik, founded in 1986, is a globally operating diagnostics company represented in over 30 countries.","200,681",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,http://www.immundiagnostik.com/en/home.html,"Immundiagnostik, founded in 1986, is a globally operating diagnostics company represented in over 30 countries. We focus on the development and production of innovative immunoassays (ELISA, EIA) and other analytical detection methods (e.g. HPLC and PCR) for medical routine and research. Furthermore, we offer a broad portfolio of antibodies and antigens. Our business relations include contract analyses for diagnostic laboratories and academic research institutions, esp. in context with clinical trials. Multiple cooperations with the pharmaceutical industry and a tight network of scientific organizations are the basis of a successful product development. Securing progress: Our comprehensive range of products is continuously refueled by a rich pipeline of proprietary developments. With a headcount of more than 50 employees, Immundiagnostik’s headquarter is located in Bensheim, south-western Germany.",,50000,EUR,54634
BRAIN Biotech AG,https://www.crunchbase.com/organization/brain,"Biotechnology, Chemical, Food and Beverage, Pharmaceutical","Zwingenberg, Hessen, Germany","BRAIN Biotech develops and produces enzymes, proteins, microbial production strains and bioactives for industrial applications","204,849",$10M to $50M,Active,1993-09-01,month,2016-02-10,day,,,For Profit,https://www.brain-biotech.com,"As industrial biotechnology specialists, BRAIN Biotech develops and produces enzymes, proteins, microbial production strains and bioactive natural products for industrial applications. In addition, the company´s innovative bio-based solutions help make industrial processes more sustainable. The company focuses on nutrition, health, and the environment. BRAIN Biotech AG is the parent company of the BRAIN Biotech Group and has been listed on the Prime Standard of the Frankfurt Stock Exchange since 9 February 2016 (ticker symbol: BNN).",IPO,60000000,EUR,77632820
Peppermint Venture Partners,https://www.crunchbase.com/organization/peppermint-venture-partners,"Biotechnology, Finance, Financial Services, Health Care, Venture Capital","Berlin, Berlin, Germany",PVP is a venture capital firm investing in early-stage healthcare companies across Europe.,"207,245",Less than $1M,Active,1992-01-01,year,,,,,For Profit,https://www.pvp.health/,"PVP is a private venture capital firm based in Berlin, investing in early-stage healthcare companies across Europe with a focus on medical device, digital health, and platform technology companies. Peppermint VenturePartners was established in 2008 by Ingeborg Neumann, Dr. Joachim Rautter and Dr. Klaus Stöckemann.",,,,
KCR,https://www.crunchbase.com/organization/kcr,"Biotechnology, Clinical Trials, Medical, Pharmaceutical","Berlin, Berlin, Germany",KCR is a Contract Research Organization (CRO) providing clinical development solutions.,"210,408",Less than $1M,Active,1997-01-01,year,,,,,For Profit,http://www.kcrcro.com,"KCR is a Contract Research Organization (CRO) providing clinical development solutions for the  pharmaceutical, biotechnology and medical device industries. More than 500 professionals support clients with full-service capabilities across our three main service areas: •	Trial Execution (TE) •	Functional Service Provision (FS) •	Late Phase (LP)",,,,
Active Motif,https://www.crunchbase.com/organization/active-motif,"Biotechnology, Health Care, Product Research","Tegernheim, Bayern, Germany",Active Motif provides innovative fluorescent reagents for Life Science research applications.,"212,012",$10M to $50M,Active,1999-01-01,year,,,,,For Profit,http://www.activemotif.com/,"Active Motif Chromeon provides innovative fluorescent reagents for Life Science research applications including several lines of fluorescent chromophores the Chromeo Dyes, RuLabels and Py-Dyes. Chromeo Dye excitation and emission properties match common excitation sources and filter sets, ideal for microscopy and plate-based assays. RuLabels are phosphorescent ruthenium probes that emit strongly polarized light with a long decay time, which enhances sensitivity and reduces background. The Py-Dyes possess unique physical and spectral properties that make conjugation simple, while reatly reducing background. As alternative to organic dyes, a set of bright and biocompatible fluorescent nanoparticles is offered. They represent excellent tools for increasing the sensitivity of your assays.",,526000,USD,526000
Stratec,https://www.crunchbase.com/organization/stratec-biomedical,"Biotechnology, Manufacturing, Pharmaceutical","Birkenfeld, Baden-Wurttemberg, Germany",Stratec is a developer and manufacturer of lab automation solutions for the IVD and life science sectors.,"215,091",$100M to $500M,Active,1979-01-01,year,2002-01-11,day,,,For Profit,https://www.stratec.com,Stratec is a technology company. They design and manufacture automated analyzer systems for laboratory data management and solutions for molecular diagnostic sample preparation and stabilization. Their instrumentation segment is engaged in designing and manufacturing automated analyzer systems for clinical diagnostics and biotechnology customers.,IPO,,,
ProtaGene,https://www.crunchbase.com/organization/protagene,"Biopharma, Biotechnology, Therapeutics","Heilbronn, Baden-Wurttemberg, Germany","ProtaGene is a CRO partner for the biopharmaceutical, cell, and gene therapy industries.","217,573",,Active,1997-01-01,year,2021-07-01,day,,,For Profit,https://www.protagene.com,"ProtaGene is an analytic service provider across the biopharmaceutical, cell, and gene therapy development spaces. They provide complete protein and gene analytic capabilities and packages for biologic therapeutics as well as cell and gene therapy platforms. They offer product testing and analytical packages for product lifecycle management.",M&A,,USD,
