Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
ACT Genomics,https://www.crunchbase.com/organization/act-genomics,"Bioinformatics, Biotechnology, Genetics, Health Care, Information Technology, Oncology","Taipei, T'ai-pei, Taiwan",ACT Genomics is a cancer molecular information service company teamed up with experts with multiple years’ experience in oncology,"47,818",$1M to $10M,Active,2014-01-01,year,2022-12-16,day,,,For Profit,http://www.actgenomics.com/,"ACT Genomics is a cancer molecular information service company teamed up with experts with multiple years’ experience in oncology, cancer genomics, and bioinformatics. The company’s technology provides the possibility to transform cancer genomic information into precision diagnosis and personalized treatments. Every patient’s cancer is unique at the molecular level. Specific genetic alterations drive the pathogenesis and determine the treatment response of individual tumor. Understanding the genetic alteration helps to design a more effective treatment strategy and provide a more accurate prediction for patient’s outcome. The use of genomics is changing the paradigm of oncology treatment decisions and making great impacts on personalized treatment. Such comprehensive tumor profiling is now affordable due to rapid progress in sequencing and informatics technologies.",M&A,20500000,USD,20500000
Surglasses,https://www.crunchbase.com/organization/taiwan-main-orthopedic-biotechnology,"Biotechnology, Health Care, Manufacturing, Medical Device","Taichung, T'ai-wan, Taiwan",Surglasses is a leading global medical appliance and Biotechnology company.,"47,845",,Active,2017-03-31,day,,,,,For Profit,http://www.surglasses.com/,"SURGLASSES is a medical innovative company that develops and markets a range of innovative products for use in medical education and surgical navigation solutions. SURGLASSES has developed its own patented technology in the high-performance surgical system and educational products as well. Our manufacturing company is located in Taichung, Taiwan with CE Mark, ISO-13485, and GMP(good manufacturing practice) certifications and we are manufacturing a series of FDA and CE approved medical equipment and devices, mainly aimed for surgical fields and educational purposes. Our product range gives a versatile, cost-effective alternative to major investments in surgical planning and guided tools. We are committed to achieve a significant share of the International market and developing creative solutions in the field of medical products. Bringing high-end and cutting-edge technology to medical, surgical, clinical, and health systems with innovations to make evolutionary improvements. We commit to meeting the needs of surgeons, physicians, patients, caregivers, educators by continuous R&D. Customers are assured of advanced medical experiences and outcomes with our integrated solutions, innovative products, and services. At Taiwan Main Orthopedic Biotechnology, we aim to be the pioneer that strives to make medical insights and contribute to the development in the field of medical electronics, minimally invasive surgery, intelligent medical informatics, real-time medical data digitization & information visualization, surgical navigation, medical augmented reality (AR) and mixed reality (MR). The Key products are Foresee-X and Caduceus, Foresee-X is the first CE-approved Smart surgical glasses with Augmented Reality technology for visualized medical imaging during surgery. The caduceus is a smart surgical glasses for very accurate spine surgical navigation with 3D Mixed Reality.",Seed,6500000,USD,6500000
Great Bay Bio,https://www.crunchbase.com/organization/great-bay-bio,"Biopharma, Biotechnology, Life Science","Sha Tin, New Territories, Hong Kong",Great Bay Bio is a high-tech company developing blue ocean biopharmaceuticals with a digital CMC platform.,"48,494",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,http://www.greatbay-bio.com,"Great Bay Bio Ltd. is a high-tech company that develops blue ocean biopharmaceuticals with a digital platform. It has a long history of biomedical research and development and rich experience in product development. Adhering to the national strategic concept of scientific and technological innovation and coordinated development of the Greater Bay Area, Dawan Biotechnology brings together high-quality resources from Europe, the United States, Singapore, and Hong Kong to build a biopharmaceutical development platform centered on AI technology, big data, and Internet of Things technology, which greatly shortens The drug development cycle significantly reduces development costs and has great industry competitive advantages.",Early Stage Venture,27500000,USD,27500000
Precision Biotechnology,https://www.crunchbase.com/organization/precision-biotechnology,"Biotechnology, Health Care, Medical","Taipei, T'ai-pei, Taiwan",Precision Biotechnology specializes in the development of immune cell preparations and application technologies for cancer patients.,"51,525",,Active,2017-11-01,month,,,,,For Profit,https://precisionthera.com,Precision Biotechnology specializes in the development of immune cell preparations and application technologies for cancer patients. It also works on providing solutions for anti-aging and immunotherapy application platforms.,,1500000000,HKD,192565681
Hukui Bio,https://www.crunchbase.com/organization/hukui-bio,"Biotechnology, Health Care, Manufacturing, Medical","Taipei, T'ai-pei, Taiwan",Medtech Contract Manufacturer & Solution Provider,"54,677",$1M to $10M,Active,2013-11-01,month,,,,,For Profit,https://www.hukuibio.com/,"Founded in November 2013, HuKui Bio provides total solution and value-added services to global medical devices customers. By focusing on medical electronics and handheld devices for digital healthcare and telemedicine, we do the designing and development in Taiwan, manufacturing in Asia, and delivering our sales & services globally.  Combining seasoned experts and investors from biomedical, tech, and financial industries, we strive to be the best partner in the Asia-Pacific region for MedTech developers, startups and corporates by completing projects on-time, on-budget and by meeting global quality standards concurrently. Our US company, HuKui Tech, is a subsidiary based in the Bay area, 100% owned by HuKui Bio since 2020.",Late Stage Venture,11750000,USD,11750000
BRIM Biotechnology,https://www.crunchbase.com/organization/brim-biotechnology,"Biotechnology, Pharmaceutical","Taipei, T'ai-pei, Taiwan",BRIM Biotechnology is a pharmaceutical company.,"58,833",,Active,2013-01-01,year,,,,,For Profit,https://www.brimbiotech.com/,"Founded in 2013, Quanfu Biotechnology Co., Ltd. (hereinafter referred to as Quanfu Biotech) is based in Taiwan and uses the core competitiveness of the translation science field to integrate the virtual team's operating model and is committed to the development of innovative drugs.   The professional team of Quanfu Biotech has screened the innovation sources of domestic and foreign companies with rich experience in new drug development, including: academic research, small biotechnology companies, and international pharmaceutical companies, for joint research and development, technology introduction, etc. In a way that closely combines the energy of both parties to develop drug development, and then introduces the most suitable CRO and CMO strategic partners to promote innovative drugs to the “proof of concept” (POC) stage, followed by authorization and partnering. In this way, the research and development of innovative drugs will be handed over to the most potential development team, and the late clinical trials of drug research and development will be carried out to push the products to the market.",Late Stage Venture,39000000,USD,39000000
Immuno Cure,https://www.crunchbase.com/organization/immuno-cure,Biotechnology,"Sha Tin, New Territories, Hong Kong","Immuno Cure, it is a biotechnology company it is specialized in the study and creation of immunotherapies.","63,227",,Active,2015-01-01,year,,,,,For Profit,https://immunocure.hk/en/,"Immuno Cure, it is a biotechnology company it is specialized in the study and creation of immunotherapies for cancer, inflammatory, and infectious disorders.",Early Stage Venture,12906972,USD,12906972
GenieBiome,https://www.crunchbase.com/organization/geniebiome,"Biotechnology, Health Care, Medical, Product Research","Sha Tin, New Territories, Hong Kong",GenieBiome is a biotechnology company using microbiome research technology to develop treatments for a variety of diseases.,"63,935",,Active,2020-04-01,month,,,,,For Profit,https://www.g-niib.com,"GenieBiome is a biotechnology company using microbiome research technology to develop treatments for a variety of diseases, including gut serious illness, overweight and metabolic syndrome, skin irritation, and mental health. GenieBiome's portfolio of G-NiiB includes diagnostic and risk prediction tests, next-generation microbiome precision formulas, and precision medicine.",Early Stage Venture,11000000,USD,11000000
Primo Biotechnology,https://www.crunchbase.com/organization/primo-biotechnology,"Biotechnology, Pharmaceutical, Precision Medicine","Taipei, T'ai-pei, Taiwan",Primo aims at precision medicine and help the development of radioligand theranostics (RLT).,"64,276",,Active,2023-01-01,year,,,,,For Profit,https://primobt.com/en/,Primo Biotechnology harnesses advanced molecular imaging and radiopharmaceutical science to provide precise clinical information via targeted radiopharmaceuticals. Primo Biotechnology aims to form a patient-centric healthcare model and establish doctor-patient relationships founded on trust towards conveying hope and happiness to all patients.,Seed,6500000,USD,6500000
iXensor,https://www.crunchbase.com/organization/ixensor,"Biotechnology, Health Care, Health Diagnostics, Home Health Care, Medical Device, mHealth","Taipei, T'ai-pei, Taiwan",The pioneer of mobile health,"66,079",,Active,2012-01-01,year,,,,,For Profit,https://www.ixensor.com/ixensor_web/,"iXensor is the global pioneer of mobile health.  We turn ordinary smartphones into versatile lab-grade medical diagnostic devices for point-of-care testing and at-home self-testing solutions. PixoTest®, our first product, is also the world's first FDA approved smartphone camera-based blood test dated back in 2017.  Founded at Stanford University, Palo Alto, and incorporated in Taipei, Taiwan, in 2012, our international team combines expertise in medical engineering, biochemistry, and information technology to develop innovative health-tech products and digital health solutions that empower the connected healthcare of tomorrow. Our product lines cover Women’s Health, Chronic, and Infectious Diseases are all powered by our core technology - PixoTech® platform. It serves as our engine for the next phase of growth. We have received many international awards for our innovation, and our business has also been accelerated by Merck Accelerator, Plug & Play’s Creasphere, and Johnson & Johnson Innovation’s JLABs.",,21750000,USD,21750000
Phase Scientific,https://www.crunchbase.com/organization/phase-scientific,"Bioinformatics, Biotechnology, Health Care","Kowloon City, Kowloon, Hong Kong",Phase Scientiﬁc provides tool for health care industry.,"66,808",,Active,2015-01-01,year,,,,,For Profit,https://phasescientific.com,"Phase Scientific is a biotech firm that creates diagnostic and data tools to help healthcare providers and patients. They provide tools for cancer, oncology, nipt, molecular diagnostics, NGS, dd PCR, point of care, liquid-phase extraction, sample preparation, purification, enrichment, size selection, cell-free DNA, cfDNA extraction, RNA extraction, viral RNA extraction, DNA methylation, library preparation, and liquid biopsy.",,899830,USD,899830
Zhaoke Ophthalmology Pharmaceutical,https://www.crunchbase.com/organization/zhaoke-ophthalmology-pharmaceutical,"Biotechnology, Pharmaceutical","Hong Kong, Hong Kong Island, Hong Kong",Zhaoke Ophthalmology Pharmaceutical is a Pharmaceutical platform.,"69,003",,Active,2016-01-01,year,,,,,For Profit,https://www.zkoph.com,Zhaoke Ophthalmology Pharmaceutical is a Pharmaceutical platform.,Early Stage Venture,145000000,USD,145000000
BioMed Technology Holdings,https://www.crunchbase.com/organization/biomed-technology-holdings,"Biotechnology, Hospitality, Market Research, Medical","Causeway Bay, Hong Kong Island, Hong Kong",BioMed offer a comprehensive service that includes a range of sophisticated tests performed by professionals.,"72,270",,Active,2018-09-10,day,,,,,For Profit,https://biomed.hk/en,"BioMed offer a comprehensive service that includes a range of sophisticated tests performed by professionals, together with an interpretation and recommendations for how to live a healthy life.",,2000000,USD,2000000
Cancerfree Biotech,https://www.crunchbase.com/organization/cancerfree-biotech,"Biotechnology, Health Care, Medical","Taipei, T'ai-pei, Taiwan",CancerFree Biotech is a start-up company dedicated to personalized treatment of cancer.,"76,944",,Active,2018-01-01,year,,,,,For Profit,https://www.cancerfree.io/,"CancerFree Biotech is a start-up company dedicated to personalized treatment of cancer.  We specialize in personalized analysis using circulating tumor cell culture by forming organoid systems that help doctors and patients develop the optimal treatment strategy to fight cancer at all stages which reduces the chance of ineffective drug use through bionic tumor organoid culture systems.  E.V.A. is a technology platform that we have developed to combine organoid culture systems and Al image recognition to rapidly expand CTCs into CDOs for many applications in cancer research, such as cell therapy, cancer vaccine and new drug development.",Seed,982142,USD,982142
Iweecare,https://www.crunchbase.com/organization/iweecare-co-ltd,"Biotechnology, Health Care, Medical","Taipei, T'ai-pei, Taiwan","Stand for demand, the creation from iWEECARE - Temp Pal. It's a health tracking solution makes life and medical research easier.","91,585",Less than $1M,Active,2014-03-01,day,,,,,For Profit,http://www.iweecare.com,"Founded in Taiwan Taipei 2014, iWEECARE is collaborating with electronics manufacturers and TSMT (Taiwan Surface Mounting Technology) to create the best user friendly product- Temp Pal®  All their team members are parents and expecting couples, who have experienced the morning hassle of checking BBT (Basic Body Temperature) chart and sleepless nights worrying about child fever. That’s why they put their engineering and medical expertise to developing Temp Pal®, a device designed to make temperature monitoring easier and more comfortable.",Seed,3400000,USD,3400000
Amwise Diagnostic,https://www.crunchbase.com/organization/amwise-diagnostic,"Biotechnology, Health Care, Life Science, Precision Medicine","Taipei, T'ai-pei, Taiwan",Amwise Diagnostic is a leader in precision medicine technology for cancer.,"93,441",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.amwisediagnostics.com/,Amwise Diagnostic is a leader in precision medicine technology for cancer. Our patented genetic analysis technologies assist doctors and patients in determining the most appropriate individualized treatment strategy that has optimal treatment effectiveness and minimal treatment-related adverse events.,Early Stage Venture,10000000,USD,10000000
Micronbrane Medical,https://www.crunchbase.com/organization/micronbrane-medical,"Biotechnology, Health Care, Medical Device, Pharmaceutical","Taoyüan, T'ai-wan, Taiwan",Micronbrane Medical provides bio technology services for pathogen identification.,"106,603",,Active,2020-01-01,year,,,,,For Profit,https://micronbrane.com/,"Micronbrane Medical offers biotechnology services. That provides detect Pathogen Directly from whole blood within a limited time. Sample processing library prep sequencing, data analysing  and reporting services.",Early Stage Venture,4500000,USD,4500000
Kansas Laboratories,https://www.crunchbase.com/organization/kansas-laboratories-company-limited,"Biopharma, Biotechnology, Health Care, Medical Device, Pharmaceutical","Hong Kong, Hong Kong Island, Hong Kong","Kansas is a global healthcare company specialized in medical devices, diagnostic solutions, nutrition, and branded generic pharmaceuticals.","118,028",,Active,2019-01-01,year,,,,,For Profit,http://www.kansaslaboratories.com,"Kansas is a global healthcare company specialized in medical devices, diagnostic solutions, nutrition, and branded generic pharmaceuticals businesses.  Our medical and diagnostic equipment products are widely used around the world by hospitals, laboratories, blood banks, and healthcare centres to diagnose and monitor diseases.",Private Equity,2550000,USD,2550000
IXON Food Technology,https://www.crunchbase.com/organization/ixon-food-technology,"Biotechnology, Food Processing, Packaging Services","New Territories, New Territories, Hong Kong",IXON specializes in advanced sous-vide aseptic packaging that allows protein to remain stable at room temperature for up to two years.,"119,288",,Active,2017-01-01,year,,,,,For Profit,https://www.ixon.com.hk/,"IXON specializes in advanced sous-vide aseptic packaging (ASAP) that allows protein to remain stable at room temperature for up to two years. It exclusively owns the patent of ASAP, as well as technologies surrounding ASAP. This includes technologies related to processing, packaging, analytical, and food hygiene. They license and custom-make equipment for food manufacturers, so they can have exclusive rights to make and distribute ASAP food products. They also assist in product development, product testing, plant design, plant construction, operation management, hygiene maintenance, corporate training, and patent enforcement, so that our partners have little to worry about and are guaranteed commercial success.",Seed,120000,USD,120000
Jacobson Pharma,https://www.crunchbase.com/organization/jacobson-pharma,"Biopharma, Biotechnology, Medical, Pharmaceutical","Kowloon City, Kowloon, Hong Kong",Hong Kong's largest generic drug maker,"131,979",$50M to $100M,Active,1998-01-01,year,2016-09-22,day,,,For Profit,http://www.jacobsonpharma.com,"Jacobson Pharma Corp Limited is a Hong Kong-based company and mainly engaged in manufacturing and trading of generic drugs and proprietary Chinese medicines. The Company runs its business via two segments. Generic Drugs segment develops, manufactures and distributes a host of off-patent medicine for various therapeutic uses. Currently the activities in this regard are primarily carried out in Hong Kong. Proprietary Chinese Medicines segment develops, manufactures and distributes Chinese medicines. Currently the activities in this regard are primarily carried out in Hong Kong.",IPO,64000000,USD,64000000
"V-CHECK, Inc.",https://www.crunchbase.com/organization/v-check-inc,"Biotechnology, Health Care, Medical","Hsinchu, T'ai-wan, Taiwan","V-CHECK a biotech company, is aiming to developing innovative in vitro diagnostic products for improving women's health.","133,200",,Active,2017-04-26,day,,,,,For Profit,http://vcheck-biomed.com,A Biotech company,Early Stage Venture,2660000,USD,2660000
"Seknova Biotechnology Co., Ltd.",https://www.crunchbase.com/organization/seknova-biotechnology-co-ltd,"Biotechnology, Health Care","Hsinchu, T'ai-wan, Taiwan",Seknova Biotechnology develops continuous biomarker monitoring system for early disease detection and prevention.,"147,349",,Active,2018-04-18,day,,,,,For Profit,https://seknova.wixsite.com/seknova,"Seknova Biotechnology  is a continuous biomarker monitoring system that offers multi-biomarker monitoring for early detection of acute complications. They provide CGM ODM services for medical device distributors or brands. They use microneedle arrays that do not come in contact with blood, lowering the risk of infection and pain for users.",Seed,1368000,USD,1368000
cytena Bioprocess Solutions,https://www.crunchbase.com/organization/cytena-bioprocess-solutions,"Biometrics, Biotechnology","Taipei, T'ai-pei, Taiwan",Automation and microtechnology will bring the microbioreactors to a whole new level !,"154,500",,Active,2018-12-06,day,,,,,For Profit,http://www.cytena-bps.com,"cytena Bioprocess Solutions co., Ltd. (cytena BPS) is founded in 2018 as a spin-off from cytena GmbH. Based on the successful story of cytena, cytena Bioprocess Solutions will further focus on offering bioprocess solutions for, but not limited to, pharmaceuticals and top research institutes. We have established collaboration with top academic institutes and industrial companies in researching, development, and application. With the close connection with cytena GmbH, we share the resources, experiences, and expect to bring our novel and comprehensive product into the global bioprocess market soon!",,216667,USD,216667
VesCir,https://www.crunchbase.com/organization/vescir,"Biotechnology, Health Care, Wearables","Taipei, T'ai-pei, Taiwan","Founded in 2011, VesCir is a biotech start-up focusing on developing wearable devices to make our customers understand their health better.","163,762",$1M to $10M,Active,2011-01-15,day,,,,,For Profit,http://www.vescir.com,"Founded in 2010, VesCir is a biotech start-up focusing on developing wearable devices to make our customers understand their health better. Our team members include (1)alumni of MIT, Cambridge University, Oxford University; (2)current or former employees of Google, Facebook, Microsoft, HTC, Qualcomm, and the Boston Consulting Group. Our team has a combined 30+ years of experiences in marketing, 25+ years of experience in software development, 20+ years of experience in consulting.",Early Stage Venture,3000000,USD,3000000
Han Advisory Group,https://www.crunchbase.com/organization/han-advisory-group,"Biopharma, Biotechnology, Clean Energy, Energy, Impact Investing","Central, Hong Kong Island, Hong Kong","Biotechnology, Clean Energy, Investment Management","169,459",,Active,2019-07-01,month,,,,,For Profit,https://hanadvisorygroup.com,We innovate for our future,Late Stage Venture,86000,USD,86000
Taiwan Shennong Social Enterprise,https://www.crunchbase.com/organization/taiwan-shennong-social-enterprise,"Agriculture, AgTech, Biotechnology, Farming, Health Care","Taichung, T'ai-wan, Taiwan",Manufactures an integrated pest-trapping device that can detect pest density.,"182,609",,Closed,2014-01-01,year,,,,none,For Profit,http://www.tsse.com.tw/,"TSSE's main product is "" Biological inducible pesticide substitutes""  which cooperated  with Chaoyang University of Technology Pheromone center. It is used to control plant diseases and pest insects for rice, vegetables, fruits, corn, sweet potato, star fruit, tea, and others crops. In the early stage of TSSE,  there are  plenty of food safety issues had happened which enhance TSSE wish to develop a toxic-free environment and to a build a sustainable  business model focus on agriculture area.They believe that the development of toxic-free agriculture is not only providing safe and healthy food for people but paying respect to the sustainable future of mother nature and all creations of the universe.In light of this, TSSE has spared no efforts to promote BIPS, replace artificial interference with natural approaches, and create a new toxic-free food supply chain. Furthermore, these changes will raise the income of farmers and  encourage young people to stay in their hometown, also reducing the difference of  urban and countryside.",Early Stage Venture,3000000,USD,3000000
Circle DNA,https://www.crunchbase.com/organization/circle-dna,"Biotechnology, Health Care, Lifestyle","Causeway Bay, Hong Kong Island, Hong Kong",Circle DNA is a Prenetics’ new consumer DNA testing kit.,"185,157",,Active,2014-01-01,year,,,,,For Profit,https://circledna.com/,"They want late cancer and disease detection to cease to exist. And to do this, they need to make prevention personalised to each individual. They want to cure the healthy before they get sick. Circle shows people how to proactively manage their health by making better lifestyle choices.",,,,
HKG epiTherapeutics,https://www.crunchbase.com/organization/hkg-epitherapeutics,"Biopharma, Biotechnology, Health Care, Health Diagnostics, Pharmaceutical, Wellness","Hong Kong, Hong Kong Island, Hong Kong",HKG epiTherapeutics specializes in early disease detection. Our unique platform offers unparalleled precision in detecting various cancers.,"193,420",,Active,2016-01-01,year,,,,,For Profit,https://www.hkgepitherapeutics.com/,"HKG epiTherapeutics is a global company that aims to revolutionize clinical testing by providing robust epigenetic tests with an expansive market reach. Founded by Professor Moshe Szyf, a pioneer in Epigenetics, our company’s mission is to improve lives by detecting and preventing disease before it becomes a major health issue. We are translating the science of epigenetics to a novel platform for clinical laboratory tests. Combining our deep knowledge in epigenetics, next-generation sequencing, and computation, we are developing tests for many of the common cancers, as well as a consumer-based test for biological aging. We have built the first company in the world focused on creating a platform for clinical epigenetics. Our focus is on the platform, not a single test. Our goal is to close the gap between the advances in epigenetic science and the almost nonexistent capacity in clinical epigenetics across the world. We are building a robust platform that can address the demand for the expanding and evolving landscape of epigenetic tests. We believe that the number of clinical tests in this area will grow exponentially and because of the complexity of the processes involved, it is very difficult to provide robust tests at the current clinical laboratory settings.  We are there to fill the gap and capture a good part of this enormous clinical “real estate”. Our unique platform also combines genetic and epigenetic tests as exemplified by our combo “MetaGen-epiAge” test and our combined HPV-epiCervix test. More combined epigenetic-genetic tests are in the pipeline. We developed seven tests for common types of cancers and a consumer-based test for biological aging and genetic disposition to methylation deficiency as well as tests for personalized medicine such as our MGMT test. The power of our platform allows us to have a large pipeline of future tests. Our production and R&D laboratory, designed de novo by our team for automated clinical epigenetics-genetics testing, is located in Hong Kong Science Park. Our lab is accredited by both US CAP and CLIA. It was recently audited again and reaccredited by flying colors. This proves that it is possible to create a clinical epigenetic lab which addresses the highest qualifications in the US. We built our lab in Hong Kong — as well as the cloud-managed SOPs — as a prototype to be copied across the globe, as we develop a global chain of clinical epigenetic labs. We also have a production lab in Shenzhen to serve the Chinese market. We are planning, with the new funding, to first “copy” our lab in the US, Singapore and Bangladesh.",Early Stage Venture,,USD,
Tanvex BioPharma,https://www.crunchbase.com/organization/tanvex-biopharma,"Biopharma, Biotechnology, Medical, Pharmaceutical","Taipei, T'ai-pei, Taiwan","Tanvex BioPharma is a biopharmaceutical company that provides drug manufacturing, sales, and distribution services.","205,844",,Active,2011-01-01,day,2017-10-26,day,,,For Profit,https://www.tanvex.com/,"Tanvex BioPharma offers the development, production, sales, and distribution of products. It provides services for protein purification, drug substance and product manufacturing systems, and the generation of microbial and mammalian cell lines and strains.",IPO,,,
