Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Encuragen,https://www.crunchbase.com/organization/encuragen,"Biotechnology, Pharmaceutical, Therapeutics","Anyang, Kyonggi-do, South Korea",Encuragen develops biological therapeutics for the treatment of incurable diseases and the improvement of human health.,"377,865",,Active,2016-01-01,year,,,,,For Profit,http://encuragen.com,"Encuragen develops biological therapeutics for the treatment of incurable diseases and the improvement of human health. EncuraGen engages in scientific research to find fundamental cures for patients suffering from various difficult-to-cure diseases, rather than simply alleviating symptoms. EncuraGen is committed to the research and development of novel medicines in order to provide comprehensive therapeutics for cure and care. Furthermore, the company is a specialized, dedicated R&D company engaged in synthetic biology, which will open up a new horizon for prospective industries through the broad, creative application of basic life sciences.",,,USD,
Biosolution,https://www.crunchbase.com/organization/biosolution,"Biotechnology, Manufacturing","Seoul, Seoul-t'ukpyolsi, South Korea","Biosolution produces cell therapy products, human tissue models, and other related products.","378,831",,Active,2000-01-14,day,,,,,For Profit,http://biosolutions.co.kr/,"Biosolution manufactures and distributes pharmaceuticals. The Company produces cell therapy products, human tissue models, and other related products.",,,,
T&R Biofab,https://www.crunchbase.com/organization/t-r-biofab,"3D Printing, 3D Technology, Biotechnology, Manufacturing","Siheungodong, Seoul-t'ukpyolsi, South Korea",T&R Biofab is a biotechnology company which creates a better future with 3D printing technology that raises the value of the world.,"379,063",$1M to $10M,Active,2013-03-11,day,2018-11-30,day,,,For Profit,http://www.tnrbiofab.com,T&R Biofab is a biotechnology company which creates a better future with 3D printing technology that raises the value of the world.,IPO,,USD,
Macrogen,https://www.crunchbase.com/organization/macrogen,"Biotechnology, Pharmaceutical, Test and Measurement","Seoul, Seoul-t'ukpyolsi, South Korea",Macrogen is a medicine and biotechnology company that offers human genome information and data analysis technology.,"379,303",,Active,1997-01-01,year,,,,,For Profit,http://macrogen.com,"Macrogen is a biotechnology company. Their precision medicine predicts, diagnoses, and treats diseases by integrating genetic data into health records. They provide DNA sequencing services, covid-19 test kits, an on-site testing lab, and personal health that offerings based on personal genome sequencing and gut microbiome tests.",,,,
Immunabs,https://www.crunchbase.com/organization/immunabs,"Biotechnology, Health Care, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",ImmunAbs specialize in antibody therapeutics in global standard development.,"384,173",,Active,2017-01-01,year,,,,,For Profit,http://www.immunabs.com,"ImmunAbs specialize in antibody therapeutics in global standard development. The company develops antibody therapeutics for orphan diseases, diabetic retinopathy, and diabetes based on its experience developing antibody therapeutics that have been globally approved for sale in the United States and Europe.",Early Stage Venture,,USD,
Ahn-Gook Pharmaceutical,https://www.crunchbase.com/organization/ahn-gook-pharmaceutical,"Biotechnology, Manufacturing, Pharmaceutical","Yongdungpo, Seoul-t'ukpyolsi, South Korea",Ahn-Gook Pharmaceutical is a pharmaceutical manufacturing company.,"386,363",,Active,1959-02-12,day,,,,,For Profit,http://www.ahn-gook.com,,,,,
NONGWOOBIO CO LTD,https://www.crunchbase.com/organization/nongwoobio-co-ltd,"AgTech, Biotechnology, Farming","Suwon, Ch'ungch'ong-namdo, South Korea",Nongwoo Bio is a biotech firm that uses leading seed breeding technologies to build future value for seeds through customer-centric R&D.,"386,433",$50M to $100M,Active,1967-01-01,year,,,,,For Profit,http://nongwoobio.com,"NONGWOO BIO is one of the most representative agricultural biotech companies in South Korea. It has developed an average of 20 highly functional vegetable varieties annually. As a result of our steady investment of 15% of annual sales in R&D activities and dedication to technology development, we have secured many patents of new technology for breeding disease-resistant varieties. NONGWOO BIO is an internationally competitive company that places top priority on quality through the introduction and distribution of advanced seed management techniques.  It is now producing seeds with high resistance to diseases, highly functional seeds that meet the needs of consumers, and seeds with high yield and good quality that can directly contribute to increased income of farmers.",,,,
HLB LifeScience,https://www.crunchbase.com/organization/hlb-lifescience,"Biotechnology, Health Care, Life Science, Medical Device","Gyeongju, Kyongsang-bukto, South Korea",is a biopharmaceutical company that develops targeted anti-cancer drugs.,"386,827",$1M to $10M,Active,1998-07-24,day,2008-11-25,day,,,For Profit,http://www.hlb-ls.com/,HLB LifeScience is a research-oriented global target anticancer drug development biotech company. They offer animal anti-cancer drug clinical and approval of pirotinib non-small cell lung cancer rare disease drug.,IPO,,USD,
Ensol Biosciences,https://www.crunchbase.com/organization/ensol-biosciences,Biotechnology,"Taejon, Taejon-jikhalsi, South Korea",EnSol Bioscience is a creative and challenging company.,"387,987",,Active,2001-01-01,year,,,,,For Profit,http://ensolbio.co.kr/kor/index.html,EnSol Bioscience is a creative and challenging company that makes it possible and realizes that many people in the world say it is impossible.,Late Stage Venture,,USD,
EX healthcare,https://www.crunchbase.com/organization/ex-healthcare,"Biotechnology, Cosmetics, Medical","Seongnam, Kyonggi-do, South Korea","EX healthcare is a biotechnology company researching and developing medical cosmetics, health-functional food, and biomedicine.","389,707",,Active,2022-01-01,month,,,,,For Profit,https://exhealthcare.com,"EX Healthcare is a biotechnology company that focuses on the research and development of medical cosmetics, health-functional food, and biomedicine. Utilizing exosomal miRNA technology, the company aims to provide unique experiences to its customers. The company's work is primarily in the healthcare sector, with a strong emphasis on innovation and creativity. It is also involved in healthcare media and marketing, providing dedicated services in these areas. EX Healthcare is certified and complies with all applicable regulations.",,,,
Novocellbio,https://www.crunchbase.com/organization/novocellbio,"Biopharma, Biotechnology, Pharmaceutical, Product Research","Icheon, Kyonggi-do, South Korea",Novocellbio is a biopharmaceutical company that offers research and development services for autoimmune cell therapy.,"393,952",,Active,2003-01-01,year,,,,,For Profit,http://www.novocellbio.com,,,,,
Crystal Genomics,https://www.crunchbase.com/organization/crystal-genomics,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",Crystal Genomics is a drug research and development company.,"398,847",$10M to $50M,Active,2000-01-01,year,,,,,For Profit,http://www.crystalgenomics.com,"Crystal Genomics is a bio pharmaceutical company. They research and develop new drugs to address unmet medical needs  by utilizing core technologies. They also develop pharmaceuticals in the areas of infectious disease, oncology, inflammatory diseases, and pain.",,,,
GC Genome,https://www.crunchbase.com/organization/gc-genome,"Biotechnology, Health Care, Health Diagnostics","Giheung, Kyonggi-do, South Korea",GC Genome provides clinical genomic diagnostic solutions.,"398,890",$10M to $50M,Active,2013-07-31,day,,,,,For Profit,https://www.gcgenome.com,,,,,
Apimeds,https://www.crunchbase.com/organization/apimeds,"Biopharma, Biotechnology","Seoul, Seoul-t'ukpyolsi, South Korea",Apimeds is a biotechnology company that specializes in bee venom component drug development.,"399,372",,Active,2003-09-01,month,,,,,For Profit,http://www.apimeds.co.kr,,,,,
Boostimmune,https://www.crunchbase.com/organization/boostimmune,"Biotechnology, Health Care, Oncology, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",Boostimmune is a biotech company that is developing antibody-based therapies to address unmet oncology needs by modulating immune systems.,"399,750",,Active,2021-01-01,year,,,,,For Profit,https://www.boostimmune.com,Boostimmune is a biotech company that is developing antibody-based therapies to address unmet oncology needs by modulating immune systems. The company assembled a team of motivated industry experts with an innovative mindset to continue efforts to overcome challenges in treating human cancers with the mission of developing innovative anti-cancer therapies by enhancing the human immune system.,,,USD,
AIGEN Sciences,https://www.crunchbase.com/organization/aigen-sciences,"Artificial Intelligence (AI), Biotechnology, Pharmaceutical, Product Research","Seoul, Seoul-t'ukpyolsi, South Korea",AIGEN Sciences is an AI drug discovery platform that provides drug research and development services.,"402,971",,Active,2021-04-13,day,,,,,For Profit,https://www.aigensciences.com,,,,USD,
Gencellmed,https://www.crunchbase.com/organization/gencellmed,"Apps, Biotechnology, Medical, Oncology","Seoul, Seoul-t'ukpyolsi, South Korea",Gencellmed is a platform technology for developing oncolytic viruses with unmet clinical needs for cancer treatment.,"405,100",,Active,2019-01-01,year,,,,,For Profit,http://gencellmed.com,,,,USD,
MediMabBio,https://www.crunchbase.com/organization/medimabbio,"Biotechnology, Health Care, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",MediMabBio is a biotherapeutic company that focuses on the generation of novel immunotherapies for the treatment of cancer.,"405,719",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://medimabbio.com,MediMabBio platform uses systems biology combined with sophisticated immunological solutions to identify significantly improving immuno-oncology drugs that can actively target a range of solid tumors. The antibody discovery I-O platform brings the advantages of rational drug design to large molecule therapeutic development.,,,USD,
Cha Bio&Diostech,https://www.crunchbase.com/organization/cha-bio-diostech,Biotechnology,"Seongnam, Kyonggi-do, South Korea",Cha Bio&Diostech is a Biotechnology Company.,"407,858",,Active,2000-01-01,year,2005-12-25,day,,,For Profit,http://en.chabio.com/,Cha Bio&Diostech is a Biotechnology Company.,IPO,,,
DOF,https://www.crunchbase.com/organization/dof-fb12,"Biotechnology, Life Science, Media and Entertainment, Medical","Hwasong, Cholla-bukto, South Korea","DOF specializes in regenerative medicine, including nerve conduit platforms.","409,186",,Active,2015-01-01,year,,,,,For Profit,https://biodof.com,"DOF specializes in regenerative medicine, including nerve conduit platforms. The company's products include allograft tissue and medical devices.",,,USD,
Withus Pharmaceutical,https://www.crunchbase.com/organization/withus-pharmaceutical,"Biotechnology, Manufacturing, Medical, Pharmaceutical","Seocho, Seoul-t'ukpyolsi, South Korea","Withus Pharmaceutical operates as a pharmaceuticals company that manufactures and processes allergy medicines, antibiotics.","411,278",,Active,2005-01-01,year,,,,,For Profit,http://www.withuspharm.com,,,,USD,
GPCR Therapeutics,https://www.crunchbase.com/organization/gpcr-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",GPCR Therapeutics is a clinical-stage international biopharmaceutical firm that develops therapeutics based on proprietary GPCR data.,"412,785",,Active,2013-01-01,year,,,,,For Profit,http://gpcr.co.kr,"GPCR Therapeutics is a clinical-stage international biopharmaceutical firm that develops therapeutics based on proprietary GPCR data. The company was founded in 2013 and is headquartered in Seoul, South Korea.",,,USD,
BMI KOREA,https://www.crunchbase.com/organization/bmi-korea,"Biotechnology, Health Care, Manufacturing, Medical Device, Pharmaceutical","Jeju, Cheju-do, South Korea",BMI KOREA engages in the production of pharmaceutical products and medical devices.,"418,485",,Active,2005-09-05,day,,,,,For Profit,http://www.bmikr.co.kr/,,,,,
Trioar,https://www.crunchbase.com/organization/trioar,"Biopharma, Biotechnology, Pharmaceutical","Daejeon, Taejon-jikhalsi, South Korea",Trioar is a biotechnological research company that manufacture pharmaceutical products and drugs.,"419,168",,Active,2021-01-01,year,,,,,For Profit,https://trioar.co.kr/20,,Seed,,USD,
Daehan New Pharm,https://www.crunchbase.com/organization/daehan-new-pharm,"Biotechnology, Consumer Goods, Health Care, Medical, Pharmaceutical","Hwasong, Cholla-bukto, South Korea",Daehan New Pharm engages in the production of pharmaceuticals and animal health goods.,"420,700",$1M to $10M,Active,1984-01-01,year,,,,,For Profit,http://www.dhnp.co.kr,,,,,
Protox,https://www.crunchbase.com/organization/protox,"Biotechnology, Manufacturing, Medical, Pharmaceutical","Jangan, Kyonggi-do, South Korea",Protox is a pharmaceutical company that specializes in drug manufacturing technology.,"422,191",,Active,2015-11-01,month,,,,,For Profit,http://www.iprotox.com/,,,,,
Aju Pharma,https://www.crunchbase.com/organization/aju-pharma,Biotechnology,"Seoul, Seoul-t'ukpyolsi, South Korea",South Korean pharmaceutical company.,"422,528",,Active,1953-01-01,year,,,,,For Profit,http://ajupharm.co.kr/en/,,,,,
Nulla Bio,https://www.crunchbase.com/organization/nulla-bio,"Biotechnology, Health Care, Medical","Jinju, Kyongsang-namdo, South Korea",Nulla Bio realizes customer health value through crop gene editing.,"423,052",,Active,2022-04-01,day,,,,,For Profit,http://nullabio.com/,,Seed,,USD,
Qurient Therapeutic,https://www.crunchbase.com/organization/qurient-therapeutic,"Biotechnology, Clinical Trials, Therapeutics","Seongnam, Kyonggi-do, South Korea",Qurient Therapeutic is a biotech company.,"427,355",$1M to $10M,Active,2008-07-02,day,2016-03-04,day,,,For Profit,http://www.qurient.com,"Founded in 2008, Qurient takes a pioneering position in the newly emerging biotech industry in Korea. Qurient introduced a unique virtual biotech model, running R&D operations not only in clinical development phases, but also in early discovery research stage, named ‘Network R&D’ model. Network R&D aims to capital efficient innovation, being able to tackle on new scientific innovations in various therapeutic areas through experts network.",IPO,,USD,
National OncoVenture,https://www.crunchbase.com/organization/national-oncoventure,"Biotechnology, Government, Health Care, Oncology","Madu, Kyonggi-do, South Korea",National OncoVenture is a Korean government funded oncology drug development program,"428,265",,Active,2011-01-01,year,,,,,For Profit,https://nov.ncc.re.kr/,,,,,
Enzychem Lifesciences,https://www.crunchbase.com/organization/enzychem-lifesciences,"Biotechnology, Life Science","Seoul, Seoul-t'ukpyolsi, South Korea",Enzychem Lifesciences Corporation is a Global New Drug Development Company.,"429,611",$10M to $50M,Active,1999-01-01,year,2013-10-18,day,,,For Profit,http://www.enzychem.com/,"Enzychem Lifesciences is a Global New Drug Development Company that was founded on the most advanced life sciences and technologies of medicinal chemistry in July 1999. With its Global New Drug R&D center located in KAIST in Daejeon and its two GMP manufacturing plants in Seoul, it has since been developing and producing APIs and functional health foods, and developing global new drugs as the leader of the field.",M&A,,USD,
Xcell Therapeutics,https://www.crunchbase.com/organization/xcell-therapeutics,"Biotechnology, Chemical, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",Xcell Therapeutics develops and produces serum-free chemically defined media.,"430,463",$10M to $50M,Active,2015-09-01,month,,,,,For Profit,http://www.xcell.media/,,,,USD,
NKMAX,https://www.crunchbase.com/organization/nkmax-4ae9,"Biotechnology, Manufacturing, Medical, Supply Chain Management","Seongnam, Kyonggi-do, South Korea",NKMAX is a manufacturer of biological products.,"431,584",Less than $1M,Active,2002-01-01,year,2015-10-23,day,,,For Profit,https://nkmax.com/,"NKMAX is a biotechnology company that develops immune cell therapy that can treat incurable human diseases, including cancer. They specialise in immune cells and provide immune healthcare solutions from diagnosis to treatment. They provide a precision immunodiagnostic kit that measures immunity based on research on NK cells.",IPO,,,
Joonghung Pharmaceutical,https://www.crunchbase.com/organization/joonghung-pharmaceutical,"Biotechnology, Manufacturing, Medical Device","Yongdungpo, Seoul-t'ukpyolsi, South Korea","Joonghung Pharmaceutical produces Prescription Drugs, OTC Drugs, Medical Device and testing kits.","431,902",Less than $1M,Active,2005-12-14,day,,,,,For Profit,http://joonghun.com/eng/index.html,,,,,
Genopharm,https://www.crunchbase.com/organization/genopharm,"Biotechnology, Medical, Pharmaceutical, Product Research","Seoul, Seoul-t'ukpyolsi, South Korea",Genopharm specializes in biopharmaceutical research and development for humans.,"432,533",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://www.genopharmbio.com,,,,USD,
CELLnLIFE,https://www.crunchbase.com/organization/cellnlife,"Biopharma, Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",CELLnLIFE develops stem cell therapy for the treatment of rare and intractable diseases.,"434,599",,Active,2018-07-01,month,,,,,For Profit,https://www.cellnlife.com,,,,,
Boditech Med,https://www.crunchbase.com/organization/boditech-med,"Biotechnology, Health Care, Medical","Chuncheon, Kangwon-do, South Korea",Boditech Med is a biotechnology company based in Chuncheon.,"435,358",,Active,2014-09-30,day,,,,,For Profit,http://www.boditech.co.kr/,,,,,
MiCo BioMed,https://www.crunchbase.com/organization/mico-biomed,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device","Gyeongju, Kyongsang-bukto, South Korea","MiCo BioMed is a medical company which offers diagnostic solutions in molecular, immunological and biochemical fields.","435,975",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://www.micobiomed.com,,,,,
Enterobiome,https://www.crunchbase.com/organization/enterobiome,"Biopharma, Biotechnology, Pharmaceutical","Gyeongju, Kyongsang-bukto, South Korea",Enterobiome is a biopharmaceutical company that develops microbiome drugs.,"439,004",,Active,2018-05-01,month,,,,,For Profit,https://enterobiome.com,,,,USD,
INOGENIX,https://www.crunchbase.com/organization/inogenix,"Biotechnology, Health Care, Health Diagnostics, Medical Device","Chuncheon, Kangwon-do, South Korea",INOGENIX is a company of research and development in the field of molecular diagnosis.,"439,375",,Active,2019-07-01,month,,,,,For Profit,http://www.inogenix.com,,Seed,,USD,
JC Chemical,https://www.crunchbase.com/organization/jc-chemical,"Biofuel, Biotechnology, Energy, Fuel, Manufacturing, Renewable Energy","Ulsan, Kyongsang-bukto, South Korea",JC Chemical is a company that manufactures biofuels including biodiesel and other byproducts derived from bioenergy source.,"439,574",$100M to $500M,Active,2006-03-01,month,2011-08-08,day,,,For Profit,http://www.jcchemical.co.kr,"JC Chemical is a company that manufactures biofuels including biodiesel and other byproducts derived from bioenergy source. It's main products include bio diesel, bio heavy oil, marine biofuel, palm plantion and glycerin.",IPO,,,
Gi-Biome,https://www.crunchbase.com/organization/gi-biome,Biotechnology,"Seongnam, Kyonggi-do, South Korea",Gi-Biome provides research and development for the intestinal immune system and the microbiome combination treatments.,"445,483",,Active,2018-01-01,year,,,,,For Profit,https://gi-biome.com/kr/index.php?ckattempt=1,,,,,
D5 Therapeutics,https://www.crunchbase.com/organization/d5-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Seongnam, Kyonggi-do, South Korea",D5 Therapeutics is a biotechnology company that focuses on developing innovative medicines in the context of synthetic lethality.,"448,649",,Active,2021-01-01,year,,,,,For Profit,http://d5tx.com,"D5 Therapeutics is a biotechnology company that focuses on developing innovative medicines in the context of synthetic lethality. The company employs the synthetic lethality conceptual framework, leveraging data-driven platform technology to enable medical researchers to develop novel targets and innovative medicines with anticancer drugs to treat people.",,,USD,
Amicogen,https://www.crunchbase.com/organization/amicogen,"Biotechnology, Health Care, Nutrition, Pharmaceutical","Jinju, Kyongsang-namdo, South Korea",Amicogen is a biotechnology company.,"450,175",,Active,2000-05-29,day,2013-09-12,day,,,For Profit,http://amicogen.com/,"Amicogen develops bioproducts and health functional food ingredients. Their products include endo-lac, ginseng extraction powder, cauliflower mushrooms, chitosan oligosaccharides, chitoslim, keyclean, and more.",IPO,6000000000,KRW,5641077
Opticho,https://www.crunchbase.com/organization/opticho,"Biotechnology, Health Diagnostics, Medical Device","Pohang, Kyongsang-bukto, South Korea",Opticho develops ultrasound microscopes to aid in preclinical and clinical research.,"451,507",,Active,2018-01-01,year,,,,,For Profit,http://www.opticho.com,"Opticho develops ultrasound microscopes to aid in preclinical and clinical research. The company focuses on the commercialization of ultrasonic microscopes, which are comprised of an ultrasound diagnostic device and a laser device and are based on optical technology that employs photoacoustic effects to image blood vessels, particularly peripheral blood vessels, allowing researchers to diagnose peripheral vascular diseases.",Early Stage Venture,,USD,
Kuhnil Pharmaceutical,https://www.crunchbase.com/organization/kuhnil-pharmaceutical,Biotechnology,"Seoul, Seoul-t'ukpyolsi, South Korea",Kuhnil Pharmaceutical is a global pharmaceutical firm dedicated to improving people's lives.,"452,606",,Active,1969-01-01,year,,,,,For Profit,http://kuhnil.com/2010/main.asp,Kuhnil Pharmaceutical is a global pharmaceutical firm dedicated to improving people's lives. They are becoming a unique research-focused global firm through the development of new medications and revolutionary global biopharmaceuticals.,,,,
Genomictree,https://www.crunchbase.com/organization/genomictree,"Biotechnology, Health Care, Medical Device","Daejeon, Taejon-jikhalsi, South Korea","Genomictree, Inc. Epigenomic Biomarker-Based Molecular Diagnostics Company.","452,628",$1M to $10M,Active,2000-10-06,day,2018-12-07,day,,,For Profit,http://www.genomictree.com,Genomictree Inc. is a company based out of South Korea.,IPO,,USD,
Medifron DBT,https://www.crunchbase.com/organization/medifron-dbt,"Biotechnology, Medical, Pharmaceutical","Geumgok, Kyonggi-do, South Korea",Medifron DBT  is a clinical stage biopharmaceutical company focusing on the development of Alzheimer's disease and neuropathic pain.,"452,783",,Active,1997-03-18,day,,,,,For Profit,http://www.medifron.com/ko/index.asp,"Medifron DBT  researches and develops pharmaceuticals for neuropathic pain, agonists and others. The Company also engages in sale of pharmaceuticals and patent license businesses. The other business division provides real-time voice contents for Internet services and distributes computer peripheral such as LCD monitor, printer, and mouse, through online shopping malls.",,,USD,
Genexine,https://www.crunchbase.com/organization/genexine,"Biotechnology, Health Care, Life Science, Medical","Seongnam, Kyonggi-do, South Korea",Genexine is a clinical stage biotechnology company focused on the development and commercialization of innovative immunotherapeutics.,"453,102",$10M to $50M,Active,1999-06-08,day,,,,,For Profit,http://www.genexine.com/,Genexine is a clinical stage biotechnology company focused on the development and commercialization of innovative immunotherapeutics and next generation novel long-acting biologics. Our goal is to bring to patients medicines that will transform their lives.,,,USD,
Medicos Biotech,https://www.crunchbase.com/organization/medicos-biotech,"Beauty, Biotechnology, Health Care, Medical, Personal Health, Pharmaceutical","Daejeon, Taejon-jikhalsi, South Korea",Medicos biotech is a research and development for beautiful and healthy life through biotechnology.,"455,211",Less than $1M,Active,2018-04-16,day,,,,,For Profit,http://www.medicosbiotech.com,"Medicos Biotech is engaged in research and development for beautiful and healthy life through biotechnology, Medicos is an increasing interest in the beauty and health as the age of expectancy increases,Medicos Biotech is striving to provide better products through continuous research and development to meet such concerns.",,,,
Prazer Therapeutics,https://www.crunchbase.com/organization/prazer-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",Prazer Therapeutics is a biotechnology company that generates novel therapeutics for refractory diseases.,"457,791",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://prazertx.com,"Prazer Therapeutics assists patients suffering from intractable diseases through the use of logical and innovative drug design approaches. They willaccomplished this through the use of new and innovative drug development platforms, such as rational molecular drug design technology and next-generation protein degradation technology.",,,USD,
LSK Global PS,https://www.crunchbase.com/organization/lsk-global-ps,"Biotechnology, Consulting, Medical, Project Management","Seoul, Seoul-t'ukpyolsi, South Korea","LSK Global PS is a pharmaceutical company that offers clinical studies, new drug development, and medical services.","458,362",$10M to $50M,Active,2001-09-24,day,,,,,For Profit,http://www.lskglobal.com,,,,,
Aptamer Sciences,https://www.crunchbase.com/organization/aptamer-sciences,"Biotechnology, Health Diagnostics, Pharmaceutical, Therapeutics","Gyeongju, Kyongsang-bukto, South Korea",Aptamer Sciences is a R & D-based bio venture company,"459,086",,Active,2011-04-01,month,,,,,For Profit,http://aptsci.com/,"Aptamer Sciences, Inc. 1 Founded in April 2011 by the best aptamer experts in Korea under the banner of bio company. Based on the globally competitive Aptamer Technology Platform, they are an R & D-based bio venture company that develops innovative therapeutics and diagnostic technologies that are difficult to develop with protein and genome-based biomaterials. Comprehensive range of pressures from technology to effectively discover high-performance aptamers, to improve and optimize the found aptamers for application purposes, and to develop innovative aptamer new drugs and aptamer-based multi-index diagnostic technology. They are building a tamer technology platform.",,,USD,
Good T Cells,https://www.crunchbase.com/organization/good-t-cells,"Biotechnology, Health Care, Therapeutics, Wellness","Seoul, Seoul-t'ukpyolsi, South Korea",Good T Cells is a biomedical engineering company that provides treatment for autoimmune diseases and cancer through therapeutics.,"460,253",,Active,2016-01-01,year,,,,,For Profit,http://www.goodtcells.co.kr/,,,,USD,
AVATAR THERAPEUTICS,https://www.crunchbase.com/organization/avatar-therapeutics,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical","Hanam, Kyonggi-do, South Korea",CMC platform enables gene therapy solutions for rare and intractable diseases. From diagnosis to patient care,"461,837",,Active,2020-01-01,year,,,,,For Profit,http://aavatartps.com/,,,,USD,
Rev-Med,https://www.crunchbase.com/organization/rev-med,"Biotechnology, Health Care, Medical","Seongnam, Kyonggi-do, South Korea",Rev-Med focuses on technical innovation in regenerative medicine solutions and bioengineering technologies.,"461,942",,Active,2009-01-01,year,,,,,For Profit,https://rev-med.co.kr/,Rev-Med focuses on technical innovation in regenerative medicine solutions and bioengineering technologies.,,,,
Caremedi,https://www.crunchbase.com/organization/caremedi,"Biotechnology, Health Care, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",Caremedi is a wearable drug pump and healthcare company.,"465,449",,Active,2015-01-01,year,,,,,For Profit,http://www.caremedi.co.kr,,,,,
Kai Biotech,https://www.crunchbase.com/organization/kai-biotech,"Biotechnology, Medical, Oncology, Pharmaceutical","Jeonju, Cholla-bukto, South Korea",Kai Biotech is a biotechnology company that develops drugs for dementia diagnosis and liver cancer treatment.,"467,644",,Active,2014-01-01,year,,,,,For Profit,http://www.kaibiotech.com,,,,,
Inventera Pharmaceuticals,https://www.crunchbase.com/organization/inventera-pharmaceuticals,"Biotechnology, Pharmaceutical","Seocho, Seoul-t'ukpyolsi, South Korea",Inventera Pharmaceutical is a biotechnology company that specializes in the development of imaging diagnostic contrast agents.,"467,918",,Active,2018-01-01,year,,,,,For Profit,http://www.inventerapharm.com,,,,USD,
Inception Lab,https://www.crunchbase.com/organization/inception-lab,"Biotechnology, Life Science, Medical Device","Daegu, Taegu-jikhalsi, South Korea",Inception Lab is a biotechnology company that specializes in pressure ulcer diagnosis and care patches using biophotonics sensors.,"470,592",,Active,2020-04-14,day,,,,,For Profit,http://inceptionlab.co.kr,,,,USD,
Karis Bio,https://www.crunchbase.com/organization/karis-bio,"Biotechnology, Health Care, Medical","Seoul, Seoul-t'ukpyolsi, South Korea",Karis Bio develops innovative cell therapy for cardiovascular disease.,"474,308",,Active,2020-08-14,day,,,,,For Profit,https://karisbio.com/,Karis Bio develops innovative cell therapy for cardiovascular disease.,Early Stage Venture,,USD,
J INTS BIO,https://www.crunchbase.com/organization/j-ints-bio,"Biotechnology, Life Science","Seoul, Seoul-t'ukpyolsi, South Korea",J INTS BIO is a biotechnology business that specialises in the development of anticancer and orphan medications.,"476,689",,Active,2021-01-01,year,,,,,For Profit,https://www.jintsbio.com/,J INTS BIO is a biotechnology business that specialises in the development of anticancer and orphan medications.,,,,
Union Korea Pharm,https://www.crunchbase.com/organization/union-korea-pharm,"Biotechnology, Pharmaceutical","Soeul, Ch'ungch'ong-namdo, South Korea","Union Korea Pharm engages in the research and development, and production of prescription drugs.","476,948",,Active,1956-01-01,year,,,,,For Profit,http://ukp.co.kr/?ckattempt=1,"Union Korea Pharm Co., Ltd. engages in the research and development, and production of prescription drugs in South Korea and internationally. It offers drugs in the areas of anti-inflammatory analgesics, brain metabolism enhancer, skeletal muscle relaxants, urinary system, antispasmodics, antihistamine, circulatory system, antitussive expectorants, digestive system, vitamin C, hepatic agent, antiphlogisnc enzyme preparations, diabetes, osteoporosis, antibiotics, chemotherapeutics, and others; sanitary aids; and others. The company was formerly known as Union Pharmaceutical Co., Ltd. and changed its name to Union Korea Pharm Co., Ltd. in May 2001.",,,,
Kogen Biotech,https://www.crunchbase.com/organization/kogen-biotech,"Biotechnology, Medical, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",Kogen Biotech is a bio venture company providing molecular diagnostic kits.,"478,624",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://kogene.co.kr,Kogen Biotech is a biotechnology research company. It provides molecular diagnostic kits based on real-time PCR technology. They also provide a medical device for in vitro diagnosis.,,,,
Jan153 Biotech,https://www.crunchbase.com/organization/jan153-biotech,"Agriculture, Biotechnology, Environmental Engineering","Gwangju, Kwangju-jikhalsi, South Korea",Jan153 Biotech is a biopesticide development company that develops advanced biological control technology to protect the environment.,"481,916",,Active,2020-03-01,month,,,,,For Profit,http://jan153.com,,,,USD,
