Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Oncodesign,https://www.crunchbase.com/organization/oncodesign,"Biotechnology, Health Care, Therapeutics","Dijon, Bourgogne, France",Oncodesign develops anticancer therapies for the treatment of patients with cancer.,"43,853",$1M to $10M,Active,1995-01-01,year,2014-04-11,day,,,For Profit,http://www.oncodesign.com,"Pharmacological expertise for anticancer therapies from target to patient : a unique oncology preclinical CRO. Founded in 1995, Oncodesign is a biopharmaceutical company that fills in the innovation gaps in the healthcare industry, based on its unique precision medicine platform. Technological innovation lies at the heart of Oncodesign’s model—the Etiology, Discovery and Experimentation activities designed and implemented by Oncodesign contribute to a more effective approach to the phenomenon of innate and acquired resistance, more effective treatments and a reduction in therapeutic failures. Working alongside big pharma, biotech’s, public research institutions and investment groups, Oncodesign orients the research and development of new therapeutic and diagnostic tools. Through its range of services, partnerships and licensing programs, Oncodesign’s offering can meet the full range of innovation needs. Oncodesign is listed on the Euronext Growth Paris market and possesses a stable ownership structure with a majority owner committed to its development.",IPO,35714653,USD,35714653
Neovacs,https://www.crunchbase.com/organization/neovacs,"Biotechnology, Health Care, Medical Device, Therapeutics","Paris, Ile-de-France, France","Neovacs, a biotech company, develops several therapeutic vaccines for the treatment of AIDS, cancer and auto-immune and allergic diseases.","48,647",Less than $1M,Active,1993-01-01,year,2010-04-30,day,,,For Profit,http://www.neovacs.fr,"Neovacs, a spin-off from the Pierre & Marie Curie University in Paris, was founded on 1993 by Professor Daniel Zagury, one of France's most eminent immunologists and AIDS experts. Neovacs holds a broad patent portfolio and is developing several therapeutic vaccines for the treatment of AIDS, cancer and auto-immune & allergic diseases. Neovacs is acknowledged as a pioneer in the development of novel therapeutic vaccines against human cytokines (kinoids) and immunosuppressive viral proteins (toxoids). At present, monoclonal antibodies are widely used to neutralize cytokines and treat patients suffering from cytokine-related diseases. In contrast to exogenous therapies with monoclonal antibodies, Neovacs' therapeutic vaccines induce a powerful, natural polyclonal antibody response in the patient.",IPO,36500000,EUR,44791367
Medicrea,https://www.crunchbase.com/organization/medicrea,"Biotechnology, Health Care, Information Technology, Life Science, Medical, Medical Device","Lyon, Rhone-Alpes, France",Medicrea is a fully-dedicated spinal implant company focused on introducing reliable and innovative technologies to the global marketplace.,"50,251",$1M to $10M,Active,1990-01-01,year,2006-07-07,day,,,For Profit,http://www.medicrea.com,"MEDICREA is a fully-dedicated spinal implant company focused on introducing reliable and innovative technologies to the global marketplace. With over 18 years of experience, MEDICREA provides a full range of patented products that are conceived, developed and manufactured to advance patient outcomes and support the work of medical professionals.",M&A,96243103,USD,96243103
Onxeo,https://www.crunchbase.com/organization/onxeo,"Biopharma, Biotechnology, Oncology, Pharmaceutical","Paris, Ile-de-France, France",Onxeo is a biotechnology company that develops drugs for oncology.,"53,409",Less than $1M,Active,1997-01-01,year,2005-12-16,day,,,For Profit,http://onxeo.com,"Onxeo is a biotechnology company that develops drugs for oncology. It offers Beleodaq, a histone deactylase inhibitor for the treatment of peripheral T-cell lymphoma; Livatag, a nanoparticle formulation of doxorubicin, which is in Phase III clinical trials for the treatment of primary liver cancer; Validive, a mucoadhesive buccal tablet that is in Phase II clinical trials for the prevention and the treatment of chemoradioation therapy-induced severe oral mucositis in patients with head and neck cancer; and Combo BelCHOP, which is Phase II clinical trials for the treatment of peripheral T-cell lymphoma. Onxeo is headquartered in Paris, France.",IPO,65795000,EUR,76168829
METabolic EXplorer,https://www.crunchbase.com/organization/metabolic-explorer,"Biotechnology, Chemical, Chemical Engineering, Life Science","Saint-beauzire, Auvergne, France",METabolic EXplorer is a biochemistry company that develops industrial alternatives to petrochemical processes.,"62,037",,Active,1999-01-01,year,2007-04-05,day,,,For Profit,https://www.metabolic-explorer.fr,"METabolic EXplorer is a biochemistry company that develops industrial alternatives to petrochemical processes. It offers chemical manufacturers viable, long-term alternatives based on renewable resources. METabolic EXplorer considers the economic performance of each production process to be a fundamental factor of competitiveness in relation to petrochemical processes. It is continually working to improve the efficiency of microorganisms and to make its technologies more competitive, notably by diversifying the supply of renewable raw materials. The company aims to produce basic chemical compounds that already have a large number of industrial applications essential to everyday life.",IPO,69100000,EUR,79731288
Hybrigenics,https://www.crunchbase.com/organization/hybrigenics,"Bioinformatics, Biotechnology, Therapeutics","Paris, Ile-de-France, France","Hybrigenics offers a bioinformatics platforms to identify, validate, and inhibit protein interactions to develop therapeutics for cancer.","88,257",$1M to $10M,Active,1998-01-01,year,2008-01-02,day,,,For Profit,http://www.hybrigenics.com,"Hybrigenics Pharma is a bio-pharmaceutical company with a focus on research and development of new targets and therapies against cancer.Hybrigenics Pharma has stopped the development of inecalcitol, a vitamin D receptor agonist.Hybrigenics Pharma's research program investigates the action of enzymes called Deubiquitinating Enzymes (DUBs) in the recycling of onco-proteins and the potential activity of proprietary patented DUB inhibitors against various cancer indications.",IPO,70531424,USD,70531424
SurfactGreen,https://www.crunchbase.com/organization/surfactgreen,"AgTech, Aquaculture, Biotechnology, Chemical","Compiègne, Picardie, France",SurfactGreen is a start-up producing green surfactants,"90,383",Less than $1M,Active,1984-01-01,year,,,,,For Profit,http://www.surfactgreen.com,"Surfact'Green develops, produces and markets patented ecological surfactants from agro-resources such as algae or sugar beet co-products. A business unit of the same name was created in 2011 at the Rennes National School of Chemistry (ENSCR), based on the Organic and Supramolecular Chemistry team (UMR Sciences Chimiques de Rennes), which has been working on these molecules since then. more than ten years. This business unit, supported by SATT Ouest Valorisation, has carried out works in collaboration with other public and private laboratories as well as several industrial companies interested in these surfactants.",,1200000,EUR,1278915
bioMerieux,https://www.crunchbase.com/organization/biomerieux,"Biotechnology, Health Diagnostics, Manufacturing","Marcy-l'etoile, Rhone-Alpes, France","bioMérieux develops and produces in vitro diagnostic solutions for private and hospital laboratories, mainly for the diagnosis.","106,084",$500M to $1B,Active,1963-01-01,year,2004-07-16,day,,,For Profit,http://www.biomerieux.com,"BioMerieux designs, develops, manufactures, and markets in vitro diagnostic systems for clinical and industrial applications. The company’s diagnostic systems consist of reagents and consumables used to conduct biological tests, for use in performing screening, diagnostic assistance, prognosis, and treatment monitoring; instruments, platforms, and autoanalyzers used for automated testing at high or low throughputs; software to process analyses and systems to interpret biological test results; and other related services such as the installation and maintenance of instruments, user training, and the audit of laboratory workflows. BioMerieux offers diagnostic systems for clinical applications including the diagnosis of infectious diseases, comprising HIV, tuberculosis, and respiratory diseases, as well as cardiovascular diseases and targeted cancers based on the analysis of biological samples such as blood, saliva, and urine; and for industrial applications including the analysis of microbiological manufacturing such as food, pharmaceuticals, and cosmetics. The company markets and sells its products through a network of distributors to private sector analysis laboratories, hospital laboratories, blood banks, and physician office laboratories; food, pharmaceutical, and cosmetics industries; and independent quality control laboratories. It has operations in Europe, the Middle East, Africa, North America, Asia-Pacific, and Latin America. BioMerieux were founded in 1963 and is headquartered in Marcy l’Etoile, France. It is a subsidiary of Institut Mérieux.",IPO,,,
ASIT biotech,https://www.crunchbase.com/organization/asit-biotech,"Biotechnology, Health Care","Brunelles, Centre, France",ASIT biotech specializes in the research and development of immunotherapeutic products for allergy treatment.,"107,294",Less than $1M,Active,1997-05-01,month,2016-05-20,day,,,For Profit,https://www.asitbiotech.com/,ASIT biotech specializes in the research and development of immunotherapeutic products for allergy treatment.,IPO,12000000,EUR,14011195
Elitech Group,https://www.crunchbase.com/organization/elitech-group,"Biotechnology, Health Care, Information Technology, Logistics, Manufacturing, Medical","Paris, Ile-de-France, France",The ELITechGroup is a privately held group of worldwide manufacturers and distributors of in vitro diagnostic equipment and reagents.,"133,832",$50M to $100M,Active,1987-01-01,year,2023-12-27,day,,,For Profit,http://www.elitechgroup.com,"The ELITechGroup is a privately held group of worldwide manufacturers and distributors of in vitro diagnostic equipment and reagents. By bringing together IVD specialty companies that offer innovative products and solutions, ELITechGroup has become a major contributor in advancing clinical diagnostics to laboratories in the proximity market, those operating closer to the patient.  The ELITechGroup manufactures and distributes diagnostic products for clinical chemistry, microbiology, immunology, and molecular biology though direct sales and a distribution network encompassing more than 100 countries.",M&A,,USD,
Ceva Santé Animale,https://www.crunchbase.com/organization/ceva-animal-health,"Biotechnology, Cannabis, Clinical Trials, Pharmaceutical, Veterinary","Libourne, Aquitaine, France","Ceva Sante Animale is a veterinary health company focused on the research, development, production and marketing of pharmaceutical products.","138,770",$1B to $10B,Active,1989-02-27,day,2014-06-13,day,,,For Profit,https://www.ceva.com,"Ceva Sante Animale S.A. engages in the research, development, production, and marketing of pharmaceutical products and vaccines for companion and farm animals. They work with welfare and social programmes around the world to bring this vision to life – anywhere their products and know-how can make a difference and with all kinds of partners. From Uganda, working with small-scale livestock owners and vets to stop sleeping sickness in its tracks, to the UK and USA, where they supply the biggest animal welfare charities with Adaptil® collars to help re-home shelter dogs.",M&A,200000000,EUR,251566680
Pierre Fabre,https://www.crunchbase.com/organization/pierre-fabre,"Biotechnology, Pharmaceutical, Therapeutics","Castres-gironde, Aquitaine, France","Pierre Fabre is a pharmaceutical manufacturing firm that supplies skincare, haircare, personal care, and dermo cosmetic products.","148,414",$1B to $10B,Active,1961-01-01,year,,,,,For Profit,http://www.pierre-fabre.com,"Pierre Fabre Group, also known as Laboratoires Pierre Fabre, operates as a pharmaceutical company in France and internationally. It offers pharmaceutical, dermo-cosmetic, and family medication products. The company also provides pharmaceutical products for the treatment of oncology, central nervous system disorders, and cardio-vascular diseases, as well as immunology and anti-cancer immunology products. In addition, it offers keratinisation, sun protection, and skin protection products. Further, the company provides dermatology and dermopharmacy products to pharmacists, prescribers, and users. Furthermore, it offers self medication products for everyday health and well-being, as well as develops herbal therapy, and medicines and food supplements containing plants and substances of natural origin. The company focuses on specialized therapeutic areas, including health on immunity, smoking cessation, woman's health, movement disorders, infectious diseases, and oral and dental health. Pierre Fabre Group was founded in 1961 and is based in Castres, France.",,,,
Cerba HealthCare S.A.S.,https://www.crunchbase.com/organization/cerba-european-lab,"Biotechnology, Health Care, Life Science","Saint-ouen-l'aumone, Ile-de-France, France",Cerba HealthCare S.A.S. is a laboratory for specialized clinical pathology and in vitro diagnostic tests.,"195,148",$500M to $1B,Active,1967-01-01,year,2021-03-30,day,,,For Profit,http://www.cerbahealthcare.com/,"Cerba HealthCare S.A.S., is a clinical pathology laboratory, provides routine and specialized clinical laboratory testing services.",M&A,,,
Unither Pharmaceuticals,https://www.crunchbase.com/organization/unither-pharmaceuticals,"Biotechnology, Manufacturing, Pharmaceutical","Paris, Ile-de-France, France",Unither Pharmaceuticals is a French manufacturer of dosage forms for pharmaceutical laboratories and generic products.,"203,426",$100M to $500M,Active,1993-01-01,year,2016-11-18,day,,,For Profit,https://www.unither-pharma.com/,"Unither Pharmaceuticals is a French manufacturer of dosage forms for pharmaceutical laboratories, and generic products. The world leader in the contract manufacturing of pharmaceutical products.",M&A,,USD,
Eurobio-Scientific,https://www.crunchbase.com/organization/eurobio-scientific,"Biotechnology, Genetics, Health Care, Health Diagnostics","Essonnes, Ile-de-France, France",Eurobio-Scientific expertise in discovery to commercialization of specialty diagnostic solutions & products for research in life-science.,"208,096",Less than $1M,Active,1999-01-01,day,2005-12-02,day,,,For Profit,https://www.eurobio-scientific.com/,Eurobio Scientific group is a French fully integrated leader in the field of in vitro diagnostics with expertise ranging from discovery to commercialization of specialty diagnostic solutions as well as products for research in life-science.,IPO,,USD,
Solabia Group,https://www.crunchbase.com/organization/solabia-group,Biotechnology,"Pantin, Ile-de-France, France","Solabia Group present in the cosmetics, pharmacy, nutrition, biotechnology and microbiological diagnosis sectors","210,387",$1M to $10M,Active,1972-01-01,year,,,,,For Profit,http://www.solabia.com,"Present in the cosmetics, pharmacy, nutrition, biotechnology and microbiological diagnosis sectors, the Solabia Group, with its six production units, has complementary expertise that enables it to offer an extensive range of active principles and ingredients used throughout the world by the cosmetics, pharmaceutical and food industries. In three decades, Solabia has become an international group, the result of perfectly controlled internal and external growth.",Private Equity,,USD,
ViewPoint Behavior Technology,https://www.crunchbase.com/organization/viewpoint-behavior-technology,"Analytics, Biotechnology","Civrieux, Rhone-Alpes, France",ViewPoint is the precursor of behavioral tracking for zebrafish and rodents.,"211,104",,Active,1990-01-01,year,,,,,For Profit,http://www.viewpoint.fr/en/home,"ViewPoint is the precursor of behavioral tracking for zebrafish and rodents. Established in 1990, ViewPoint was the first to offer automated tracking of behavior for rodents. Our solutions give access to high throughput screening, reliable data, better time and cost efficiency and ground-breaking studies. Large-scale screening studies were previously prohibitively expensive and time-consuming, now with ViewPoint’s tools, research is driven forward at an unprecedented rate. There are many other advantages to automated behavioral tracking. Unlike manual observation, behaviors are recorded consistently each time, human uncertainty is excluded.",,71429,EUR,81447
LFB (Laboratoire Français du Fractionnement et des Biotechnologies),https://www.crunchbase.com/organization/lfb-laboratoire-franais-du-fractionnement-et-des-biotechnologies,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Courceboeufs, Pays de la Loire, France","LFB is a biopharmaceutical company that manufactures and markets medicines from living organisms, for serious and often rare diseases.","220,107",Less than $1M,Active,1994-01-01,year,,,,,For Profit,http://www.groupe-lfb.com,"LFB is a biopharmaceutical group that develops, manufactures and markets medicinal products for the treatment of serious and often rare diseases in several major therapeutic fields, namely Hemostasis, Immunology and Intensive Care.  With most of its products indicated for serious and rare diseases, LFB is a major player in this area.",,,USD,
HTL Biotechnology,https://www.crunchbase.com/organization/htl,"Biotechnology, Manufacturing","Javené, Bretagne, France",HTL Biotechnology is a manufacturer and research & development of Hyaluronan and other biological polymers by bacterial fermentation.,"233,512",,Active,1992-01-01,year,2021-11-10,day,,,For Profit,http://www.htl-bio.com,"HTL is a manufacturer and research & development of Hyaluronan and other biological polymers by bacterial fermentation. HTL SAS was created in 1992 and is specialized in the manufacture, purification and research and development of Hyaluronan (HA). Today it has diversified and produces other biological polymers (see new products) for the pharmaceutical and medical fields.",M&A,,,
Laboratoires Expanscience,https://www.crunchbase.com/organization/laboratoires-expanscience,"Biotechnology, Health Care, Medical, Pharmaceutical","La Défense, Ile-de-France, France",Laboratoires Expanscience is an independent pharmaceutical and dermo-cosmetics laboratory.,"235,218",$10M to $50M,Active,1950-01-01,year,,,,,For Profit,https://www.expanscience.com/,"Laboratoires Expanscience is an independent pharmaceutical and dermo-cosmetics laboratory, generated revenue of € 271.2 million in 2017, 61.9% of which was international, and employed 1105 employees",,,,
Olmix SA,https://www.crunchbase.com/organization/olmix-sa,"Agriculture, Biotechnology, Health Care","Bréhan-loudéac, Bretagne, France","Olmix SA is specialist that provides natural algae-based solutions for nutrition, hygiene and health of plants, animals and Humans.","240,986",,Active,1995-01-01,year,2005-04-22,day,,,For Profit,https://www.olmix.com/,"Olmix SA is specialist of natural algae-based solutions for nutrition, hygiene and health of plants, animals and Humans. We are entering a new era of agricultural production. This new cycle requires increasing technical skills, more natural solutions and fewer pesticides, antibiotics and chemical products. We must do better with less... ",IPO,,USD,
Greentech,https://www.crunchbase.com/organization/greentech-12c0,"Biotechnology, Cosmetics, Green Consumer Goods, Manufacturing, Nutraceutical, Pharmaceutical, Wellness","Saint-beauzire, Auvergne, France","Greentech produces nutraceutical, pharmaceutical, and cosmetic ingredients from plants.","241,518",$1M to $10M,Active,1992-01-01,year,,,,,For Profit,https://www.greentech.fr,"Greentech creates and produces ingredients for the cosmetic, pharmaceutical, and nutraceutical industries using global sources of plants, algae, microalgae, and microorganisms. They create and synthesize plant extracts for use in nutraceutical and functional food applications. The conventional extraction methods and agronomic production are completely under its direction and control, and it ensures that the ingredients are of consistent quality.",,,,
Laboratoires Théa,https://www.crunchbase.com/organization/laboratoires-tha,"Biotechnology, Health Care, Medical, Personal Health, Pharmaceutical, Therapeutics","Clermont-ferrand, Auvergne, France","Laboratoires Thea is an independent pharmaceutical company specialized in research,development and commercialization of eyecare products.","242,874",$100M to $500M,Active,1993-01-01,year,,,,,For Profit,http://www.laboratoires-thea.com,"Thea Laboratories is a pharmaceutical company that focuses on specializing in ophthalmology. It develops, manufactures, and researches on products that provides treatment and prevention on sickness of the eyes. Thea Laboratories was founded in 1994 and is based in Clermont-Ferrand, France.",,,,
IMV Technologies,https://www.crunchbase.com/organization/imv-technologies,"Biotechnology, iOS, Manufacturing","L'aigle, Basse-Normandie, France",IMV Technologies is the global leader in biotechnologies for animal artificial insemination.,"245,338",,Active,1963-01-01,year,2014-12-15,day,,,For Profit,https://www.imv-technologies.com/,"Founded in 1963 and based in L’Aigle in the French region of Normandy, IMV Technologies is the global leader in biotechnologies for animal artificial insemination. Recognized worldwide for the quality of its products, the group’s development is based on the conception of new technologies and expertise for artificial insemination techniques. With five foreign subsidiaries (US, India, China, Italy and the Netherlands) and a network of distributors across more than 120 countries, IMV Technologies generates almost 80% of its revenue abroad and has around 450 employees.",M&A,,USD,
Arkopharma,https://www.crunchbase.com/organization/arkopharma,"Biotechnology, Pharmaceutical","Carros, Provence-Alpes-Cote d'Azur, France",Arkopharma is a pharmaceutical company.,"252,568",$100M to $500M,Active,1980-01-01,year,2014-07-01,day,,,For Profit,https://www.arkopharma.com/,Arkopharma is a pharmaceutical company specialised in the area of herbal food supplements and natural medicines mainly sold in pharmacies. ,M&A,,,
Flamel Technologies,https://www.crunchbase.com/organization/flamel-technologies,"Biotechnology, Medical, Pharmaceutical","Vénissieux, Rhone-Alpes, France","Flamel Technologies is a pharmaceutical company, utilizing its core competencies in formulation development and drug delivery.","256,987",,Active,1990-01-01,year,1996-06-14,day,,,For Profit,http://flamel.com,"Flamel Technologies SA is a specialty pharmaceutical company utilizing its core competencies in formulation development and drug delivery to develop safer and more efficacious pharmaceutical products, addressing unmet medical needs and/or reducing overall healthcare costs. Flamel currently markets three previously Unapproved Marketed Drugs (""UMDs"") in the United States, Bloxiverz® (neostigmine methylsulfate injection), Vazculep® (phenylephrine hydrochloride injection), and Akovaz™ (ephedrine sulfate injection). The Company also develops products utilizing its proprietary drug delivery platforms, Micropump® (oral sustained release microparticles platform), along with its tangent technologies, LiquiTime® (a Micropump-derivative platform for liquid oral products) and Trigger Lock™ (a Micropump-derivative platform for abuse-resistant opioids). Additionally, the Company has developed a long acting injectable platform, Medusa™, a hydrogel depot technology, particularly suited to the development of subcutaneously administered formulations. Current applications of Flamel's drug delivery products include sodium oxybate (Micropump®), extended-release of liquid medicines such as ibuprofen and guaifenesin (LiquiTime®, through a license arrangement with Elan Pharma International Limited for the U.S. Over-the-Counter market) and a current study of the delivery of exenatide utilizing the Medusa™ technology.",M&A,31000000,USD,31000000
