Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
MicroHarvest,https://www.crunchbase.com/organization/microharvest,Biotechnology,"Hamburg, Hamburg, Germany",Production of bacterial single cell protein solutions,"14,397",$10M to $50M,Active,2021-03-22,day,,,,,For Profit,https://microharvest.com,"MicroHarvest is an early-stage startup in Hamburg, Germany. The company is on a mission to produce better, healthier and tastier protein, produced sustainably using the power of microorganisms. Its proprietary and scalable technology allows producing nutritional biomass from fast-growing bacteria, with potential applications across the whole protein value chain. With that, MicroHarvest contributes to a world where everyone has access to nutritious food through a fair and resilient food system.",,10000000,EUR,10157160
T-knife,https://www.crunchbase.com/organization/t-knife,Biotechnology,"Berlin, Berlin, Germany",T-knife is a developer of T cell receptors intended for T cell therapy of cancer.,"16,004",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://t-knife.com/,"T-knife is a developer of T cell receptors intended for T cell therapy of cancer.The company uses a humanized TCR mice platform to carry human TCRαβ gene loci and recombine a broad repertoire of human TCRs, enabling the efficient generation and virtual selection of cell receptors for any human tumor antigen.",Early Stage Venture,197435084,USD,197435084
NVision Imaging Technologies,https://www.crunchbase.com/organization/nvision-imaging-technologies,"Biopharma, Biotechnology, Health Diagnostics, Medical Device, Pharmaceutical","Ulm, Baden-Wurttemberg, Germany",NVision Imaging Technologies develops Quantum MRI agents for assessing early patient response to treatment at the metabolic level.,"16,111",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.nvision-imaging.com,"NVision has developed a platform which polarizes natural metabolites, enabling these safe molecules to be used as an agent for imaging tumor metabolism via MRI. The company's technology uses quantum physics advances to disrupt the medical imaging and diagnostics space by allowing standard Magnetic Resonance Spectrometers to assess human metabolism, allowing healthcare professionals to perform advanced cancer diagnosis and real-time monitoring of response to therapy.",Early Stage Venture,52150000,USD,52150000
Isotopen Technologien München,https://www.crunchbase.com/organization/isotopen-technologien-münchen-ag,"Biopharma, Biotechnology, Medical Device, Pharmaceutical","Garching, Bayern, Germany",Isotopen Technologien München is a holding company that owns biotechnology and radiopharmaceutical companies.,"17,013",,Active,2004-01-01,year,2009-11-01,day,,,For Profit,https://itm-radiopharma.com,"ITM Isotopen Technologien München AG is a privately held biotechnology and radiopharmaceutical group of companies dedicated to the development, production and global supply of targeted diagnostic and therapeutic radiopharmaceuticals and radionuclides for use in cancer treatment. Since its foundation in 2004, ITM and its subsidiaries have established GMP manufacturing and a robust global supply network of a novel, first-in-class medical radionuclides and -generator platform for a new generation of targeted cancer diagnostics and therapies. ITM’s isotope business is profitable and growing. In July 2016 the European Commission has granted Marketing Authorization for EndolucinBeta® of ITM´s subsidiary ITG Isotope Technologies Garching GmbH. EndolucinBeta® respectively no-carrier-added (n.c.a.) Lutetium (177Lu) chloride is a radiopharmaceutical precursor and is used in Targeted Radionuclide Therapy. The drug approval is an important milestone for ITM as a specialized radiopharmaceutical company. Furthermore, ITM is developing a proprietary portfolio and growing pipeline of targeted treatments in various stages of clinical development, which address a range of cancers such as neuroendocrine cancers or bone metastases. ITM’s main objectives, together with its scientific, medical and industrial collaboration partners worldwide, are to significantly improve outcomes and quality of life for cancer patients while at the same time reducing side effects and improving health economics through a new generation of Targeted Radionuclide Therapies in Precision Oncology.",M&A,488000000,EUR,542562511
Acousia Therapeutics,https://www.crunchbase.com/organization/acousia-therapeutics,"Biotechnology, Health Care, Therapeutics","Tübingen, Baden-Wurttemberg, Germany",Acousia Therapeutics is a privately held biotech company.,"19,225",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://www.acousia.com/,"Acousia Therapeutics GmbH is a privately held biotech company based in Tübingen, Germany. Acousia has experience and expertise in identifying and developing small molecule drug candidates for the treatment of hearing loss. Sensory hair cells are the key cells for hearing in the inner ear. Acousia`s approach will help to replace lost hair cells by cellular regeneration originating from supporting cells. ASpherecousia is developing drugs for local application, which will restore hearing in patients who have lost their hearing ability induced by various reasons, e.g. noise trauma, treatment with ototoxic drugs or sudden deafness. In addition, these therapies will have the potential to treat the age-related decrease in hearing capacity.",,12500000,EUR,14559649
LenioBio,https://www.crunchbase.com/organization/leniobio,Biotechnology,"Düsseldorf, Nordrhein-Westfalen, Germany","LenioBio develops rapid plant-based, cell-free protein expression that scales for research, development and production.","19,454",$1M to $10M,Active,2016-01-01,day,,,,,For Profit,https://www.leniobio.com/,"LenioBio develops rapid plant-based, cell-free protein expression that scales for research, development and production.",Early Stage Venture,14250000,EUR,15409643
Ariceum Therapeutics,https://www.crunchbase.com/organization/ariceum-therapeutics,"Biotechnology, Health Care, Medical, Therapeutics","Berlin, Berlin, Germany","Ariceum Therapeutics focuses on diagnosis and precision treatment of neuroendocrine and certain other aggressive, hard-to-treat cancers.","20,717",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://ariceum-therapeutics.com/,"Ariceum Therapeutics is a privately held radiopharmaceutical firm in the clinical stage that specializes in the detection and targeted treatment of aggressive malignancies, such as neuroendocrine and other hard-to-treat cancers. 177Lu-satoreotide tetraxetan (Satoreotide), the company's primary targeted systemic radiopharmaceutical therapy, is an antagonist of the somatostatin type 2 receptor (SSTR2), which is overexpressed in many neuroendocrine tumors. For the simultaneous diagnosis and targeted radionuclide treatment of neuroendocrine malignancies, some aggressive tumors, and childhood cancer, which currently offers few treatment choices and a poor prognosis, we are developing satoreotide as a ""theranostic"" pair.",Early Stage Venture,47750000,EUR,51760502
COLIPI,https://www.crunchbase.com/organization/colipi,"AgTech, Biotechnology, Carbon Capture, Innovation Management, Nutrition, Organic, Sustainability","Hamburg, Hamburg, Germany","oils, carbon capturing & utilization, fermentation, climate protection","21,014",,Active,2022-03-01,month,,,,,For Profit,https://colipi.com/,"For climate protection, we valorize CO2 to oils, through a unique proprietary biotechnological approach. With industry's lowest CO2 footprint, our decarbonized oils enable corporates reaching Net Zero Goals (GHG scope 3). The currently developed biotechnological platform is robust. As carbon source it uses industrial off gas directly containing O2, CO2 & others or organic industrial side streams. Our oils are chemically equivalent to vegetable oils. They consist of triglyceride with the bulk of fatty acids being palmitic acid (C16:0), stearic acid (C18:0), oleic acid (C18:1), & linoleic acid (C18:2) whereat the profile is modifiable.",Seed,1800000,EUR,1970549
Tubulis,https://www.crunchbase.com/organization/tubulis-technologies,"Biotechnology, Health Care, Life Science, Pharmaceutical, Therapeutics","Munich, Bayern, Germany",Tubulis Technologies generates uniquely matched protein-drug conjugates.,"21,750",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://tubulis.com/,"Tubulis generates uniquely matched protein-drug conjugates through the combination of novel proprietary technologies and disease-specific biologic insight. Our goal is to expand the therapeutic potential of antibody-drug conjugates (ADCs) by increasing design flexibility while overcoming constraints of toxicity, efficacy and indication. Tubulis will build new conjugates to fill its pipeline and will collaborate with partners to usher in a new ADC era and deliver better outcomes for patients.",Early Stage Venture,72000000,EUR,76976707
ETHRIS,https://www.crunchbase.com/organization/ethris-gmbh,"Bioinformatics, Biopharma, Biotechnology, Genetics, Pharmaceutical","Planegg, Bayern, Germany",ETHRIS is a technical innovator in the emerging field of mRNA therapeutics and LNP delivery.,"22,694",,Active,2009-01-01,year,,,,,For Profit,http://ethris.com/,"ETHRIS develops mRNA therapeutics with a focus on respiratory diseases and vaccines. ETHRIS possesses an enabling LNP delivery and mRNA modification platform for transcript Therapies. SNIM®RNAis a first-in-class biopharmaceutical which provide a compelling alternative for recombinant protein or gene therapies. SNIM®RNAs encode therapeutic proteins to be produced in the patient‘s body and overcome short duration effects of recombinant proteins. SNIM®RNA Transcript Therapy is a new option for a broad variety of diseases, either acquired or genetically predetermined, lifestyle- or age-related, rare or frequent.",,79800000,EUR,90410139
immatics biotechnologies,https://www.crunchbase.com/organization/immatics-biotechnologies,"Biotechnology, Medical, Therapeutics","Tübingen, Baden-Wurttemberg, Germany",Immatics is a biopharmaceutical company focused on the development of immunotherapeutic substances for cancer therapy.,"25,009",$10M to $50M,Active,2000-01-01,year,2020-07-02,day,,,For Profit,https://immatics.com,"immatics is a biopharmaceutical company focused on the discovery of true targets for cancer immunotherapies with the development of the right T cell receptors. The company's customized Adoptive Cell Therapies (ACTengine) and antibody-like TCR Bispecifics are the two main product classes in the pipeline (TCER). With a focus on particularly difficult-to-treat solid malignancies, each therapy modality has unique characteristics to create the desired therapeutic impact for patients at various disease stages and with various types of tumors. immatics biotechnologies was established in 2000 by Hans Rammensee, Harpreet Singh, and Steffen Walter in Tübingen, Baden-Wurttemberg.",IPO,766233156,USD,766233156
Mindpeak,https://www.crunchbase.com/organization/mindpeak,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Software","Hamburg, Hamburg, Germany","Mindpeak develops and distributes AI-based diagnostic software for the detection, quantification and classification of cancer.","26,611",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.mindpeak.ai,"Mindpeak creates visual diagnosis automation tools using artificial intelligence and deep learning. Its tools aid cancer specialists in providing accurate and repeatable diagnoses. This frees specialists from tedious, repetitive tasks like cell quantification or biomarker quantification, allowing them to focus on tasks that require their human expertise.",Seed,4477022,USD,4477022
Lovely Day Foods,https://www.crunchbase.com/organization/perfeggt,"Biotechnology, Food and Beverage, Food Processing","Berlin, Berlin, Germany","Lovely Day Foods is a food biotech company creating bio-identical proteins to use as animal-free replacers in food, beverages and more.","26,691",,Active,2018-01-01,year,,,,,For Profit,https://www.perfeggt.co/,"Lovely Day Foods is a European food biotech company creating the next generation of foods for a kinder future of our planet. Perfeggt, the company's product brand, launched its first generation of egg replacers based on pea protein for food service. Together with more than 50 partners, the company replaced over one million chicken eggs with dishes such as Perfeggt scrambled, omelets, quiches, pancakes and waffles that were served in hotels, restaurants, coffee shops, canteens and events across Germany and Austria. In 2023, Perfeggt was named #20 out of 50 most popular startup brands in Germany based on a survey by Jung von Matt with 48.000 participants.",Seed,3600000,EUR,4013777
Clinomic,https://www.crunchbase.com/organization/clinomic,"Artificial Intelligence (AI), Biotechnology, Health Care, Information Technology, Medical","Aachen, Nordrhein-Westfalen, Germany",Medical AI company with a focus on critical care.,"26,908",$1M to $10M,Active,2019-01-14,day,,,,,For Profit,https://clinomic.ai,"We create innovative solutions for the critically ill patient by combining translational medical research, data science and computational intelligence. With a patient-centric view, we combine state-of-the-art research with modern technologies to enable an optimal treatment for every patient.",,26000000,EUR,29353515
Nostos Genomics,https://www.crunchbase.com/organization/nostos-genomics,"Artificial Intelligence (AI), Biotechnology, Machine Learning","Berlin, Berlin, Germany",AI-driven deciphering of genetic diseases,"27,740",,Active,2018-01-01,year,,,,,For Profit,https://nostos-genomics.com/,"At Nostos Genomics, we partner with genetic testing labs to give more people with genetic diseases a clear and fast diagnosis. To achieve this, we developed a platform that leverages a unique combination of machine learning and synthetic biology.",Seed,5000000,EUR,5717775
Emergence Therapeutics,https://www.crunchbase.com/organization/emergence-therapeutics,"Biotechnology, Fitness, Health Care, Wellness","Duisburg, Nordrhein-Westfalen, Germany",Emergence is a biopharmaceutical company working on novel ADC immunotherapies for cancers with a high unmet need.,"27,998",,Active,2019-01-01,year,2023-06-30,day,,,For Profit,https://emergencetx.com/,"Emergence Therapeutics is a European biopharmaceutical company developing novel antibody-drug conjugates (ADC) to treat high-need cancers. Its lead program combines a highly specific antibody with optimized linker and payload technology to target Nectin-4 – an important target for a broad range of cancers which has been clinically validated as an ADC target by enfortumab vedotin, now approved for the treatment of urothelial cancers by the US Food and Drug Administration. Emergence is also actively exploring opportunities to develop further first- or best-in-class ADCs driven by therapeutic need.",M&A,87000000,EUR,98075135
BIOWEG,https://www.crunchbase.com/organization/bioweg,"Advanced Materials, AgTech, Biotechnology, Chemical, Cosmetics, Food and Beverage","Quakenbrück, Niedersachsen, Germany",Replacing Microplastic With The Power Of Bacteria And Green Chemistry,"28,467",,Active,2019-03-01,day,,,,,For Profit,https://bioweg.com/,"Founded in Germany in 2019, Bioweg is a purpose-driven company, matches BioInnOvation to business problems. Their research combine biotechnology, material science, and molecular simulation learning to develop and sell B2B advanced sustainable and bio-based high-performance ingredients. Their ingredients are 100% animal-free, globally scalable, and sustainably manufactured with green chemistry. The company partners with results-driven, forward-thinking companies and consumer brands with global reach in cosmetics, personal care, agricultural technology, and food/beverage sectors. Bioweg's innovative zero-waste circular process uses food industry waste as feedstock to produce bio-based microbeads, rheology modifiers and hydrocolloids that are completely free of microplastics and comply with the new ECHA regulation.",,13634411,EUR,15458502
Mainz Biomed,https://www.crunchbase.com/organization/mainz-biomed,"Biotechnology, Health Diagnostics, Medical","Mainz, Rheinland-Pfalz, Germany",Mainz BioMed is a molecular genetic diagnostics company developing market-ready molecular genetic diagnostic solutions.,"28,494",Less than $1M,Active,2021-01-01,year,2021-11-05,day,,,For Profit,https://mainzbiomed.com,Mainz BioMed primarily operates as a molecular genetic diagnostics company. It develops market-ready molecular genetic diagnostic solutions for life-threatening conditions.,IPO,77500000,USD,77500000
Vyld,https://www.crunchbase.com/organization/vyld,"Biotechnology, Health Care, Sustainability, Wellness, Women's","Berlin, Berlin, Germany","Vyld produces radically sustainable, marine biodegradable and healthy period products from seaweed.","29,841",,Active,2021-01-01,year,,,,,For Profit,https://www.vyldness.de/,"Vyld produces radically sustainable, marine biodegradable and healthy period products from seaweed.",Seed,25000,EUR,24597
Insempra,https://www.crunchbase.com/organization/origin-bio,"Biotechnology, Manufacturing","Planegg, Bayern, Germany",Insempra is a biology-powered company enabling businesses to make superior products with nature.,"34,152",Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://insempra.bio,"Insempra is a biology powered company enabling businesses to make superior products with nature. We combine bioscience and technology to grow matter for new and better products. Businesses have relied on chemical industrialization processes and petrochemicals for too long, depleting our planet’s limited resources. That’s why we are committed to driving the regenerative revolution to manufacture at scale, in collaboration with nature. Led by a hand-picked team of biologists, technologists, and entrepreneurs with rebel hearts, Insempra is here to create a new school of thought and collective action. The time to restore the balance between people and the planet is now. We don’t wait for change. We do what needs to be done to grow a better future.",Seed,16604625,USD,16604625
mbiomics,https://www.crunchbase.com/organization/mbiomics,Biotechnology,"Munich, Bayern, Germany",mbiomics is a biotechnology company.,"34,677",,Active,2020-01-01,year,,,,,For Profit,https://www.mbiomics.com/,,Early Stage Venture,13000000,EUR,14085011
DiaMonTech AG,https://www.crunchbase.com/organization/diamontech-gmbh,"Biotechnology, Fitness, Health Care","Berlin, Berlin, Germany",DiaMonTech is developing a medical device for non-invasive measurement of blood sugar values. ,"35,002",,Active,2015-01-01,year,,,,,For Profit,http://www.diamontech.de,DiaMonTech is developing a medical device for non-invasive measurement of blood sugar values. The patented process uses laser technology to determine and control blood glucose values of diabetes patients without any pain and without drawing blood. ,,20408518,USD,20408518
Virtonomy GmbH,https://www.crunchbase.com/organization/virtonomy-gmbh,"Biotechnology, Health Care, Medical","Munich, Bayern, Germany","Virtonomy's advanced digital patients twin solution, powered by AI and multi-physics simulations, is reshaping the medical device industry","36,031",,Active,2019-01-01,year,,,,,For Profit,https://virtonomy.io,"At Virtonomy, we stand at the forefront of the digital patient twin revolution, offering a comprehensive platform that seamlessly integrates digital twin models, AI, multi-physics simulations, and predictive analytics. By leveraging cutting-edge technology, we empower the medical industry accelerate development of innovative devices and evaluate clinical interventions in a virtual environment.",,3500000,EUR,3849089
Dopavision,https://www.crunchbase.com/organization/dopavision,"Biotechnology, Health Care, Medical Device, Therapeutics","Berlin, Berlin, Germany",Dopavision is a therapeutic company developing a digital therapeutic for myopia.,"36,179",,Active,2017-01-01,year,,,,,For Profit,http://www.dopavision.com,"Dopavision is a therapeutic company developing a digital therapeutic for myopia. Myopia, or shortsightedness, is a condition where the visual image is focused in front of the retina, instead of on the retina itself, as it should. People with myopia have good near sight vision but poor distance vision. Dopavision is developing a digital therapeutic for myopia which can be seamlessly and invisibly integrated with the use of a smartphone. Myopia is a visual condition that affects on average every third person globally, a share that has increased rapidly during the last two decades.  The goal of the Berlin-based startup is to develop a clinically validated therapy for myopia progression in children and adolescents. The technology delivers light stimulation to specific photosensitive cells on the retina which in turn modulate dopamine, a neurotransmitter that is important for the regulation of eye growth. Founded in 2017, Dopavision GmbH is supported by the German government via the “Industrie-in-Klinik” program of the BMBF (Federal Ministry of Education and Research) with the amount of € 1.4 million over three years.",Early Stage Venture,13200000,EUR,15566085
HMNC Brain Health,https://www.crunchbase.com/organization/holsboermaschmeyer-neurochemie-gmbh-hmnc,"Biotechnology, Health Care, Life Science, Pharmaceutical, Precision Medicine, Therapeutics","München, Bayern, Germany",HMNC Brain Health is a precision medicine pioneer in psychiatry based in Munich.,"37,578",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,http://www.hmnc-brainhealth.com,"HMNC Brain Health develops patented genetic tests and combines those with innovative exclusively in-licensed medications, resulting in precise therapies for depression and other neuropsychiatric disorders. Founded in 2010, the privately held biotech company combines the development of machine learning-enabled companion diagnostics with specific therapeutics to personalize the treatment of neuropsychiatric disorders with a focus on depression.  The ultimate goal is to improve the lives of patients by developing highly disruptive solutions for their high unmet medical needs. HMNC Brain Health strives to reduce not only the immense individual burden but also the societal impact of these diseases.",,37525250,USD,37525250
LabDAO,https://www.crunchbase.com/organization/labdao,"Biotechnology, Life Science, Product Research","Berlin, Berlin, Germany",LabDAO is a research organization designed to unlock progress in the computational life sciences.,"38,120",,Active,2022-01-01,year,,,,,For Profit,https://www.labdao.xyz,"LabDAO is a research organization designed to unlock progress in the computational life sciences. They provide the tools needed to access funding, find collaborators, and perform research.",Seed,3600000,USD,3600000
Topas Therapeutics,https://www.crunchbase.com/organization/topas-therapeutics,"Advanced Materials, Biotechnology, Chemical, Chemical Engineering","Hamburg, Hamburg, Germany",A biotechnology company focused on developing products to address areas of major unmet need.,"38,226",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://topas-therapeutics.com/topas/home/,"Topas Therapeutics GmbH is a private Hamburg, Germany-based biotechnology company focused on developing products to address areas of major unmet need, including autoimmune diseases, allergies and anti-drug antibodies. The Topas Particle Conjugates technology platform induces antigen-specific immune tolerance by harnessing the liver’s natural immunology capabilities. The Company has several proprietary programs; lead product candidate TPM203 has recently entered clinical testing for pemphigus vulgaris, an orphan disease. Other programs are in anti-drug antibodies, celiac disease, Type 1 diabetes, as well as a multiple sclerosis program that is available for partnering. Topas has a research and option agreement with Eli Lilly and Company focused on antigen-specific tolerance induction and a multi-year agreement with Boehringer Ingelheim to collaborate in the field of anti-drug antibodies. Topas’ investors include: Epidarex Capital, Gimv, EMBL Ventures, Evotec and Boehringer Ingelheim Venture Fund.",Early Stage Venture,58000000,EUR,67662073
iThera Medical,https://www.crunchbase.com/organization/ithera-medical,"Biotechnology, Health Care, Medical","München, Bayern, Germany",iThera Medical focuses on the development of proprietary MSOT technology for use in preclinical and clinical applications.,"38,729",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,http://www.ithera-medical.com,"iThera Medical offers access to innovative technology and know-how in photonic molecular imaging. The company was founded in 2010, as a spin-off from the Helmholtz Zentrum Muenchen, the German Research Center for Environmental Health (HMGU). Together, they pursue the further development of proprietary MSOT technology for use in preclinical and clinical applications.",,37600000,EUR,42346917
