Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Atrandi Biosciences,https://www.crunchbase.com/organization/droplet-genomics,"Biotechnology, Life Science, Pharmaceutical","Vilnius, Vilniaus Apskritis, Lithuania",Atrandi Biosciences is a Lithuanian biotech startup that aims to commercialize droplet microfluidics technology.,"35,447",,Active,2016-01-01,year,,,,,For Profit,https://www.atrandi.com,Atrandi Biosciences is a Lithuanian biotech startup that aims to commercialize droplet microfluidics technology.,Early Stage Venture,6010150,USD,6010150
Gelatex Technologies,https://www.crunchbase.com/organization/gelatex,"Advanced Materials, Alternative Protein, Biotechnology, Energy Storage, Food Processing, Industrial Engineering, Industrial Manufacturing, Life Science, Medical, Nanotechnology","Tallinn, Harjumaa, Estonia",Gelatex has invented fast and scalable solution-spinning technology to produce nanofibers for various industries.,"39,451",,Active,2016-11-03,day,,,,,For Profit,https://www.gelatex.com,"Gelatex is a Techstars-backed materials technology company that invented the fastest technology for producing bio-based nanofibers on a large scale. It is a platform technology that enables faster and up to 100 cheaper nanofiber production for applications like 3D scaffolds for tissue engineering, cultured meat, bio-based filters, eco-friendly leather-like textile, energy storage, wound care, and many more. The technology is patent-pending and the machinery fully functional.  The company was founded in 2016 and until COVID-19 pandemic developed eco-friendly leather-like textile from gelatin nanofibers, using this nanofiber production technology as part of the process. COVID-19 was a trigger to understand the wider potential of the technology which then led to pivot. The company is based in Estonia and holding incorporated in UK (2019).",Seed,1345000,USD,1345000
Africa Healthcare Network,https://www.crunchbase.com/organization/africa-healthcare-network,"Biotechnology, Health Care","Port Louis, Port Louis, Mauritius","Africa Healthcare Network is providing high-quality, life-saving dialysis at affordable cost.","40,482",$1M to $10M,Active,2015-06-23,day,,,,,For Profit,http://www.africahealthcarenetwork.com/,"Africa Healthcare Network (“AHN”) has established the first dialysis chain across Sub-Saharan Africa, providing high-quality, life-saving dialysis at affordable cost. AHN brings world-class technical expertise combined with developing world practical operating experience to a region in dire need of quality dialysis treatment. Dialysis is a life-saving treatment for patients with Acute Kidney Injury (AKI) and End-Stage Renal Disease (ESRD). The few hospitals that provide treatment operate centers that are slowly deteriorating while charging prohibitive prices. Additionally, the lack of trained professionals and limited capital investment in care for non-communicable diseases in Sub-Saharan Africa, dialysis centers are few and far between, causing patients to endure the high costs for travel to receive care. Those who cannot afford the costs of treatment and travel are resigned to death. Chronic Kidney Disease (CKD) and AKI are on the rise in the region due to strong epidemiologic factors, including increased urbanization leading to lifestyle diseases, other non-communicable diseases, HIV and other infections and toxins. Utilizing our network of executives/partners, we will secure high-quality equipment and train professionals to provide superior care. Our ability to source lowest cost consumables, operational efficiency and scale, will allow us to lower the cost to patients. The net result is increased access, higher quality and lower cost to patients, while maintaining profitability. AHN operates in Rwanda, Tanzania and Kenya.",,25000000,USD,25000000
Done Properly,https://www.crunchbase.com/organization/done-properly-co,"Biotechnology, Food and Beverage, Food Processing, Sustainability","Santiago, Region Metropolitana, Chile",Done Properly is a foodtech company developing innovative sustainable ingredients through fermentation technologies,"40,890",,Active,2019-01-01,year,,,,,For Profit,http://www.doneproperly.co,"Done Properly is a food tech company dedicated to developing cutting-edge ingredients through fermentation technologies to produce healthier and more sustainable products for the food industry. By working closely with consumer packaged goods (CPG) companies and partnering with the world's largest food companies, we enable them to align with emerging consumer trends in a timely and efficient manner by reformulating their products without changing the consumer experience so that they can meet the growing demand for healthier and environmentally friendly products.",Seed,3990000,USD,3990000
Nanomik Biotechnology,https://www.crunchbase.com/organization/nanomik-biotechnology,"AgTech, Biotechnology, Life Science","Istanbul, Istanbul, Turkey",Nanomik Biotechnology produces next generation biofungicides that increase the shelf life of fresh fruits and vegetables.,"41,859",,Active,2014-01-01,year,,,,,For Profit,http://www.nanomik-tech.com,"Nanomik Biotechnology produces next generation biofungicides that increase the shelf life of fresh fruits and vegetables. Antimicrobial raw materials produced by microorganisms isolated from nature and active molecules obtained from plants are placed in micro-sized biopolymer capsules and applied to fruits. These completely natural microcapsules adhere to the fruit and open within 24-48 hours and provide protection on the surface. While the biopolymer material forms an edible layer on the fruit, the ingredients in it prevent the growth of molds present in the medium. Unlike chemical fungicides, our products do not cause any harm to human and environment.",Seed,3010094,USD,3010094
NANOCHON,https://www.crunchbase.com/organization/nanochon,"3D Printing, Biotechnology, Medical Device","Virginia, Usulutan, El Salvador",Nanochon is a medical device company that specializes in 3D printing and nanomaterial to treat joint damages.,"43,195",,Active,2016-01-01,year,,,,,For Profit,https://www.nanochon.com/,Nanochon is developing an implantable medical device based on 3D printing and a novel nanomaterial to will treat cartilage damage in joints.,,4026281,USD,4026281
ÄIO,https://www.crunchbase.com/organization/äio,"Animal Feed, Biotechnology, Cosmetics, Food and Beverage","Tallinn, Harjumaa, Estonia","ÄIO develops sustainable alternatives to animal fats, palm and coconut oil.","44,654",,Active,2022-01-17,day,,,,,For Profit,https://aio.bio/,"ÄIO's positive can-do attitude drives its commitment to trustworthy biotechnological innovation, fueling its passion for shaping our planet’s future with healthy fats and oils. Our team of scientists are dedicated to creating innovative, healthy, and reliable microbial alternatives to replace unsustainable ingredients like palm oil, coconut oil, and animal fats. How do we do it? By harnessing the power of microorganisms up-cycling low-value side streams in our tailored fermentation processes.",Early Stage Venture,2578000,EUR,2805402
BioElements,https://www.crunchbase.com/organization/bioelements-2dcb,"Biotechnology, CleanTech, GreenTech, Sustainability","Santiago, Region Metropolitana, Chile","BioElements is a biotech and circular economy company that produces sustainable bioplastic for packaging, films and bags.","45,117",,Closed,2014-01-01,year,,,,none,For Profit,https://www.bioelementsla.com/,"BioElements aims to transform polluting products into environmentally friendly solutions. Specifically, it is developing an ecological alternative to conventional plastic. BioElements' bags, films, packaging and other rigid products have national and foreign certifications that place their effectiveness in the highest international standards.",Early Stage Venture,30000000,USD,30000000
Biomatter,https://www.crunchbase.com/organization/biomatter-designs,"Biotechnology, Pharmaceutical","Vilnius, Vilniaus Apskritis, Lithuania",Biomatter is a synthetic biology company that creates new proteins for health and sustainable manufacturing applications.,"45,416",,Active,2018-01-01,year,,,,,For Profit,http://www.biomatter.ai,"Biomatter is a synthetic biology company that develops new proteins used in medicine and sustainable manufacturing. The company created the Intelligent Architecture platform, which addresses the limitations of current engineering approachestoo open up completely new horizons for protein design and development.",Seed,500000,EUR,608000
Divaks,https://www.crunchbase.com/organization/divaks,"AgTech, Alternative Protein, Biotechnology, Farming, Food and Beverage, Food Processing, Nutrition","Vilnius, Vilniaus Apskritis, Lithuania",Divaks is a fast-growing food-tech company that develops insect protein solutions for the food industry.,"46,325",,Active,2020-01-21,day,,,,,For Profit,https://www.divaks.com/,"Divaks is a fast-growing food-tech company that develops insect protein solutions for the food industry. They offer complete insect powder, insect oil, customized solutions, textured insect protein, and defatted insect powder. The company's mission is to develop high-quality insect-derived ingredients for the food sector that are nutritionally and functionally superior.",Seed,4500000,EUR,5041800
Gozen Bioworks,https://www.crunchbase.com/organization/gozen-institute,"Advanced Materials, Biotechnology, Fashion, Sustainability","Istanbul, Istanbul, Turkey",Gozen Bioworks is a multidisciplinary material science and design company.,"47,213",,Active,2020-01-01,year,,,,,For Profit,http://gozen-bioworks.com,"Gozen Bioworks offers solutions and biomaterials developed with a biomimicry approach by combining science, art, philosophy, and design to raise awareness and provide help to the planet, living creatures, and humanity. They develop and invent high-performance microbe-derived materials from natural inputs, such as next-generation leather, biotextiles, bioplastics, packaging, and interior materials.",Seed,3825000,USD,3825000
Veloz Bio,https://www.crunchbase.com/organization/veloz-bio,"Agriculture, Alternative Protein, Biotechnology, Farming","Monterrey, Nuevo Leon, Mexico",Veloz Bio is a biotechnology company that uses molecular farming to create and manufacture animal-free and alternative proteins.,"47,847",,Active,2021-01-01,year,,,,,For Profit,https://velozbio.com,"Veloz Bio is a biotechnology company that uses molecular farming to create and manufacture animal-free and alternative proteins. The company was founded in 2021 and is based in Monterrey, Nuevo León.",Seed,4000000,USD,4000000
Eligens,https://www.crunchbase.com/organization/eligens,"Biotechnology, Personal Health","Riga, Riga, Latvia",A direct-to-consumer DNA testing startup,"49,140",,Active,2020-02-03,day,,,,,For Profit,https://eligens.io,"Eligens is a global digital health company targeting those with enough income to manage their health but lack state programs for serious elderly diseases. Operating in 70+ countries, the core offering is a digital health platform, starting with a DNA ancestry test. This test not only reveals one's roots but also identifies genetic health risks. Using AI, the same DNA data is assessed for health threats, leading to regular income from blood test referrals and telemedicine consultations. Essentially, Eligens addresses and fulfills preventative health needs.",Seed,5000000,USD,5000000
Nawah Scientific,https://www.crunchbase.com/organization/nawah,"Biopharma, Biotechnology, Life Science","Cairo, Al Qahirah, Egypt",Nawah is a core hub of advanced research facilites offering online and on demand scientific services,"49,715",,Active,2014-01-01,year,,,,,For Profit,https://nawah-scientific.com/,"Cutting edge research is available exclusively to those with high tech equipment in their labs. Nawah is a core hub of advanced equipment specialized in natural and medical sciences. Nawah's online platform receives experiments requests, Nawah's scientists carry them out and return results online. Thus, researchers can do much advanced research regardless of their location and available facilities in their labs. In 3 years, we analyzed 10K+ samples for 25 universities and companies in the MENA, Malaysia, UK and Switzerland.",Early Stage Venture,12300000,USD,12300000
Yemaachi Biotechnology,https://www.crunchbase.com/organization/yemaachi-biotechnology,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Health Diagnostics","Accra, Greater Accra, Ghana",Yemaachi Biotechnology provides diversifying precision cancer diagnostics and treatments.,"52,378",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.yemaachi.com,"Yemaachi Biotechnology uses cutting-edge immunogenomics, bioinformatics, and artificial intelligence to accelerate the development of cancer detection and cure strategies for lowering the economic burden of cancer.",Seed,4425000,USD,4425000
Unibaio,https://www.crunchbase.com/organization/unibio,"Agriculture, Biotechnology, Nanotechnology","Las Condes, Region Metropolitana, Chile",Unibaio develops microparticles based on natural polymers and circular economy that improves agro-inputs performance.,"56,858",,Active,2021-01-01,day,,,,,For Profit,https://www.unibaio.com/,"UNIBAIO does a biodegradable ingredient that optimize the delivery of agrochemicals to lower their application doses and toxicity levels. UNIBAIO's particles can be used by pesticides companies to modify their formulations to: 1) be approved by the strictest environmental regulations without replacing the chemicals being used by farmers, 2) reduce manual operation, lowering  farmer's application costs, 3) improve yield & competitiveness. Our particles can be used in any kind of pesticide and fertilizers, from the traditional chemical ones to the bio/organic ones. Our nanocarriers are made of natural compounds like shrimp waste & clay using a circular model.",Seed,500000,USD,500000
CDI Labs,https://www.crunchbase.com/organization/cdi-laboratories,"Biotechnology, Developer Platform, Health Care, Product Design","Mayaguez, NA - Puerto Rico, Puerto Rico",The Autoantibody Seromics Company and Creators of HuProt™ - the world’s most comprehensive protein microarray,"58,708",$1M to $10M,Active,2007-01-01,year,2023-01-09,day,,,For Profit,https://cdilabs.com,"CDI Labs, the result of intensive efforts and advances developed by the High-Throughput Biology Center at Johns Hopkins University, is a privately owned research and discovery company in the field of proteomics. The company was created by scientists for scientists, addressing the critical needs required in order to accelerate research, advance discoveries and translate these discoveries into novel products and services that improve human health.The company applies its accelerating platforms to internal, collaborative, and client programs.",M&A,3291691,USD,3291691
Vestem,https://www.crunchbase.com/organization/vestem,"Biopharma, Biotechnology, Veterinary","Moscow, Moscow City, Russian Federation",Vestem is a biotechnology company that develops bioveterinary cell therapies for regenerative therapy and next-generation pharmaceuticals.,"61,475",,Active,2002-01-01,year,,,,,For Profit,https://vetstem.ru,Vestem is a biotechnology company that develops new bioveterinary cell therapies for regenerative therapy and next-generation pharmaceuticals for the treatment of pets.,,24000000,RUB,268560
Plastic Move,https://www.crunchbase.com/organization/plastic-move,"Biotechnology, Sustainability, Waste Management","Istanbul, Istanbul, Turkey",Plastic Move engages in the production of bio-based and bio-degradable bioplastics made of waste bread.,"61,927",Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://www.plasticmove.com/,"Plastic Move provides patentable upcycling technology by replacing 20% of the petroleum used in production with bio-raw material derived from agricultural and food waste. Plastic Move's solutions are primarily designed for the packaging, automotive, and white goods industries, but the company is constantly experimenting with new markets. Plastic Move creates a significant impact on brands in order to prevent the climate crisis.",Seed,4500000,USD,4500000
Biolive,https://www.crunchbase.com/organization/biolive,Biotechnology,"Istanbul, Istanbul, Turkey","BIOLIVE produces bioplastic raw materials such as Bio-PE, Bio-PP, and Bio-ABS also offers sustainable solutions.","63,106",,Active,2017-01-01,year,,,,,For Profit,http://www.biolivearge.com/,"BIOLIVE was founded as a start-up company in Incubation Centre at Istanbul Technical University in 2016. The company transitioned to becoming a corporation with an investment from Vestel Ventures, a subsidiary of Zorlu Holding in 2017.  Currently, the company produces bioplastic raw materials such as Bio-PE, Bio-PP, and Bio-ABS in scale-up and next-gen materials such as plant-based leather and also offers sustainable solutions.",Early Stage Venture,30000000,USD,30000000
DPG-VeC. Genetics and Life Science,https://www.crunchbase.com/organization/dpg-vec-genetics-life-science,"Biotechnology, Genetics, Life Science, Nutrition","Managua, Managua, Nicaragua","DPG-VeC. Genetics and Life Science develop solutions for human nutrition, plant nutrition, crop protection, and post-harvest.","66,591",,Active,2010-01-01,year,,,,,For Profit,https://dpgvec.com/,"DPG-VeC. Genetics and Life Science develops innovative environmentally friendly solutions for human nutrition, plant nutrition, crop protection, and post-harvest.",Late Stage Venture,59558720,USD,59558720
Unima,https://www.crunchbase.com/organization/unima,"Biotechnology, Health Care, Health Diagnostics","Zapopan, Jalisco, Mexico",Decentralizing rapid testing across industries,"67,464",$1M to $10M,Active,2016-01-01,month,,,,,For Profit,https://www.unimadx.com,"Unima is decentralizing rapid testing across industries by taking diagnostics out of the lab to the place these are needed the most to secure a timely diagnostic for everyone, anywhere. Unima is solving is the centralization of lab testing, which limits the access to a timely diagnostic for billions. Current technology for diagnostics is very precise and can detect almost any disease known, but the problem is these require labs with expensive equipment and specialized technicians making lab testing impossible to scale up to provide universal and timely access to diagnostics. To solve this problem Unima developed Find, a rapid testing technology platform for real time diagnostics which allows anyone to diagnose a disease directly where it is needed, without using lab equipment, with results in 15 minutes or less and at a very low cost. With Find anyone can have access to a timely diagnostic even in the most remote areas of the world. The Find platform uses shark antibodies modified with genetic engineering to detect disease biomarkers in blood, saliva, urine or water samples. These shark antibodies are used in microfluidic cards and generate a visual reactions when in contact with specific biomarkers of the disease to be tested. Then to evaluate the result of the test, a picture of the testing card is taken with the proprietary Xplora smartphone app which runs image analysis process and neural network algorithms to generate an inmediate result. Then this result,along with contextual information like geolocation, date and time, is sent to a cloud server where it can be used for real time disease tracking.",Seed,2016300,USD,2016300
Solena,https://www.crunchbase.com/organization/solena,"AgTech, Biotechnology, Genetics","León, Guanajuato, Mexico",Solena is a biotechnology company dedicated to the study of the microbiome of agricultural soils,"68,224",$1M to $10M,Active,2015-02-27,day,,,,,For Profit,http://www.solena.ag/,"Solena is a biotechnology company dedicated to the study of the microbiome of agricultural soils, with the aim of increasing the profitability of farmers by tailored biological inputs",Seed,300000,USD,300000
SeeReal Technologies,https://www.crunchbase.com/organization/seereal-technologies,"Biotechnology, Information Technology, Manufacturing, Web Hosting","Luxembourg, Luxembourg, Luxembourg",SeeReal Technologies is a technology manufacturing and research firm - focusing on holography.,"68,381",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,http://www.seereal.com,"SeeReal Technologies S.A. also known as SeeReal Luxemburg operates as an IP development company and markets, partners and licenses IP rights.  The company was incorporated in 2005 and is based in Luxembourg.",,5000000,USD,5000000
SelfDiagnostics,https://www.crunchbase.com/organization/selfdiagnostics,"Biotechnology, Health Care, Medical, Pharmaceutical","Tallinn, Harjumaa, Estonia",Selfdiagnostics is an Estonian/German company with the purpose of developing and marketing medical point-of-care (POC) diagnostics devices.,"70,382",Less than $1M,Active,2008-05-05,day,,,,,For Profit,http://selfdiagnostics.eu/,"Selfdiagnostics brings laboratory-grade precision home medical testing to ordinary users and offers the world’s smallest application of PCR (polymerase chain reaction) technology. This unique product paves the way for bigger changes in medicine in regard to patients taking the first steps toward diagnosing illnesses. Health care issues are a salient topic, and services in the field are certainly not as available to people as they would like. People are also used to making increasingly more decisions about their health themselves, and they are quite well-informed. Today people tend to try to take the initiative themselves as the first step toward understanding what the problem is and how it might be treated. Democracy in healthcare and patient autonomy will be the next big drivers of developments in the healthcare sector and Selfdiagnostics is committed to supporting these values. Selfdiagnostics is introducing to market a patient-side diagnostic concept and solution to allow for an additional capability for diagnosing patients at home with the goal of starting treatment as early as possible. Doing so we have developed a unique molecular diagnostics platform for medical point of care devices from which our first product STD Multitest to detect sexually transmitted diseases is ready to scale up production and start world wide sales. Our proprietary technology allows to diversify portfolio of different DNA and RNA detection purposes like for respiratory (Influenza, TB), blood born (HIV, Hepatitis) and urine (CT, NG, MG, TV, Zika) based diseases. We are pioneer of next generation molecular diagnostics solution bringing Nobel-Prize winning PCR (polymerase chain reaction) medical tests straight to patients.",,15901324,EUR,18290478
Icosagen Group,https://www.crunchbase.com/organization/icosagen,"Biopharma, Biotechnology, Medical, Pharmaceutical","Tartu, Tartumaa, Estonia",Icosagen Group is a contract research provider and technology developer for biopharmaceutical and biotechnology industries and academia.,"72,065",,Active,1999-01-01,year,,,,,For Profit,http://icosagen.com,"Icosagen Group is a contract research provider and technology developer for biopharmaceutical and biotechnology industries and academia that offers high-end biotechnology services and products. The company’s services include protein production, antibody production, and VLP production. Its products include antibodies, proteins, ELISA kits, transfection reagent, and DNA/RNA isolation. It also offers quality control services such as food microbiology testing services and FITkit for latex allergen testing.  Icosagen Group participates in several international and national research programs and projects, including INTENSO, MAARS, and EURIPRED. Its QMCF Technology is a stable episomal expression system that uses specific mammalian cells and appropriate vectors for production of secretable and intracellular recombinant proteins, antibodies, virus-like particles; and for expression of intracellular proteins at physiologically relevant level for development of cell-based assays for screening purposes.  The Group is comprised of three entities: parent company Icosagen AS and two subsidiaries:  Icosagen Cell Factory Ltd and IcoPark Ltd. Icosagen Group is based in Tartumaa, Estonia.",,19179800,EUR,20636179
KuartisMED,https://www.crunchbase.com/organization/kuartismed,"Baby, Biotechnology, Medical, Medical Device","Ankara, Ankara, Turkey",KuartisMED is a biomedical company developing products for the well-being of preterm infants.,"73,764",,Active,2014-01-01,year,,,,,For Profit,http://kuartismed.com/,"KuartisMED is a biomedical company developing products for the well-being of preterm infants. It developed Premades, a monitoring feeding ability for newborns. KuartisMED is a proud Horizon 2020 SME Instrument grantee. Its banner product has received a Phase-2 grant for the “SMEInst-12-2016-2017 — New business models for inclusive, innovative and reflective societies” which is awarded from the European Union’s Horizon 2020 research and innovation program. The company had previously received H2020 SME Instrument Phase-1 grant in 2014 for the Feasibility Study and Commercialization Plan for PREMADES.",Seed,3398051,USD,3398051
Nanografi,https://www.crunchbase.com/organization/nanografi,"Advanced Materials, Battery, Biotechnology, Chemical, Industrial, Manufacturing, Nanotechnology","Ankara, Ankara, Turkey","Nanografi provides advanced materials, nanotechnology, graphene, biotechnology, brand protection solutions.","74,099",,Active,2011-01-01,year,,,,,For Profit,https://nanografi.com,"Nanografi, established in 2011 at METU Technopolis, has been at the forefront of graphene production, advanced materials and nanotechnology. In 2020, Nanografi launched the most efficient and largest graphene mass production facility, making it one of the pioneering companies in the world. For over a decade, Nanografi has remained a powerful solution partner in advanced material technologies. Operating under Ahlatcı Holding, Nanografi is committed to innovation and anticipates the future's technological advancements and needs. Since 2011, leveraging its experience in high-tech solutions across more than 100 countries, Nanografi takes pride in contributing to thousands of valuable research studies and technologies, guided by its developed technologies and scientific investigations. Nanografi, a leading player in present and upcoming sectors like advanced material technologies, high-security authentication, biotechnology, and smart packaging technologies, remains committed to creating value with its international quality standards.",,71429,EUR,81868
