Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
icometrix,https://www.crunchbase.com/organization/icometrix,"Biotechnology, Clinical Trials, Health Care, Hospital","Leuven, Vlaams-Brabant, Belgium",icometrix develops automated biomarkers that standardizes MRI scan measurements to improve treatment procedures for neurological disorders.,"25,788",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.icometrix.com/,"icometrix provides clinicians with standardized measurements on their patients’ brain MRI scans in order to improve personalized care of people with a neurological disorder. icometrix was founded in 2011 by Dirk Loeckx and Wim Van Hecke. It is a spin-off company of the universities and university hospitals of Leuven and Antwerp. Today, icometrix has grown to a team of over 25 people and is internationally active, with headquarters in Leuven and an office in Boston, USA. They are the worldwide standard in MRI biomarkers in routine clinical practice. icometrix developed MSmetrix, which detects brain lesions, calculates lesion volume and measures the whole brain and grey matter volume and atrophy. MSmetrix, received market approval in the EU and other countries including Canada, Brazil and Australia. FDA clearance is pending. Furthermore, icometrix is ISO9001 and ISO13485 (Medical Devices) and ISO27001 (Information Security) certified. icometrix also acts as an image analysis expert in clinical trials and research studies. Imaging biomarkers constantly lead to new insights on neurological disorders. Since recently, imaging biomarker outcomes often serve as the primary endpoints in clinical trials for the development of new drugs. For these purposes large batches of brain imaging data are frequently transferred to icometrix for fast and high quality processing. This way our software-as-a-service is incorporated in clinical trials and large research studies regarding Traumatic Brain Injury (TBI), Epilepsy, Alzheimer’s Disease, Stroke, etc.",Early Stage Venture,21881793,USD,21881793
Oxurion,https://www.crunchbase.com/organization/thrombogenics,"Biotechnology, Life Science, Medical","Heverlee, Vlaams-Brabant, Belgium","Oxurion is a biotech drug development company focused on developing therapies for retinal disorders, now focusing on diabetic eye diseases.","25,890",Less than $1M,Active,1991-01-01,year,2008-08-08,day,,,For Profit,http://www.oxurion.com,"Oxurion (Euronext Brussels: OXUR) is a biopharmaceutical company developing next generation standard of care ophthalmic therapies, which are designed to better preserve vision in patients with retinal vascular disorders including diabetic macular edema (DME), the leading cause of vision loss in diabetic patients worldwide, as well as other conditions, including wet age-related macular degeneration (AMD) and retinal vein occlusion (RVO).",IPO,193342471,USD,193342471
Mithra Pharmaceuticals SA,https://www.crunchbase.com/organization/mithra-pharmaceuticals-sa,"Biotechnology, Health Care, Pharmaceutical","Liège, Liege, Belgium",Mithra Pharmaceuticals SA specializes in the development of women's health care products.,"26,394",$10M to $50M,Active,1999-01-01,year,2015-07-10,day,,,For Profit,https://www.mithra.com/en/,"Mithra Pharmaceuticals SA specializes in the development of women's health care products that are dedicated to the fields of contraception, fertility, and menopause. The two lead development candidates Estelle® (a fifth generation oral contraceptive) and Donesta® (a next generation hormone therapy) are built on Mithra's unique natural estrogen platform, E4 (Estetrol).",IPO,161681087,USD,161681087
Precirix,https://www.crunchbase.com/organization/camel-ids,"Biotechnology, Health Care","Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Precirix is a platform that is developing radio-immunotherapeutic drugs for cancer patients.,"27,365",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://www.precirix.com,Precirix is a platform that is developing radio-immunotherapeutic drugs for cancer patients.,Early Stage Venture,117000000,EUR,130076113
OncoDNA,https://www.crunchbase.com/organization/oncodna,"Biotechnology, Health Care, Health Diagnostics, Precision Medicine","Gosselies, Hainaut, Belgium",OncoDNA is a company specialized in precision medicine for the treatment of cancer.,"29,167",,Active,2012-01-01,year,,,,,For Profit,http://www.oncodna.com/,"OncoDNA, with over 60 years’ expertise in medical diagnostics, was founded by a team of experts with many years of experience in DNA sequencing and diagnostic analyses in oncology.",Early Stage Venture,26700000,EUR,29168833
ExeVir Bio,https://www.crunchbase.com/organization/exevir-bio,"Biotechnology, Health Care, Life Science, Therapeutics","Zwijnaarde, Oost-Vlaanderen, Belgium",ExeVir Bio is a Belgium-based company that develops single-domain antibody-based therapies that help patients ward off viral infections.,"29,585",$1B to $10B,Active,2020-01-01,year,,,,,For Profit,https://exevir.com/,"ExeVir Bio is a Belgium-based company that develops single-domain antibody-based therapies that help patients ward off viral infections. The company is harnessing a llama-derived antibody technology platform to generate robust antiviral therapies providing broad protection against coronaviruses. They using a highly innovative and clinically validated VHH technology to develop treatments for viral infections that may pose a significant global threat.  ExeVir Bio develops a rapid response platform for antivirals. This platform technology enables an agile response to new health threats thanks to its short throughput time to generate drug candidates. The resulting protein-based therapeutics are sufficiently stable and easy to produce at a reasonable cost to enable true global access. ExeVir Bio was founded in 2020 and is headquartered in Zwijnaarde, Belgium.",Early Stage Venture,68600000,EUR,77797191
Confo Therapeutics,https://www.crunchbase.com/organization/confo-therapeutics,"Biotechnology, Health Care, Medical, Therapeutics","Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Confo Therapeutics is a drug discovery company building internal drug discovery programs on GPCRs addressing unmet medical need.,"29,798",,Active,2015-01-01,year,,,,,For Profit,http://confotherapeutics.com/,Confo Therapeutics is a drug discovery company building internal drug discovery programs on GPCRs addressing unmet medical need. Confo Therapeutics employs its proprietary CONFO® technology to lock inherent unstable functional conformations of GPCRs as a superior starting point for drug discovery. CONFO® body-stabilized active state conformations of these receptors disclose previously inaccessible structural features empowering the discovery of novel agonists for better therapeutic intervention.,Early Stage Venture,47670000,EUR,53209122
Ablynx,https://www.crunchbase.com/organization/ablynx,"Biopharma, Biotechnology, Pharmaceutical","Zwijnaarde, Oost-Vlaanderen, Belgium",Ablynx is a biopharmaceutical company engaged in the discovery and development of nanobodies.,"30,956",$50M to $100M,Closed,2001-01-01,year,2007-11-16,day,,none,For Profit,http://www.ablynx.com,"Ablynx is a biopharmaceutical company engaged in the discovery and development of Nanobodies®, a novel class of therapeutic proteins based on single-domain antibody fragments, for a range of serious human diseases, including inflammation, haematology, oncology and pulmonary disease. Today, the Company has approximately 25 projects in the pipeline and five Nanobodies in clinical development.",M&A,498783049,USD,498783049
inbiose,https://www.crunchbase.com/organization/inbiose,"Biotechnology, Life Science, Medical","Zwijnaarde, Oost-Vlaanderen, Belgium",Inbiose is a B2B biotech company that develops specialty carbohydrates.,"33,092",,Active,2013-01-01,year,,,,,For Profit,https://inbiose.com/en,"Inbiose is a B2B biotech company that develops specialty carbohydrates. Inbiose's proprietary, sustainable, and environmentally friendly platform enables the industrial production of specialty glycans that benefit both human and animal health. They provide products that include carbohydrates, infant food formulas, nutraceuticals, human milk oligosaccharides, and glycans.",,15000000,EUR,17749631
Imcyse,https://www.crunchbase.com/organization/imcyse,"Biotechnology, Pharmaceutical, Therapeutics","Liège, Liege, Belgium","Developing disease specific immune therapies to treat severe, chronic auto-immune, inflammatory, allergic, infectious diseases and tumors.","34,053",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,http://www.imcyse.com/,"Imcyse is a clinical stage biopharmaceutical company pioneering the development of a new class of active specific immunotherapies for the treatment of severe chronic autoimmune diseases. The company’s unique technology platform allows it to locally target immune cells involved in the destruction of the diseased organ. This platform is based on the administration of Imotopes™, which are specifically modified peptides, allowing for the generation of cytolytic CD4 T-cells, that specifically eliminate antigen-presenting cells and autoantigen specific lymphocytes. Imcyse’s approach, sustained over time, helps to prevent and treat diseases with no current therapeutic alternative and to potentially cure patients without impairing immune defense. The company has established proof of concept in several indications and has completed its first clinical trial in type 1 diabetes with promising results. Beyond type 1 diabetes, Imcyse is developing a pipeline of Imotopes™ for the treatment of several autoimmune diseases.",Early Stage Venture,55900000,EUR,64404622
FEops,https://www.crunchbase.com/organization/feops,"Biotechnology, Health Care, Medical, Medical Device, Simulation","Gent, Oost-Vlaanderen, Belgium",FEops offers computer simulations specialized in the field of physical science for invasive cardiovascular procedures.,"34,656",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://www.feops.com/,"FEops is a recognized pioneer in the field of physics-based simulations for minimally invasive cardiovascular devices and procedures. They apply this technology from bench to bed, by offering advice to medical device companies as well as to medical specialists and physicians. Their computer simulations have proven to provide medical device developers and manufacturers with unique insights, thereby speeding up R&D processes and supporting device safety. Physicians, for their part, benefit from new patient-specific insights that help them work more efficiently while, most importantly, improving patient safety.",Early Stage Venture,13850000,EUR,15572394
Celyad,https://www.crunchbase.com/organization/celyad,"Biotechnology, Medical Device, Oncology, Therapeutics","Mont-saint-guibert, Brabant Wallon, Belgium",Celyad is a provider of cell therapy treatments with an initial focus on cardiology and oncology.,"34,943",$1M to $10M,Active,2007-01-01,year,2015-06-19,day,,,For Profit,http://www.celyad.com,"Celyad is a biopharmaceutical company, specialized in cell therapy. It develops technologies and treatments to treat severe diseases with poor prognosis. The company focuses on Immuno oncology, Cardiology, and Medical devices. Its main product candidates include CAR-T NKR-2, C-Cure. The firm has CYAD-01, CYAD-02, CYAD-03 programs in pipeline. The company owns trademarks and service marks including CELYAD, C-CATH, C_CURE, CATH and C-CATHez and CARDIO 3 BIOSCIENCES. The firm has Cardiology and Immuno-oncology operating segments.",IPO,156679890,USD,156679890
Dualyx,https://www.crunchbase.com/organization/dualyx,"Biotechnology, Health Care, Medical","Ghent, Oost-Vlaanderen, Belgium",Dualyx engages in the discovery and development of biologicals for the treatment of autoimmune and rare diseases.,"35,809",,Active,2021-01-01,year,,,,,For Profit,https://www.dualyx.com/,Dualyx engages in the discovery and development of biologicals for the treatment of autoimmune and rare diseases.,Early Stage Venture,40000000,EUR,43494004
Amyl Therapeutics,https://www.crunchbase.com/organization/amyl-therapeutics,"Biotechnology, Health Care, Life Science, Medical","Liège, Liege, Belgium",Amyl Therapeutics is a preclinical stage biotechnology company.,"39,649",$1M to $10M,Active,2020-11-01,month,,,,,For Profit,https://www.amyltx.com,"Amyl Therapeutics is a preclinical stage biotechnology company. Amyl Therapeutics uses a novel mechanism to bind to the amyloid fold of toxic protein aggregates of various types, including antibody light chain (AL) or transthyretin (TTR) aggregates, which accumulate in peripheral organs to cause systemic amyloidosis diseases, but also amyloid-β (Aβ), Tau, and α-synuclein aggregates, which accumulate in the brain to cause Alzheimer's and Parkinson's diseases.",Early Stage Venture,29700000,EUR,34393625
BOTALYS,https://www.crunchbase.com/organization/botalys,"AgTech, Biotechnology, Dietary Supplements, Health Care, Nutraceutical, Wellness","Ghislenghien, Hainaut, Belgium","We seek wild precision for the Nutraceutical industry by developing pristine bioactive botanicals, using indoor farming.","43,489",,Active,2011-02-18,day,,,,,For Profit,https://botalys.com,"OUR MISSION We are Botanical Explorers seeking the next frontier of plant health benefits while preserving wild biotopes. We firmly believe that medicinal plants deserve a new standard of uncompromising quality, and we are committed to explore their health potential further while respecting the planet. Hence, our two core values: Explore & Respect. OUR VISION Indoor Precision Farming offers a unique opportunity to sustainably grow potent medicinal plants. We have developed our own indoor farming approach under ultra-clean conditions. Our cultivation facilities are one of the largest vertical farms in Europe. There, by optimizing the growth environment, we ensure that our botanicals reach their full potential in terms of Health benefits, bringing full-spectrum product to the next level, and combining Wild Quality with Lab purity. OUR PRODUCT With more than 3000 years of medicinal tradition and more than 5000 scientific publications about its health benefits, Korean red ginseng (Panax ginseng CA Meyer) is, without a doubt, the most precious and revered medicinal plant in the world. At BOTALYS, we are shaping its molecular profile, making our full-spectrum ginseng root powder comparable to a 20 years old wild Korean ginseng specimen. And ginseng is just the first botanical milestone of our journey…",Early Stage Venture,15713168,EUR,16874875
MRM Health NV,https://www.crunchbase.com/organization/mrm-health-nv,"Biotechnology, Health Care, Pharmaceutical","Ghent, Oost-Vlaanderen, Belgium",MRM Health NV is a biopharmaceutical company focused on the discovery and development of therapeutics based on the human microbiome.,"45,935",,Active,2020-01-01,year,,,,,For Profit,https://www.mrmhealth.com/,"MRM Health NV, is a biopharmaceutical company focused on the discovery and development of innovative therapeutics based on the human microbiome. MRM Health was incorporated early 2020 by MRM Technologies, a Center of Expertise for microbiome research based in the biotech cluster in Ghent, in a joint venture with the Flemish Institute of Biotechnology (VIB), an excellence-based entrepreneurial life sciences research institute in Flanders, Belgium, that focuses on translating basic scientific results into pharmaceutical, agricultural and industrial applications.",,16000000,EUR,17243486
reMYND,https://www.crunchbase.com/organization/remynd,"Biotechnology, Clinical Trials, Manufacturing, Medical","Leuven, Vlaams-Brabant, Belgium",reMYND drives the development of disease-modifying treatments against protein misfolding disorders.,"48,666",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,https://www.remynd.com/,"Their Contract Research Organization (CRO) helps their clients assess the effects of their experimental Alzheimer treatments in their proprietary mouse models. They serve the majority of the Top 10 pharmaco’s worldwide with clients in the US, Europe and Japan. They have provided pivotal in-vivo proof-of-concept data for several candidate drugs currently in clinical development, and work actively together with Dr. Sugimoto, the inventor of Aricept.",Early Stage Venture,24000000,EUR,28249705
EsoBiotec,https://www.crunchbase.com/organization/esobiotec-7c2d,Biotechnology,"Mont-saint-guibert, Brabant Wallon, Belgium",soBiotec is a Belgian biotechnology business focused on the discovery of novel cancer therapies.,"49,453",,Active,2020-01-01,year,,,,,For Profit,https://www.esobiotec.com/,EsoBiotec is a Belgian biotechnology business focused on the discovery of novel cancer therapies.EsoBiotec's objective is to enable the human body to fight cancer by delivering 'in vivo' cell engineering to patients.,Early Stage Venture,11000000,EUR,12576752
NeuVasQ,https://www.crunchbase.com/organization/neuvasq,"Biotechnology, Medical, Pharmaceutical","Gosselies, Hainaut, Belgium",NeuVasQ is a pharmaceutical restoration company.,"49,721",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://neuvasq.com/,"NeuVasQ is developing drugs to restore blood-brain barrier function in acute neurological disorders such as stroke and epilepsy, as well as neurodegenerative diseases such as Alzheimer's. It is based on discoveries about the molecular mechanisms that keep the blood-brain barrier intact (BBB). The BBB regulates the exchange of information between the vascular and central nervous systems (CNS). Increased BBB permeability, whether due to age or injury, plays a role in many neurological conditions by allowing harmful blood substances to enter the CNS. Many neurodegenerative disorders, such as Alzheimer's, as well as a variety of acute neurological conditions, such as stroke and epilepsy, are associated with BBB dysfunction.",Early Stage Venture,20000000,EUR,23856441
moveUP,https://www.crunchbase.com/organization/moveup,"Biotechnology, Health Care, Medical, Medical Device, mHealth, Therapeutics","Brussels, Brussels Hoofdstedelijk Gewest, Belgium",MoveUP provides digital therapeutic services.,"49,912",,Active,2015-11-27,day,,,,,For Profit,https://www.moveup.care,"moveUP develops and commercialise digital therapeutics solutions. Its closed loop system enables high compliance, better outcome and satisfaction. It uses continuously collected data to directly personalise the treatment of the patient. Its first therapy treats orthopaedic patients undergoing a joint surgery. It has CE medical device & ISO 13485 certification.",Seed,6374137,EUR,7390141
UgenTec,https://www.crunchbase.com/organization/ugentec,"Biotechnology, Hospital, Medical","Hasselt, Limburg, Belgium",UgenTec delivers an independent diagnostic platform to help molecular labs with their DNA (PCR) analyses.,"51,018",$10M to $50M,Active,2014-01-01,year,,,,,For Profit,http://ugentec.com,"Located on the Corda Campus in Hasselt and actively supported by iMinds and EIT-ICT labs, UgenTec is one of the fastest growing companies of the region. We received multiple awards and scientific and innovation recognitions for our innovative market approach and our paradigm-shifting algorithm innovations.   UgenTec delivers an independent diagnostic platform to help molecular labs with their DNA (PCR) analyses. For every real-time PCR device we can perform a standardized, automated and certified interpretation of all PCR assays. Without additional training a lab technician can reduce the analysis time of a sample set from 1.5 hours to 3 minutes and this with a higher reliability. Thus we spectacularly improve the efficiency of labs and provide the patient with a higher diagnostic certainty.",Early Stage Venture,11150000,EUR,13138586
Bone Therapeutics,https://www.crunchbase.com/organization/bone-therapeutics,"Biotechnology, Health Care, Health Diagnostics","Gosselies, Hainaut, Belgium",Bone Therapeutics is a biopharmaceutical company developing cell therapy products for the treatment of osteo-articular diseases.,"51,363",Less than $1M,Active,2006-01-01,year,2015-02-13,day,,,For Profit,http://www.bonetherapeutics.com,"Bone Therapeutics is a international biopharmaceutical company focused on innovative cell therapy products for the treatment of bone diseases. Utilizing the Company's unique knowledge of the bone/joint physiology and long-standing expertise in cell therapy and cell transplantation, Bone Therapeutics has created a fully integrated business with an advanced product pipeline comprising novel bone cell products, tailored in-house production methods, and minimally invasive treatment techniques.",M&A,68550000,EUR,82000424
Novadip Biosciences,https://www.crunchbase.com/organization/novadip-biosciences,"Biotechnology, Health Care, Medical, Therapeutics","Mont-saint-guibert, Brabant Wallon, Belgium",Novadip is transforming the lives of patients using its unique “3M3” tissue regeneration technology platform.,"51,439",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.novadip.com/,"Novadip Biosciences, an advanced biopharmaceutical company focused on new generation of therapies from adipose stem cells adapted to hard and soft tissues reconstruction.",Early Stage Venture,87000000,EUR,92797911
Diagenode,https://www.crunchbase.com/organization/diagenode,"Biotechnology, Health Diagnostics, Life Science","Liège, Liege, Belgium",Diagenode is a company providing solutions in biological sample preparation and more.,"53,647",$1M to $10M,Active,2003-01-01,year,2021-03-01,day,,,For Profit,https://www.diagenode.com,"Diagenode is an international life sciences company that develops and commercializes innovative instruments and reagents systems for life science research and molecular diagnostics. Founded in 2003 in Liege (Belgium), Diagenode is a global company, with headquarters in Liege, Belgium and Sparta, NJ, USA. Diagenode also has a local sales office in the United Kingdom to better serve this specific country. Diagenode's customers include leading epigenetics researchers, academic institutions, high-profile genome centers and core labs, life sciences tools companies, molecular diagnostics players, and pharmaceutical and biotechnology companies. Epigenetics Division",M&A,7500000,EUR,8487014
Flamingo Therapeutics,https://www.crunchbase.com/organization/flamingo-therapeutics,"Biopharma, Biotechnology, Oncology","Leuven, Vlaams-Brabant, Belgium",Flamingo Therapeutics is pioneering RNA-targeted therapies for oncology.,"56,845",,Active,2020-01-01,year,,,,,For Profit,https://flamingotx.com/,Flamingo Therapeutics is pioneering RNA-targeted therapies for oncology.,,1700000,EUR,1860726
Montis Biosciences,https://www.crunchbase.com/organization/montis-biosciences,"Biotechnology, Oncology, Therapeutics","Meise, Vlaams-Brabant, Belgium",Montis Biosciences is develops novel immune-oncology therapeutics targeting the intersection between vascular dysfunction.,"56,909",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.montisbio.com/,Montis Biosciences is develops novel immune-oncology therapeutics targeting the intersection between vascular dysfunction and immune suppression to treat solid tumours.,Seed,9400000,EUR,10273900
Ziphius,https://www.crunchbase.com/organization/ziphius,"Biotechnology, Medical, Pharmaceutical","Merelbeke, Oost-Vlaanderen, Belgium",Ziphius Vaccines is a biopharmaceutical company dedicated to developing next-generation vaccines for the prevention of infectious diseases.,"57,422",,Active,2019-01-01,year,,,,,For Profit,https://www.ziphius.org/,Ziphius Vaccines is a biopharmaceutical company dedicated to developing next-generation vaccines for the prevention of infectious diseases.,Early Stage Venture,29300000,EUR,35888083
Syndesi Therapeutics,https://www.crunchbase.com/organization/syndesi-therapeutics,"Biotechnology, Health Care, Pharmaceutical","Louvain-la-neuve, Vlaams-Brabant, Belgium",Syndesi Therapeutics develops a drug candidate for the treatment of consecutive cognitive disorders of various neurological conditions.,"58,517",Less than $1M,Closed,2018-01-01,year,2022-03-01,day,,none,For Profit,https://www.syndesitherapeutics.com/,"Syndesi Therapeutics is developing molecules that uniquely modulate the synaptic vesicle protein SV2A, which plays a central role in synaptic transmission (the communication between neurons in the brain). Regulating synaptic transmission represents a promising approach to treating Alzheimer’s Disease and other disorders with cognitive impairment. Syndesi has an exclusive license to its platform technology from UCB, the leading company in SV2A research.",M&A,26200000,EUR,31919159
Santero Therapeutics,https://www.crunchbase.com/organization/santero-therapeutics,"Biotechnology, Health Care, Therapeutics","Charleroi, Hainaut, Belgium",Santero Therapeutics seeks to provide novel medications with fresh modes of action that combat diseases with high resistance.,"61,122",,Active,2021-01-01,year,,,,,For Profit,http://www.santero.be/,Santero Therapeutics seeks to provide novel medications with fresh modes of action that combat diseases with high resistance. Santero develops antimicrobials with novel modes of action to combat the rise of antibiotic-resistant microorganisms.,Early Stage Venture,8000000,EUR,8625644
