Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Lynx Analytics,https://www.crunchbase.com/organization/lynx-analytics,"Analytics, Big Data, Information Technology, Machine Learning, Predictive Analytics","Singapore, Central Region, Singapore",Lynx Analytics is a predictive analytics outlet run by quantitative marketing scientists and industry experienced data scientists.,"50,204",Active,2010-01-01,year,,,,,For Profit,http://www.lynxanalytics.com/,"Lynx Analytics is a predictive analytics outlet run by quantitative marketing scientists and industry experienced data scientists.  The company's focus on (Big) Data and (Big) Analytics industry challenges, coupled with our expert RnD team with 10+ years of Google and startup experience in optimizing algorithms and productizing predictive engines have yielded a unique and efficient analytics process. Furthermore, our teams' qualifications are worldwide, including Professors, PhD.s, MScs, and MBAs from Berkeley, Columbia, Corvinus, INSEAD, and NUS, as well as experience in managing analytical modeling teams at prestigious companies such as T-Mobile or GE Money. It is the combination of our insightful frameworks, product development capabilities, and these qualifications which are the true value of Lynx's proposition.",,10000000,USD,10000000
Impact Investment Exchange (IIX),https://www.crunchbase.com/organization/impact-investment-shujog,Non Profit,"Singapore, Central Region, Singapore",Impact Investment Exchange (IIX) prepare Social Enterprises (SEs) in Asia-Pacific to have the organizational and fiscal accountability,"54,957",Active,2010-01-01,year,,,,,For Profit,https://www.iixfoundation.org,Impact Investment Exchange (IIX) prepare Social Enterprises (SEs) in Asia-Pacific to have the organizational and fiscal accountability.,,1200000,SGD,885240
Biobot Surgical Pte Ltd,https://www.crunchbase.com/organization/biobot-surgical-pte-ltd,"Finance, Health Care, Medical Device","Singapore, Central Region, Singapore",Biobot Surgical is a global technology provider in minimally-invasive robotic healthcare solutions.,"60,569",Active,2010-01-01,year,,,,,For Profit,https://biobotsurgical.com,,,5200000,USD,5200000
Littlemore Innovation Labs,https://www.crunchbase.com/organization/littlemore-innovation-labs,"Education, Information Services, Information Technology, Professional Services","Singapore, Central Region, Singapore",A education technology company based in Singapore.,"63,357",Active,2010-01-01,year,,,,,For Profit,http://www.littlemoreinnovation.com/,"Littlemore Innovation Labs is a Singapore based EdTech company.Their vision is to work with the world’s leading educational institutions to transform the examinations process by enabling end-to-end paperless examinations. With a full fledged development center in Chennai, co-located with the IIT Madras Research Park, they are  bringing large efficiencies to the education system in both developed and developing countries. This passion to define solutions to challenging issues in the education sector is shared by Littlemore’s entire team, each of whom has substantial experience in in EdTech.",,200000000,INR,3112366
Novena Global Healthcare Group,https://www.crunchbase.com/organization/novena-global-healthcare-group,Health Care,"Singapore, Central Region, Singapore",Novena Global Lifecare is a unique integrated Healthcare platform.,"64,796",Closed,2010-01-01,year,,,,none,For Profit,http://novenalifecare.com/,,Private Equity,20000000,USD,20000000
Acumen Research Laboratories,https://www.crunchbase.com/organization/acumen-research-laboratories,"Medical, Medical Device","Bukit Merah, Central Region, Singapore",Acumen Research Laboratories is a contract research organization that provides a comprehensive range of customized contract R&D services.,"69,630",Active,2010-01-01,year,,,,,For Profit,http://www.acumen-research.com/,"Acumen Diagnostics is a Singapore-grown, award-winning medical technology company. It is fully integrated with functions in research and development, manufacturing, as well as commercialization of molecular diagnostics by distribution as well as conducting clinical laboratory testing services for (including but not limited to) infectious diseases, cancer, and COVID-19. It has also actively established frontline services such as COVID-19 on-site swabbing operations.",,29400000,SGD,21663044
Sabana Real Estate Investment Management Pte.,https://www.crunchbase.com/organization/sabana-real-estate-investment-management-pte,"Real Estate, Real Estate Investment","Singapore, Central Region, Singapore",Sabana Real Estate Investment Management invests in income-producing real estate used for industrial purposes and in real estate assets.,"93,021",Active,2010-01-01,day,2011-10-21,day,,,For Profit,http://www.sabana-reit.com/,"Sabana Real Estate Investment Management has four industrial property segments that include high-tech industrial, chemical warehouse and logistics, warehouse and logistics, and general industrial. It invests in income-producing real estate used for industrial purposes and real estate-related assets.",IPO,100000000,USD,100000000
Cento Ventures,https://www.crunchbase.com/organization/cento-ventures,"Finance, Financial Services, Venture Capital","Singapore, Central Region, Singapore",Helping digital entrepreneurs achieve their regional ambitions in Southeast Asia and other growth markets.,"97,083",Active,2010-01-01,year,,,,,For Profit,http://www.cento.vc,"Cento Ventures is a venture capital firm specialised in under-invested emerging digital markets, primarily Malaysia, Thailand, Indonesia, the Philippines and Vietnam. Since 2011, we have been backing digital companies that blend local insights with proven digital business models. We support entrepreneurs in their ambition to build companies that are regional leaders in Southeast Asia. Cento is a Series A investor, committing on average US$1M initially, and up to US$4M over the lifetime of each investment.",,,,
QT Vascular,https://www.crunchbase.com/organization/qt-vascular,"Health Care, Innovation Management, Therapeutics","Singapore, Central Region, Singapore",A global company that develops new and differentiated therapeutic solutions .,"100,474",Active,2010-01-01,year,2014-05-09,day,,,For Profit,https://qtvascular.com/,QT Vascular is a global company engaged in the development and commercialization of innovative devices for the minimally invasive treatment of vascular disease without the use of permanent implants (stents). QT Vascular is a Singapore-incorporated company focused on designing advanced therapeutic solutions for the treatment of complex vascular disease. Quattro Vascular was incorporated in 2010 to support the development of Chocolate® – the first interventional medical device developed in Singapore to receive FDA approval.,IPO,620000,SDG,88391
OUE Lippo Healthcare (OUELH),https://www.crunchbase.com/organization/oue-lippo-healthcare-ouelh,"Health Care, Real Estate","Singapore, Central Region, Singapore",Asia’s largest and most diversified conglomerates.,"116,279",Active,2010-01-01,year,2013-07-19,day,,,For Profit,http://www.ouelh.com/,"OUE Lippo Healthcare Limited (“OUELH”) is a subsidiary company of OUE Limited (“OUE”) and is listed on the Catalist Board of Singapore Exchange Securities Trading Limited. OUE and OUELH are member companies of Lippo Group, one of the Asia’s largest and most diversified conglomerates with close to 20 listed companies across Asia and serving over 60 million customers annually.",IPO,78800000,SGD,59273835
PrIME Biologics,https://www.crunchbase.com/organization/prime-biologics,"Biotechnology, Health Care, Therapeutics","Singapore, Central Region, Singapore",PrIME Biologics Pte Limited develops a disposable procedure,"138,304",Active,2010-01-01,year,,,,,For Profit,http://primebiologics.com,PrIME Biologics is a Singapore-based biotech company that has developed a disposable therapeutic plasma manufacturing process based on PrIME technology—Preparative Isolation by Membrane Electrophoresis. PrIME is pioneering this technique in its plasma manufacturing plant in Singapore to address the US$1 billion Asian plasma derivative market.,,16000000,SGD,12557716
Aligned Biz,https://www.crunchbase.com/organization/aligned-biz,"Financial Services, Insurance, InsurTech","Singapore, Central Region, Singapore",Aligned Biz provides digital insurance solutions.,"164,878",Active,2010-01-01,year,,,,,For Profit,http://alignedbiz.com,"Aligned Business has built and launched Origami, an end-to-end insurance platform that allows insurance companies and their distribution networks to fast configure on-demand digital insurance products in any language - changing today's costly and slow insurance product to market processes and delivering rapid digital transformation for insurance entities that operate multiline insurance products across geographic markets.",Seed,60000,USD,60000
Lets Corp,https://www.crunchbase.com/organization/lets-corp,"Architecture, Business Information Systems, Information Technology, Software","Singapore, Central Region, Singapore","Lets Corp, head quartered in Singapore is a revolutionary enterprise in architecting new frontiers of business and technology.","167,711",Active,2010-01-01,year,,,,,For Profit,http://www.letscorp.com/,"Lets Corp is a revolutionary enterprise in architecting new frontiers of business and technology.Promoted by leaders from Fortune100 companies, Lets Corp helps clients in diverse industries enhance performance, comply with complex regulations, reduce costs, recover from distress, leverage cutting-edge technology and stimulate growth. The Company teams with its clients to deliver sustainable and measurable results.",Seed,3000000,USD,3000000
Glocalink,https://www.crunchbase.com/organization/glocalink,,"Singapore, Central Region, Singapore",Glocalink provides seed funding and comprehensive support for emerging science & technology entrepreneurs.,"186,159",Active,2010-01-01,year,,,,,For Profit,https://en.glocalink.com/,"Glocalink provides seed funding and comprehensive support for emerging science & technology entrepreneurs. Members of Glocalink have extensive experiences of bringing laboratory technologies to the market. On top of seed funding, we will provide comprehensive supports for overcoming all the hurdles that science / technology entrepreneurs face.",,,,
Novo Tellus Capital Partners,https://www.crunchbase.com/organization/novo-tellus-capital-partners,"Finance, Financial Services, Venture Capital","Singapore, Central Region, Singapore",Novo Tellus Capital Partners is a private equity firm that makes primarily control buyout investments in small and medium-sized companies,"188,140",Closed,2010-01-01,year,,,,none,For Profit,http://novotellus.com,"Novo Tellus Capital Partners is a private equity firm that makes primarily control buyout investments in small and medium-sized companies in Southeast Asia. The firm invests in a range of transaction types, including: privatizations, management buyouts, recapitalizations, corporate spin-outs, control PIPEs, and growth equity. It adopts “buy and build” investment approach, and seeks to create value by bringing its team’s extensive company-building experience to its portfolio platforms. It seeks to invest in information technology, industrial manufacturing, healthcare and clean technology sectors. The firm works in partnership with experienced management teams and business owners to grow their businesses organically, as well as through strategic acquisitions and regional & global market entry. Novo Tellus Capital Partners was founded in 2010, and is based in Singapore with office in Beijing, China.",,,,
Aspire NXT,https://www.crunchbase.com/organization/aspire-nxt,"Information Technology, Software","Singapore, Central Region, Singapore",IT Services,"193,102",Active,2010-01-01,day,,,,,For Profit,http://www.aspirenxt.com,"Aspire Nxt was born in 2010 to help organisations with their IT requirements. Over the years, we have lived up to our promise and at the same time grown into an organisation that we are proud of. Our mission, today, is to deliver the best in the business by curating a culture of mutual success.",,,,
Graymatics,https://www.crunchbase.com/organization/graymatics,"Advertising, Image Recognition","Singapore, Central Region, Singapore","Graymatics, a cloud platform, provides digital video and image recognition technology to products within images or video content.","198,202",Active,2010-01-01,year,,,,,For Profit,http://graymatics.com,"Graymatics provide a richly featured Platform as a Service, which is capable of organizing rich media data, based on true content, over the internet, networked video systems & proprietary media sources, optimized for very high scale.",,1800000,USD,1800000
Equentia Natural Resources,https://www.crunchbase.com/organization/equentia-natural-resources,,"Singapore, Central Region, Singapore","EQUENTIA NATURAL RESOURCES (ENR), is a diversified trading and resource company","206,038",Active,2010-01-01,year,,,,,For Profit,http://www.enrsingapore.com,"ENR specialises in providing contractual coal from Indonesian, Australian, South African, and Russian coal miners. From the mine mouth through the stockpile, crusher, barge loading point, and vessel loading stage at anchorage, ENR has a team of field operators checking the quality of the coal at every level of the supply chain. They are surveyed on a regular basis by independent quality agencies such as SGS, Inspectorate, and others. They've put in place strict controls to guarantee that the product isn't contaminated in any way. As a consequence, you constantly receive the quality and grade of coal for which you have contracted, on time and in the amount and quality that you demand.",,,,
The Editor's Market,https://www.crunchbase.com/organization/the-editor-s-market,"E-Commerce, Fashion, Lifestyle, Retail","Bukit Merah, Central Region, Singapore","The Editor’s Market - a lifestyle and design led marketplace for the wardrobe, home and beyond.","206,996",Active,2010-01-01,day,,,,,For Profit,https://www.theeditorsmarket.com/,"The Editor’s Market creates modern essentials for the wardrobe, home and beyond. Since our beginning in 2010, we have grown into a one-stop shopping and lifestyle destination - both online and offline - for timeless staples that last beyond seasonal trends and are designed in an increasingly sustainable manner. Our goal has always been to be a modern market. A market is, first and foremost, a setting where people and products meet. For a decade, we’ve made and curated designs that cater to the contemporary lifestyle of our growing community of diverse women. Now we’ll like to take that a step further: We want our market to be a playground that incites a sense of discovery. An exciting realm from which you can bring home not just new objects to add into your wardrobe or home - but also, new inspirations, possibilities and ways of living.",,,,
Zumata,https://www.crunchbase.com/organization/zumata-ltd,"Artificial Intelligence (AI), Chatbot, Hospitality, Machine Learning, Natural Language Processing, Predictive Analytics, Tourism, Travel, Travel Agency","Singapore, Central Region, Singapore","Zumata is the leading AI and Big Data technology company, offering AI Chatbot Solution to enhance customer experience and boost productivity","214,749",Active,2010-01-01,year,,,,,For Profit,http://www.zumata.com,"Zumata is the leading AI and Big Data technology company, offering AI Chatbot Solutions to enterprises to enhance customer experience and automate work processes to boost productivity.  We have developed and delivered AI Chatbot solutions for Financial Services sector and Hospitality (hotel, travel, MICE) sector.",Seed,,USD,
Fairdesk,https://www.crunchbase.com/organization/fairdesk,"Cryptocurrency, Financial Services, Trading Platform","Singapore, Central Region, Singapore",Fairdesk is a trading platform that enables users to market and invest in any existing cryptocurrencies.,"217,352",Active,2010-01-01,year,,,,,For Profit,https://fairdesk.com,,,,,
Plug and Play Asia Pacific,https://www.crunchbase.com/organization/plug-and-play-asia-pacific,"Automotive, FinTech, Hospitality, InsurTech, Internet of Things, Mobile, Retail Technology, Travel","Singapore, Central Region, Singapore",Plug & Play’s Asia Pacific headquarters is located in Singapore. Launched in 2010 to invest in high tech startups.,"239,234",Closed,2010-01-01,year,,,,none,For Profit,https://www.plugandplayapac.com/,"Plug & Play’s Asia Pacific headquarters is located in Singapore. Their office here was launched in 2010 to invest in high tech startups in the region. Since then they have invested in more than 30 startups and have collaborated with various agencies of the Singapore and Indonesian governments, as well as partnered with multinational and regional corporations to run industry-specific accelerator programs as well as other innovation initiatives.",,,USD,
Integr8 Fuels,https://www.crunchbase.com/organization/integr8-fuels,"Consulting, Marine Technology, Risk Management","Singapore, Central Region, Singapore",Integr8 Fuels provides bunker trading and brokerage services to shipowners and operators that enable them to optimize fuel procurement.,"250,296",Active,2010-01-01,year,,,,,For Profit,http://www.integr8fuels.com,,,,,
TechMatrix,https://www.crunchbase.com/organization/techmatrix,"Cloud Computing, Information Technology","Singapore, Central Region, Singapore",TechMatrix provides cloud computing and IT services and solutions.,"272,754",Active,2010-01-01,day,,,,,For Profit,https://www.techmatrixconsulting.com/,,,,,
FengHe Group,https://www.crunchbase.com/organization/fenghe-group,"Finance, Financial Services","Singapore, Central Region, Singapore",FengHe Group is a  leading Asian investment platform,"305,822",Active,2010-01-01,year,,,,,For Profit,http://www.fenghegroup.com,"F&H welcomes enquiries directly from principals as well as from intermediaries.  If you would like to learn more about F&H Fund Management and how They can add value to your company's financial and business objectives, please contact us directly by entering your details in the fields below and They will contact you at Their earliest convenience.",,,,
Leo Tech,https://www.crunchbase.com/organization/leo-tech,"Consulting, FinTech, Information Technology, Internet, Software","Singapore, Central Region, Singapore","Largest startup studio and venture builder in SE Asia, with over 100 employees and offices in Singapore, London and Yangon.","314,662",Closed,2010-01-01,year,,,,none,For Profit,http://www.leotech.com.sg,"Leo Tech was founded as a software R&D house in 2010, with 4 of us in Singapore. Today the team has grown to over 100 here with more in London and Yangon, working on all kinds of projects - financial risk management dealing with thousands of transactions per second, wearable apps, mobile games…  Leo Tech operates three main areas of business: Consultancy, Startup Studio and Venture Builder.  Consultancy – end to end Software & IT services from developing your idea, the product, launching it and taking care of the infrastructure through a 24/7 service desk. Rapid prototyping to cloud hosting for small business, governments and multinationals like Visa and Blackberry.  Startup Studio – we provide our resources in return for equity. Everything from office space, growth hacking and mentoring through to help with fundraising -but our main contribution is software and IT services. A hybrid of incubator, accelerator and VC.  Venture Builder – ideas that come from within Leo Tech are turned into products and businesses in their own right. A trending video and social sharing app, tracking tools for homeowners and property investors, a network of fintech products connecting the unbanked and affluent to financial institutions and ecommerce in Myanmar.  We work with all kinds of people: governments around Asia, multinationals, startups and NGOs.  As well as the usual design-build-deliver projects, we own products (a video sharing network for example, fintech for developing economies..) invest resources in return for equity (we have five of those), while still working on rapid development and prototyping for start-ups and global brands like Visa and Blackberry.",,,,
Oaxis,https://www.crunchbase.com/organization/oaxis,"Consumer Electronics, Electronics, Health Care","Woodlands, North Region, Singapore",We believe good design and technology can do more for you. Every OAXIS product aims to bring more value into your life.,"315,666",Active,2010-01-01,year,,,,,For Profit,http://oaxis.com/,"An award-winning technology company, OAXIS is a known leader in the consumer electronics space for their innovative products and software platforms.  Established in Singapore, OAXIS’ focus is to empower users to both make healthier choices and make them much easier, with wellness technology that easily integrates into an active lifestyle. OAXIS is currently owned by Gajah and has previously been recognized for the award-winning InkCase, a second screen for smartphones.",Early Stage Venture,,USD,
AccelerAsia,https://www.crunchbase.com/organization/accelerasia,"Business Development, Consulting","Singapore, Central Region, Singapore",AccelerAsia provides rapidly growing companies with Business Development activities in Asia.,"329,923",Active,2010-01-01,year,,,,,For Profit,http://www.accelerasia.com,"AccelerAsia capitalises on the rapidly expanding market opportunities in South East Asia, providing fast growing companies with acceleration and incubation activities in the region.  AccelerAsia provides access to a well developed regional partnership ecosystem of large multinationals, local brands, entrepreneurs, investors, universities and government institutions.  What makes AccelerAsia unique is that they always roll up their sleeves and work as an extension of the companies they work with. AccelerAsia actually go out and do deals on behalf of their clients, as opposed to being advisors or consultants. Similar to the entrepreneurs they work with, they like to take risks and always get part of their remuneration in equity and/or revenue share.",,,,
Numerical Technologies,https://www.crunchbase.com/organization/numerical-technologies,"Information Technology, Software","Singapore, Central Region, Singapore",Numerical Technologies is a financial risk management software company and a consulting firm.,"330,093",Active,2010-01-01,year,,,,,For Profit,http://www.numtech.com/,"Numerical Technologies is a software company for financial services. They provide services that include parallel monte carlo simulation and financial modelling services. Their customers' inquiries are addressed through phone, email, and online applications.",Seed,,USD,
LenddoEFL,https://www.crunchbase.com/organization/lenddoefl,"Analytics, Financial Services","Singapore, Central Region, Singapore",LenddoEFL is an analytics company that offers alternative data credit scoring and verification to emerging market lenders.,"332,594",Closed,2010-01-01,year,,,2021-07-01,month,For Profit,https://lenddoefl.com/,,,,,
Shinon Healthcare,https://www.crunchbase.com/organization/shinon-healthcare,"Consulting, Health Care, Medical","Singapore, Central Region, Singapore","Shinon Global offers medical value travel, healthcare consultancy, and medical assistance services.","333,769",Active,2010-01-01,year,,,,,For Profit,https://shinonglobal.com,,,,,
ThirdRock Group,https://www.crunchbase.com/organization/thirdrock-group,,"Singapore, Central Region, Singapore","Leading independent investment management, private equity group, based in Singapore","335,904",Active,2010-01-01,year,,,,,For Profit,http://www.thirdrockgrp.com/,,,,,
Gamnat,https://www.crunchbase.com/organization/gamnat,Financial Services,"Singapore, Central Region, Singapore",An investment firm managed by Singapore sovereign wealth fund GIC.,"345,419",Active,2010-01-01,year,,,,,For Profit,,,,,,
Startupbootcamp FinTech Singapore,https://www.crunchbase.com/organization/startupbootcamp-fintech-singapore,"Banking, Financial Services, FinTech, Social Entrepreneurship","Singapore, Central Region, Singapore","Startupbootcamp FinTech is the leading accelerator focused on financial innovation, providing funding, mentorship, in Singapore","346,797",Active,2010-01-01,year,,,,,For Profit,https://www.startupbootcamp.org/accelerator/fintech-singapore/,"Startupbootcamp FinTech is the leading accelerator focused on financial innovation, providing funding, mentorship, office space in the heart of  Singapore and access to a global network of investors and VCs, for up to 10 selected FinTech startups. Over 3 months, the selected startups collaborate with 200+ mentors, partners, and investors to build world class FinTech products, with the ultimate goal of becoming industry leading companies. Startupbootcamp FinTech Singapore is offering - Extensive mentorship from 200+ entrepreneurs, investors, and partners - Access to top markets in Europe, US and APAC - 3+1 months free office space - SGD24,500 in cash per team - SGD800,000+ in partner services - Exposure to 200+ Angels & VCs - Invitation to Startupbootcamp global alumni network and growth program In return they ask for 8% equity. All contracts are simple, transparent, and available for all to see.",,,USD,
ceEntek,https://www.crunchbase.com/organization/ceentek,"Building Material, Manufacturing, Nanotechnology","Jurong West, West Region, Singapore",ceEntek develops carbon nano-fibers enhanced ultrahigh performance concrete.,"350,618",Active,2010-01-01,day,,,,,For Profit,https://ceentek.com/,,,,,
BXR Partners LLP,https://www.crunchbase.com/organization/bxr-partners-llp,"Finance, Financial Services, Venture Capital","Singapore, Central Region, Singapore",BXR Partners LLP is a venture capital company located in United Kingdom.,"355,500",Active,2010-01-01,year,,,,,For Profit,http://www.bxrgroup.com/bxr-partners.php,"BXR Partners is the BXR Group’s investment advisory arm, primarily responsible for: identifying suitable investment opportunities; structuring and executing acquisitions and disposals; and providing strategic guidance and financial expertise to the portfolio companies. Services are provided exclusively for BXR Group and related parties. BXR Partners comprises advisory entities with offices in London, Budapest and Singapore.",,,,
Seven Oceans,https://www.crunchbase.com/organization/seven-oceans,"Marine Technology, Marine Transportation, SaaS, Shipping","Singapore, Central Region, Singapore",Seven Oceans is a leading global commercial shipping & freight management enterprise solution.,"363,357",Active,2010-01-01,year,,,,,For Profit,https://sevenoceans.world/,"Seven Oceans produces world-class maritime and shipping software. The company is HQ-ed in Singapore with a global footprint. The company has produced the world's most revolutionary commercial shipping software (Voyage Management System) that redefines the way all shipping software applications are written, delivered, and supported. Our clients include ship owners, operators, charterers/traders and brokers. We cater to all commercial, management and accounting needs.  Email hello@sevenoceans.world, to book a free info session.",,,,
