Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Shinryo,https://www.crunchbase.com/organization/shinryo-2e6e,"Industrial, Industrial Engineering, Oil and Gas","Kuala Lumpur, Kuala Lumpur, Malaysia","Shinryo is an international engineering company specializing in the planning, design and engineering services.","1,015,017",Active,2001-01-01,year,,,,,For Profit,,"Shinryo is an international engineering company specializing in the design, engineering, procurement, construction and commissioning of district cooling plants and cogeneration plants. The company was founded in 2001and is headquartered in Kuala Lumpur, Malaysia.",,,,
JYC Battery,https://www.crunchbase.com/organization/jyc-battery,"Battery, Electronics, Manufacturing","Puchong Batu Dua Belas, Selangor, Malaysia",JYC Battery is a firm that manufactures and supplies storage batteries which is used for industrial and general purpose.,"1,019,607",Active,2000-01-01,year,,,,,For Profit,https://www.jycbattery.com/,,,,,
Cepatwawasan Group,https://www.crunchbase.com/organization/cepatwawasan-group,"Energy, Management Consulting, Oil and Gas","Sandakan, Sabah, Malaysia","Cepatwawasan Group involves in the production, sales, and processing of oil palm products.","1,022,704",Active,2001-01-11,day,2001-10-24,day,,,For Profit,http://cepatgroup.com/,"Cepatwawasan Group engages in oil palm cultivation, milling, quarrying, and sales of oil palm products. They reuse their waste materials from production, including solid wastes and POME from palm oil mills, to create power. The business runs a biogas power plant that uses the methane gas collected from POME as fuel to produce electricity. They also run a biomass power plant that produces electricity by burning solid wastes such as oil palm shells, mesocarp fibers, and empty fruit bunches.",IPO,,,
Suntrack,https://www.crunchbase.com/organization/suntrack,"Commercial Real Estate, Property Development, Real Estate","Selangor, Selangor, Malaysia",Suntrack is a real estate company that engages with property development.,"1,028,611",Active,2002-01-01,year,,,,,For Profit,https://suntrack.com.my,,,,,
iEnterprise Online,https://www.crunchbase.com/organization/ienterprise-online,"Analytics, Big Data, CRM, Information Technology, Software","Petaling Jaya, Selangor, Malaysia",iEnterprise Online is an IT company that provides analytical business solutions.,"1,041,119",Active,2000-01-01,year,,,,,For Profit,http://ieol.com.my,,,,,
SiP Technology,https://www.crunchbase.com/organization/sip-technology,"Electronics, Industrial, Semiconductor","Taman Bukit, Johor, Malaysia","SiP Technology designs, manufactures, and assembles electronics and semiconductors.","1,044,961",Active,2004-01-01,year,,,,,For Profit,https://sip-technology.com,,,,,
UKM Kesihatan,https://www.crunchbase.com/organization/ukm-kesihatan,"Education, Health Care, Medical","Kuala Lumpur, Kuala Lumpur, Malaysia",UKM Kesihatan provides healthcare and education services.,"1,045,786",Active,2001-01-01,year,,,,,For Profit,https://www.ukmk.com.my,,,,,
WZ Satu,https://www.crunchbase.com/organization/wz-satu,"Civil Engineering, Construction, Real Estate","Kuala Lumpur, Kuala Lumpur, Malaysia",WZ Satu is engaged in civil engineering and building contractor company and undertakes infrastructure development projects,"1,046,328",Active,2004-01-01,year,2008-01-02,day,,,For Profit,http://www.wzs.my,,IPO,,,
SandFil International,https://www.crunchbase.com/organization/sandfil-international,"Human Resources, Professional Services, Recruiting","Klang, Selangor, Malaysia",SandFil International is an employee performance management solutions company. It is focused on establishing a better sustainable.,"1,053,385",Active,2003-01-01,year,,,,,For Profit,https://sandfil.com,"SandFil International is an employee performance management solutions company. It is focused on establishing a better sustainable high-performance culture in the businesses that they engage with. They build, grow, enhance and maximize the performance of their talent pool to sustain long-term growth. It is specialized in talent management solutions, training management solutions, and more.",,,,
Dynaciate Engineering,https://www.crunchbase.com/organization/dynaciate-engineering,"Civil Engineering, Manufacturing","Pasir Gudang, Johor, Malaysia","Dynaciate Engineering is a manufacturer of stainless steel pipes, tubes, bars, and other ferrous and non-ferrous metal products.","1,057,371",Active,2002-05-01,day,,,,,For Profit,https://dynaciate.com.my/,,,,,
Clinelle,https://www.crunchbase.com/organization/clinelle,"Retail, Shipping","Shah Alam, Selangor, Malaysia",Clinelle committed to developing products without the 1600 known harmful ingredients that may cause skin irritation and premature aging.,"1,059,169",Active,2004-01-01,year,,,,,For Profit,https://clinelle.com/,,,,,
Goodmaid Chemicals,https://www.crunchbase.com/organization/goodmaid-chemicals,"Chemical, Industrial Manufacturing, Manufacturing","Petaling Jaya, Selangor, Malaysia",Goodmaid Chemicals is a manufacturer and distributor of household cleaning products locally and internationally.,"1,060,034",Active,2001-01-01,year,,,,,For Profit,https://www.goodmaid.net,,,,,
MyCrypto,https://www.crunchbase.com/organization/mycrypto-be00,"Advice, Cyber Security, Information Technology, Internet","Shah Alam, Selangor, Malaysia",MyCrypto is a cyber security and resiliency advisory firm that provides end-to-end cyber assurance services and solutions.,"1,060,147",Active,2002-01-01,year,,,,,For Profit,https://www.secureinsight.my/,,,,,
Sigma Water,https://www.crunchbase.com/organization/sigma-water,"Machinery Manufacturing, Water","Puchong, Selangor, Malaysia",Sigma Water is industrial water and waste water treatment company with repeated success in delivering industrial water treatment systems.,"1,060,710",Active,2004-01-01,year,2020-09-21,day,,,For Profit,https://sigmawater.net/,Sigma Water is industrial water and wastewater treatment company with repeated success in delivering industrial water treatment systems.,M&A,,,
Jalan-Jalan Cari Makan,https://www.crunchbase.com/organization/jalan-jalan-cari-makan,"Food and Beverage, TV","Kuala Lumpur, Kuala Lumpur, Malaysia",Jalan-Jalan Cari Makan is Malaysia’s most popular food travelogue.,"1,063,074",Active,2000-01-01,day,,,,,For Profit,http://www.jalanjalancarimakan.com.my,,,,,
Dentalpro,https://www.crunchbase.com/organization/dentalpro-54fa,"Cosmetic Surgery, Dental, Health Care, Health Diagnostics, Medical","Damansara, Kuala Lumpur, Malaysia","Dentalpro provides cosmetic, general, and preventive dentistry.","1,068,662",Active,2003-01-01,year,,,,,For Profit,https://www.dentalpro.org,"Dentalpro provides dental treatments. Their services include cosmetic, general, and preventive dentistry, diagnostics, restorative dentistry, oral and oral-maxillofacial surgery, orthodontic specialist, sedation dentistry, pediatric dental care, and periodontics, dental veneers, teeth whitening, and gum contouring, stable and durable tooth restorations, solutions crown and bridge.",,,,
The Weststar Group,https://www.crunchbase.com/organization/the-weststar-group,"Automotive, Construction, Food and Beverage, Insurance","Ampang, Selangor, Malaysia","The Weststar Group specializes in offshore aviation, general aviation, and automotive businesses.","1,068,903",Active,2003-01-01,year,,,,,For Profit,https://www.weststar.com.my,"The Weststar Group operates as a multinational company. Their businesses include offshore aviation, general aviation, automotive, defence, ICT, insurance, food and beverages, property, construction, and more.",,,,
BeanSE,https://www.crunchbase.com/organization/beanse,"Apps, Consulting, E-Commerce, Social Media Marketing, Web Development","Puchong, Selangor, Malaysia","BeanSE provides web development, e-commerce, mobile apps, SEO, social media marketing, and payment gateway solutions.","1,072,971",Active,2000-01-01,year,,,,,For Profit,https://www.beanse.com/,,,,,
JKS,https://www.crunchbase.com/organization/jks-engineering,"Industrial, Industrial Automation, Manufacturing","Klang, Selangor, Malaysia",JKS provides industrial cleaning and automation solutions.,"1,073,649",Active,2000-01-01,year,,,,,For Profit,https://jkseng.com,,,,,
GME Carbon,https://www.crunchbase.com/organization/gme-carbon,"Electronics, Industrial Manufacturing, Manufacturing, Semiconductor","Ulu Tiram, Johor, Malaysia","GME Carbon designs and fabricates high-temperature metals, EDM graphite, ceramics, fixtures, CFC, electrical, and mechanical applications.","1,074,902",Active,2002-11-08,day,,,,,For Profit,https://gmecarbon.com,,,,,
Fusionbrand,https://www.crunchbase.com/organization/fusionbrand,"Consulting, Service Industry","Petaling Jaya, Selangor, Malaysia",Fusionbrand is a customer focussed brand consultancy.,"1,075,547",Active,2000-01-01,day,,,,,For Profit,https://fusionbrand.com/,,,,,
QNE Software,https://www.crunchbase.com/organization/qne-software-sdn-bhd,Software,"Seri Kembangan, Negeri Sembilan, Malaysia",Invoice Sample Malaysia - QNE Software Sdn Bhd,"1,078,401",Active,2001-08-15,day,,,,,For Profit,https://qne.com.my/,"QNE Software Sdn Bhd (QNE) is a dynamic organization located in Kuala Lumpur (KL) that actively provides Accounting System to the South East Asia market. QNE’s solutions are designed specifically to meet the requirement of local business practices and challenging environments. Since QNE (formally known as OneStop Software Solutions (M) Sdn Bhd) was formed on 15 August 2001 under the Companies Act 1965, QNE’s is known for its strong commitment to research and development. As a result, QNE was awarded the MSC Pioneer Status in April 2005.",,,,
Techworks solutions,https://www.crunchbase.com/organization/techworks-solutions,"Consulting, Information Technology, Professional Services, Service Industry","Selangor, Selangor, Malaysia","Techworks solutions is an information technology company that provides consulting, cloud, infrastructure, and managed services.","1,088,102",Active,2004-01-01,year,,,,,For Profit,https://www.twsolutions.com.my,,,,,
Protasco Berhad,https://www.crunchbase.com/organization/protasco-board,"Construction, Infrastructure","Kajang, Negeri Sembilan, Malaysia",Protasco Board is a provider of integrated engineering and infrastructure related services.,"1,088,629",Active,2001-01-01,year,2005-04-08,day,,,For Profit,http://www.protasco.com.my,"Protasco Berhad provides integrated engineering and infrastructure related services. Since the founding of its various subsidiaries more than 20 years ago, Protasco has steadily developed itself into a diversified business entity specialising in road maintenance; constructions of roads, bridges and buildings; engineering and consultancy services; trading and manufacturing of construction materials and infrastructure products; education; and property development.",IPO,,,
AEI Group,https://www.crunchbase.com/organization/aei-group-6018,"Electronics, Industrial, Lighting, Wholesale","Bukit Mertajam, Pulau Pinang, Malaysia","AEI Group is a distributor of electronic components, semiconductor materials, and MRO products.","1,092,262",Active,2000-01-01,year,,,,,For Profit,https://aeielectronics.com.my,,,,,
Safar247 Asia Pacific,https://www.crunchbase.com/organization/safar247-asia-pacific,"IT Infrastructure, Telecommunications","Kuala Lumpur, Kuala Lumpur, Malaysia","Safar247 provides design, installation and maintenance of IT infrastructures together with great quality of service to customers.","1,092,412",Active,2000-01-01,year,,,,,For Profit,https://safar247ap.com,,,,,
LNE Elevator,https://www.crunchbase.com/organization/lne-elevator,,"Petaling Jaya, Selangor, Malaysia",Home & Commercial Lifts Company,"1,093,350",Active,2001-12-31,day,,,,,For Profit,https://www.lneelevator.com.my/,"Our company is helmed by respected and seasoned industry experts with over 40 years of experience. Our vision is to introduce innovative and modern lifts to help Malaysians have complete freedom of personal mobility. In addition to home lifts and passenger lifts, we also offer other types of handicapped lifts such as chair lifts, platform lifts and wheelchair lifts. ​More than just industry expertise, happy customers are our upmost priority. We believe in providing superior quality, speed, and safety to make a difference in people's lives.",,,,
Sentoria Group,https://www.crunchbase.com/organization/sentoria-group,"Property Development, Property Management, Real Estate","Seri Kembangan, Negeri Sembilan, Malaysia",Sentoria Group is a real estate company that provides property management and development services.,"1,097,381",Active,2000-01-01,day,2012-02-23,day,,,For Profit,https://sentoria.com.my/,Sentoria Group is a resort owner and real estate developer. They are building combined townships with commercial buildings as well as recreational and hospitality properties for resort-style living.,IPO,,,
Microtel Technology,https://www.crunchbase.com/organization/microtel-technology,"Industrial, Information Technology, Telecommunications","Kuala Lumpur, Kuala Lumpur, Malaysia",Microtel Technology provides development of communication products for professional industries.,"1,102,148",Active,2000-01-01,year,,,,,For Profit,https://microteltechnology.com,,,,,
Beyond,https://www.crunchbase.com/organization/bch-my,"Accounting, Consulting, Management Consulting, Professional Services","Kuala Lumpur, Kuala Lumpur, Malaysia",Beyond offers outsource accounting services.,"1,106,468",Active,2000-01-01,year,,,,,For Profit,https://www.beyondcorporategroup.com,"Beyond Corporate Group provides expert secretarial services in all aspects of administrative support, from handling correspondence and maintaining records to preparing reports and organising meetings. They take care of all the tasks that would normally need to be handled by internal company staff, allowing them to focus on core business activities. They are experts in corporate governance and can help businesses ensure compliance with all applicable laws and regulations.",,,,
E-Idaman,https://www.crunchbase.com/organization/e-idaman,"Recycling, Renewable Energy, Sustainability, Waste Management","Alor Setar, Kedah, Malaysia",E-Idaman is a waste management company that provides innovative waste collection and public cleansing services.,"1,110,837",Active,2002-09-17,day,,,,,For Profit,http://e-idaman.com,,,,,
Virtual Calibre,https://www.crunchbase.com/organization/virtual-calibre,"Consulting, Information Technology, Software","Petaling Jaya, Selangor, Malaysia","Virtual Calibre is a software company that provides SAP implementation, migration, and support services.","1,111,579",Active,2002-01-01,year,,,,,For Profit,https://virtualcalibre.com/,,,,,
Biotech Alliance International,https://www.crunchbase.com/organization/biotech-alliance-international,"Agriculture, Biotechnology, Environmental Engineering","Kuching, Sarawak, Malaysia","Biotech Alliance International provides sustainable, environment-friendly agricultural solutions.","1,123,243",Active,2002-10-29,day,,,,,For Profit,http://www.bioall.com.my/,,,,,
Beable Malaysia,https://www.crunchbase.com/organization/beable-malaysia,"Consulting, Employment, Human Resources, Recruiting, Staffing Agency","Kuala Lumpur, Kuala Lumpur, Malaysia","Beable Malaysia is a staffing agency that offers temporary and permanent recruitment, HR, payroll, and project outsourcing services.","1,124,165",Active,2003-01-01,year,,,,,For Profit,https://beable.com.my/,,,,,
LTKM,https://www.crunchbase.com/organization/ltkm,"Agriculture, Food and Beverage","Klang, Selangor, Malaysia",LTKM Berhad is a chicken egg producer.,"1,125,008",Active,2000-01-01,year,2000-03-01,day,,,For Profit,https://www.ltkm.com.my/,LTKM Berhad operates an automated layer farm that produces omega-3 enriched eggs in collaboration. Their business is  in the production and sales of eggs and it has embarked on property development.,IPO,,,
AFA Technologies,https://www.crunchbase.com/organization/afa-technologies-5a94,"Manufacturing, Packaging Services, Product Design","Malacca, Melaka, Malaysia",AFA Technologies is an automated equipment designer and manufacturer that focuses on serving the packaging industry.,"1,131,090",Active,2002-01-01,year,,,,,For Profit,https://www.afa-group.com.my/,,,,,
Propay Partners,https://www.crunchbase.com/organization/propay-partners,"Consulting, Human Resources, Outsourcing","Petaling Jaya, Selangor, Malaysia","Propay Partners is specialized in payroll outsourcing services, employee mobility solutions, and e-hr cloud system.","1,137,230",Active,2001-01-01,year,2022-12-19,day,,,For Profit,https://www.propaypartners.com,,M&A,,,
eLearningMinds,https://www.crunchbase.com/organization/elearningminds,"Consulting, E-Learning, Education, Training","Puchong New Village, Selangor, Malaysia",eLearningMinds is a digital learning solutions provider that focuses on improving performance through learning technology.,"1,141,281",Active,2004-01-01,year,,,,,For Profit,https://elearningminds.com/,,,,,
Adventa,https://www.crunchbase.com/organization/adventa,"Manufacturing, Medical, Medical Device","Petaling Jaya, Selangor, Malaysia",Adventa Bhd is a dedicated to the business of medical services and related supplies manufacturing.,"1,143,588",Active,2003-06-16,day,2005-04-04,day,,,For Profit,http://www.adventa.com.my,"Adventa Bhd is dedicated to the business of medical services and related supplies manufacturing. Since the disposal of its glove manufacturing businesses, the company has strategically focused on medical services to hospitals, institutions, clinical centers and patients directly. The rapidly growing demand for better healthcare has put an enormous burden on governments to increase healthcare spending and at the same time improve quality of care without exponentially increasing costs. Adventa has the experience to manage this demand of better care at affordable cost by working in transparent partnership with healthcare centers to drive down cost lost through scale inefficiency.",IPO,,USD,
Sands Consulting,https://www.crunchbase.com/organization/sands-consulting,"Consulting, IT Infrastructure, Mobile Apps, Web Development","Selangor, Selangor, Malaysia","Sands Consulting offers business, and application consulting services.","1,155,311",Active,2002-03-21,day,,,,,For Profit,https://www.my-sands.com/,,,,,
Sherman3D,https://www.crunchbase.com/organization/sherman3d,"Apps, Gaming, iOS, Mobile Apps, Software, Video Games","Selangor, Selangor, Malaysia",Sherman3D is a game development company that creates anime-inspired games.,"1,160,774",Active,2003-01-01,year,,,,,For Profit,http://www.sherman3d.com/,"Sherman3D is a game development company that creates anime-inspired games. It develops PC role-playing, Nintendo DS, mobile, and casual games. It is also specialized in pixel art outsourcing. Sherman3D was founded in 2003 and is headquartered in Malaysia with an additional office in Canada.",,,,
Takaful IKHLAS,https://www.crunchbase.com/organization/takaful-ikhlas,"Consulting, Financial Services, Insurance","Selangor, Selangor, Malaysia",Takaful IKHLAS offers a comprehensive range of family and general takaful products.,"1,160,821",Active,2003-07-01,month,,,,,For Profit,https://www.takaful-ikhlas.com.my/,,,,,
H2O Capital,https://www.crunchbase.com/organization/h2o-capital,"Advice, Consulting, Financial Services","Kuala Lumpur, Kuala Lumpur, Malaysia","H2O Capital offers financial advisory and management consulting services to corporations, financial institutions, and private individuals.","1,166,134",Active,2000-01-01,year,,,,,For Profit,http://h2ocapital.com,,,,,
United Publishing House (M) Sdn. Bhd.,https://www.crunchbase.com/organization/united-publishing-house-m-sdn-bhd,Publishing,"Seri Kembangan, Negeri Sembilan, Malaysia",United Publishing House publishes and distributes stationery and books.,"1,166,915",Active,2001-01-01,year,2016-07-15,day,,,For Profit,,"United Publishing House (M) Sdn Bhd. United Publishing House publishes and distributes stationery and books including dictionaries, children books, primary and secondary revisions, workbooks, and general books.",M&A,,,
TH Heavy Engineering,https://www.crunchbase.com/organization/th-heavy-engineering,"Energy, Industrial, Manufacturing, Oil and Gas","Kuala Lumpur, Kuala Lumpur, Malaysia",TH Heavy Engineering is an oil and gas company.,"1,170,546",Active,2002-01-01,day,2005-01-28,day,,,For Profit,http://www.thhe.com.my/,"TH Heavy Engineering is a fabrication and construction company. They provide services for oil and gas. They provide ship repair and oil & gas industries, delivering products and services.",IPO,,,
Harn Len,https://www.crunchbase.com/organization/harn-len,"Agriculture, Oil and Gas","Johor Bahru, Johor, Malaysia","Harn Len provides plantation development services, palm oil estate and plantation management services.","1,173,059",Active,2000-01-01,day,2003-07-25,day,,,For Profit,http://harnlen.com.my/,"Harn Len is an operation of oil mills and oil palm farms. They offer the operation of oil palm estates and palm oil mills, the sale and purchase of fresh fruit bunches, and the sale and trading of crude palm oil. Their property and other segments include property investment.",IPO,,,
YTL E-Solutions Berhad,https://www.crunchbase.com/organization/ytl-e-solutions-berhad,"Content Creators, Information Technology, Web Design, Web Development","Kuala Lumpur, Kuala Lumpur, Malaysia","YTL E-Solutions Berhad provides digital solutions, including IT services, web development, network services, and content creation.","1,174,834",Active,2001-01-01,year,,,,,For Profit,https://ytlesolutions.com,"YTL E-Solutions Berhad is a digital solutions company that specializes in a variety of services. These include tailored IT services and solutions for small and medium businesses, web and applications development, IT and network services, and content creation. The company also offers integrated multimedia solutions under IS Creative Productions, which cater to advertising needs. YTL E-Solutions Berhad is a subsidiary of YTL Corporation Berhad, a major infrastructure conglomerate.",,,,
MayAir Group plc,https://www.crunchbase.com/organization/mayair-group-plc,Industrial,"Selangor, Selangor, Malaysia",MayAir Group plc is a producer and developer of air filtration equipment and clean air solutions.,"1,174,963",Active,2001-01-01,year,2022-11-17,day,,,For Profit,http://www.mayairgroup.com,MayAir Group plc is a producer and developer of air filtration equipment and clean air solutions.,IPO,,,
AudeoNet,https://www.crunchbase.com/organization/audeonet,Telecommunications,"Selangor, Selangor, Malaysia","AudeoNet (M) Sdn. Bhd. is specialized in a turnkey solution for unified communications, video conferencing, SIP PBX, video recording.","1,176,183",Active,2002-01-01,year,2020-12-03,day,,,For Profit,https://www.audeonet.com/,"AudeoNet (M) Sdn. Bhd. is a fast-growing company specialized in a turnkey solution for unified communications, video conferencing, SIP PBX, video recording, video streaming, audio conferencing, audio-visual, meeting room booking, and hot-desking/seat booking.",M&A,,,
NK Associates,https://www.crunchbase.com/organization/nk-associates,"Accounting, Advice, Finance, Financial Services","Puchong, Selangor, Malaysia",NK Associates provides financial and business solutions.,"1,182,769",Active,2000-01-01,year,,,,,For Profit,https://www.nk.com.my,"NK Associates provides various services including audit and assurance services, tax compliance and advisory services, corporate advisory and recovery services, human capital development services, and document management services. Their services are extended to the business improvement and value enhancement.",,,,
Mammoth Empire,https://www.crunchbase.com/organization/mammoth-empire,"Commercial Real Estate, Construction, Property Development, Real Estate","Petaling Jaya, Selangor, Malaysia",Mammoth Empire is a real estate company that specializes in the construction and development of commercial properties.,"1,184,801",Active,2002-01-01,year,,,,,For Profit,http://www.meh.com.my/,,,,,
Ultimate Business Consultancy,https://www.crunchbase.com/organization/ultimate-business-consultancy,"Consulting, Financial Services, Retirement, Risk Management","Penang, Pulau Pinang, Malaysia","Ultimate Business Consultancy offers financial, estate, education, and retirement & investment planning services.","1,188,215",Active,2002-01-01,year,,,,,For Profit,http://www.ubc.com.my,"Ultimate Business Consultancy Sdn Bhd operates in the consulting industry, providing a range of services to meet the needs of various individuals. The company offers financial and estate consulting services, with a focus on areas such as insurance, lifetime transfer, business succession, and power of attorney. Additionally, Ultimate Business Consultancy Sdn Bhd provides education planning and retirement & investment planning services. The company's consultants are dedicated to delivering tailored solutions to their valued customers.",,,,
Nulatex,https://www.crunchbase.com/organization/nulatex,"Industrial, Manufacturing, Medical","Kuala Lumpur, Kuala Lumpur, Malaysia",Nulatex manufactures and supplies latex condoms and related personal care products.,"1,192,912",Active,2004-01-01,year,,,,,For Profit,https://www.nulatex.com,,,,,
Chaswood Resources Holdings,https://www.crunchbase.com/organization/chaswood-resources-holdings,"Food and Beverage, Restaurants, Service Industry","Damansara, Kuala Lumpur, Malaysia",Chaswood Resources Holdings provides dining operator services.,"1,205,689",Active,2002-01-01,year,2005-05-26,day,,,For Profit,http://www.chaswood.com.my,"Chaswood Resources Holdings is a food and beverage industry. They provide services for dining. Their customers' inquiries are addressed through phone, email, and online applications.",IPO,,,
Prestariang,https://www.crunchbase.com/organization/prestariang,"Information and Communications Technology (ICT), Software","Selangor, Selangor, Malaysia",Prestariang provides information and communication technology training and certification services in Malaysia.,"1,214,135",Active,2003-01-01,year,2011-08-04,day,,,For Profit,http://prestariang.com.my,"Prestariang provides information and communication technology (ICT) training and certification services in Malaysia. The company provides approximately 60 certification courses in partnership with [Microsoft](https://www.crunchbase.com/organization/microsoft), [Autodesk](https://www.crunchbase.com/organization/autodesk), [IBM](https://www.crunchbase.com/organization/ibm), [Oracle](https://www.crunchbase.com/organization/oracle), [CompTIA](https://www.crunchbase.com/organization/compttia), [EC-Council](https://www.crunchbase.com/organization/ec-council), [Certiport](https://www.crunchbase.com/organization/certiport), [Prometric](https://www.crunchbase.com/organization/prometric), [PearsonVue](https://www.crunchbase.com/organization/pearson-vue), Global Knowledge, Quilt Wellington Redwood, Imperial College of London, TWIG, and others. The company provides tertiary education in computer science, engineering, and ICT from foundation to undergraduate and postgraduate levels including PhD. It also offers talent placement services for employment; and value added services such as training and certification, software asset management, compliance, and governance of the end users. In addition, it is involved in the distribution and management of software licenses; and provision of research and development services as well as practical talent management solutions. Prestariang was founded in 2003 and is based in Selangor, Malaysia.",IPO,,,
CardBiz,https://www.crunchbase.com/organization/cardbiz,"Credit Cards, Debit Cards, Hardware, Loyalty Programs, Mobile Apps","Petaling Jaya, Selangor, Malaysia","CardBiz provides debit and credit card terminals, ID card accessories, online redemption systems, QR pay, e-receipt and e-wallet systems.","1,214,515",Active,2004-01-01,year,,,,,For Profit,https://cardbiz.com.my,,,,,
Radiant Globaltech,https://www.crunchbase.com/organization/radiant-globaltech,"Hardware, Retail Technology, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",Radiant Globaltech offers retail technology solutions to their customers.,"1,215,270",Active,2003-07-10,day,2018-07-23,day,,,For Profit,http://rgtech.com.my/,"Radiant Globaltech provides integrated technology solutions. They offer services that include retail management software, POS, ERP software, retail hardware, and support.",IPO,,,
Proton Commerce,https://www.crunchbase.com/organization/proton-commerce,"Automotive, Finance, Financial Services","Selangor, Selangor, Malaysia",Proton Commerce is an automotive finance provider that offers purchase loan financing packages to new Proton car purchasers.,"1,217,129",Active,2003-10-27,day,,,,,For Profit,https://www.protoncommerce.com.my,,,,,
Shahrizat Rashid & Lee,https://www.crunchbase.com/organization/shahrizat-rashid-lee,"Consulting, Law Enforcement, Legal","Petaling, Kuala Lumpur, Malaysia","SRL is a law firm that offers legal consultancy services for the corporate, property development, and commercial sectors.","1,227,627",Active,2003-07-01,month,,,,,For Profit,https://srl-law.com.my,"SRL provides commercial litigation, commercial law, dispute resolution, corporate litigation, administrative law, corporate law, insurance, employment law, corporate reorganization, debt restructuring, conveyancing, and property development legal services.",,,,
Fortress Capital Asset Management,https://www.crunchbase.com/organization/fortress-capital-asset-management,"Asset Management, Finance, Risk Management","Petaling, Kuala Lumpur, Malaysia",Fortress Capital Asset Management is an investment management firm.,"1,235,813",Active,2002-01-01,year,,,,,For Profit,https://fortresscapital.com.my,Fortress Capital Asset Management seeks to provide their clients with superior risk adjusted returns in a management structure that aligns the interests of investors and fund managers. If you want would contact them please contact them via phone call or email.,,,,
Peri Technologies,https://www.crunchbase.com/organization/peri-technologies,"CRM, Information Technology, Security, Virtual Reality","Ampang, Kuala Lumpur, Malaysia",Peri Technologies established in Year 2002 as value-added distributor focussing on network and data security solution to its partners.,"1,240,137",Active,2002-01-01,year,,,,,For Profit,http://peritech.com.my/,,,,,
Clear Edge Capital,https://www.crunchbase.com/organization/clear-edge-capital,"Angel Investment, Email, Venture Capital","Kuala Lumpur, Kuala Lumpur, Malaysia","CEC is a Malaysian-based investment holding company with business portfolio in 3 focus areas: private equity, venture capital, and property.","1,242,972",Active,2000-01-01,year,,,,,For Profit,https://www.clearedgecapital.co/,,,,,
Technodex,https://www.crunchbase.com/organization/technodex,"Human Resources, Information Services, Information Technology","Kuala Lumpur, Kuala Lumpur, Malaysia",Technodex is a technology investment company.,"1,244,224",Active,2003-09-10,day,2006-08-23,day,,,For Profit,http://www.technodex.com/,Technodex is a technology investment firm that strives to maximize shareholder value while expanding its investment portfolio. They strive to capitalize on and participate in the changing business environment and new opportunities. On this versatile and feature-rich technology platform.,IPO,,,
Kiwitech,https://www.crunchbase.com/organization/kiwitech-a8b1,"Analytics, Internet of Things, Smart Cities","Seremban, Negeri Sembilan, Malaysia",Kiwitech is a digital platform and ecosystem integrator for Smart and low carbon cities.,"1,247,251",Active,2000-01-01,year,,,,,For Profit,https://kiwitech.com.my,,,,,
Serious Technology,https://www.crunchbase.com/organization/serious-technology,"Enterprise Software, iOS, Mobile, Publishing, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","Serious Technology provides technology-based services with an emphasis on outsourcing, distribution, and consulting multiple industries.","1,256,469",Active,2004-01-01,year,,,,,For Profit,http://www.serioustec.net,"Serious Technology provides technology solutions, distribution, consulting, and outsourcing services to its clients. Serious Technology’s solutions assist its clients in integrating workflow and automating print and digital publishing processes. Its digital distribution services provides its clients with analytical information about their customers.  Serious Technology was founded in 2004 and is based in Kuala Lumpur.",,,,
HRSB,https://www.crunchbase.com/organization/hrsb,"Project Management, Training","Melaka, Melaka, Malaysia","HRSB provides project management, plant maintenance, turnaround works, EPCC, scaffolding services & training.","1,262,561",Active,2001-11-15,day,,,,,For Profit,https://hrsb.com.my,,,,,
LAP Engineering,https://www.crunchbase.com/organization/lap-engineering,"Industrial, Mechanical Engineering, Wholesale","Shah Alam, Selangor, Malaysia","LAP Engineering sells and installs lifting, mechanical, and electrical systems for the entertainment and printing sectors.","1,262,603",Active,2004-01-01,year,,,,,For Profit,http://lap-engineering.com,,,,,
BMW Malaysia,https://www.crunchbase.com/organization/bmw-malaysia,"Automotive, Manufacturing","Selangor, Selangor, Malaysia",BMW Group is the world’s leading premium manufacturer of automobiles and motorcycles.,"1,265,846",Active,2003-01-01,year,,,,,For Profit,https://www.bmw.com.my/en/index.html,,,,,
Plan C ICT,https://www.crunchbase.com/organization/plan-c-ict,"Information Technology, Outsourcing, Web Development","Petaling Jaya, Selangor, Malaysia","Plan C ICT is an IT company that provides business process outsourcing, IT infrastructure setup, and management.","1,269,061",Active,2004-01-01,year,,,,,For Profit,http://planc.co,,,,,
MAKHOSTIA SDN BHD,https://www.crunchbase.com/organization/makhostia-sdn-bhd,,"Kuala Lumpur, Kuala Lumpur, Malaysia",Operations and Maintenance services for utility based industries,"1,281,437",Active,2001-03-24,day,,,,,For Profit,https://makhostia.com/,,,,,
