Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Bursa Malaysia,https://www.crunchbase.com/organization/bursa-malaysia,"Finance, Financial Services","Kuala Lumpur, Kuala Lumpur, Malaysia","Bursa Malaysia is an exchange holding company that operates a fully integrated exchange, offering a range of exchange-related services.","205,971",Active,1973-01-01,year,2005-04-04,day,,,For Profit,http://www.bursamalaysia.com,"Bursa Malaysia is an exchange holding company that operates a fully integrated exchange, offering the complete range of exchange-related services, including trading, clearing, settlement, and depository services. As the preferred partner, it offers a fair and orderly market that is accessible with diverse and innovative products and services. Bursa Malaysia is one of the largest bourses in Asia with just under 1,000 listed companies offering a wide range of investment choices to the world. In assisting the development of the Malaysian capital market and enhancing global competitiveness, Bursa Malaysia is committed to maintaining a secure and active trading market for local and global investors. Bursa Malaysia is based in Kuala Lumpur.",IPO,,,
Geosyntec Consultants,https://www.crunchbase.com/organization/geosyntec-consultants,"Consulting, CRM, Environmental Consulting, Information Technology, Innovation Management","Ipoh, Perak, Malaysia",Geosyntec is a full-service consulting and engineering firm that works with private and public sector clients.,"207,044",Active,1983-01-01,day,2022-05-10,day,,,For Profit,https://www.geosyntec.com,"Geosyntec is a full-service consulting and engineering firm that works with private and public sector clients to address new ventures and complex problems involving our environment, natural resources, and civil infrastructure. We deliver solutions through Geosyntec and our seamlessly integrated divisions: SiREM, Savron, and Geosyntec Europe. With a combined staff exceeding 1,200 engineers, scientists, and related technical and project support personnel, we serve our clients from more than 80 offices in the United States, Canada, the United Kingdom, Ireland, and Australia.",M&A,,,
Ministry of Health Malaysia,https://www.crunchbase.com/organization/ministry-of-health-malaysia,"Government, Health Care, Hospital","Putrajaya, Putrajaya, Malaysia",Ministry of Health Malaysia is dedicated to improve and maintain the quality of health by providing efficient and effective health services.,"207,381",Active,1955-01-01,year,,,,,For Profit,https://www.moh.gov.my,,,,,
PRIMA,https://www.crunchbase.com/organization/prima-7766,"Building Material, Furniture, Home Improvement, Manufacturing, Product Design, Supply Chain Management, Wholesale","Petaling Jaya, Selangor, Malaysia",PRIMA is a manufacturer of building materials.,"211,159",Active,1980-01-01,year,,,,,For Profit,https://www.primafibrecement.com,"PRIMA is the first fibre cement manufacturer that has been gathered with SIRIM Eco-Label and Singapore Green Label for its role in the development of green products. With two factories located from the North to the Central of Peninsular Malaysia, which manufacture products in accordance with Malaysian and international standards, HCBI is the major player in the domestic market.",,,,
Permodalan Nasional Berhad,https://www.crunchbase.com/organization/permodalan-nasional-berhad,"Asset Management, Finance, Financial Services, Management Consulting, Real Estate, Real Estate Investment","Kuala Lumpur, Kuala Lumpur, Malaysia","Permodalan Nasional Berhad is a fund Management firm that offers private, fixed income, real estate and public equity invetsment services.","222,532",Active,1978-03-17,day,,,,,For Profit,https://www.pnb.com.my/,"Permodalan Nasional Berhad is one of the fund management companies in Malaysia with assets under management.  It is one of the instruments of the Government's New Economic Policy (NEP). PNB has grown to become one of the fund management companies in Malaysia. Staying focused on our mandate, they strive to enrich the lives of the Bumiputeras and all Malaysians in the years ahead.",,,,
Telekom Malaysia,https://www.crunchbase.com/organization/telekom-malaysia,"Call Center, Communications Infrastructure, Customer Service, Cyber Security, Data Center, Infrastructure, Internet of Things, Telecommunications","Kuala Lumpur, Kuala Lumpur, Malaysia","As the leading integrated telecommunications company in Malaysia, we aim to deliver cutting-edge communications & information.","223,097",Active,1984-10-12,day,2005-04-07,day,,,For Profit,https://www.tm.com.my/,"Telekom Malaysia is a telecommunications company that offers a range of communication services and solutions in broadband, data, and fixed-line. It delivers an improved and integrated digital routine to all Malaysians by introducing possibilities through connection, communication, and collaboration. Telekom Malaysia delivers a better digital experience and integrated business solutions to meet its clients’ lifestyle and business communication needs. It was founded in 1984 and is headquartered in Kuala Lumpur, Malaysia.",IPO,,,
Agrobank,https://www.crunchbase.com/organization/agrobank,"Banking, Finance, Financial Services","Kuala Lumpur, Kuala Lumpur, Malaysia",Agrobank is a financial services company that deals with financial services.,"231,101",Active,1969-01-01,day,,,,,For Profit,https://www.agrobank.com.my/,,,,,
KJ Engineering Sdn. Bhd,https://www.crunchbase.com/organization/kj-engineering-sdn-bhd,"Energy Management, Industrial Engineering, Mechanical Engineering, Project Management","Kuala Lumpur, Kuala Lumpur, Malaysia","KJ Engineering Sdn. Bhd provides integrated and interactive energy management, performance-based facilities management solutions.","231,412",Active,1984-01-01,year,,,,,For Profit,https://www.kjts.com.my,,,,,
Spritzer Group,https://www.crunchbase.com/organization/spritzer-group,"Mineral, Water","Shah Alam, Selangor, Malaysia",Spritzer Group is the most integrated and largest bottled water producer in Malaysia.,"235,165",Active,1980-01-01,year,2005-04-04,day,,,For Profit,https://www.spritzer.com.my/,Spritzer Group is the most integrated and largest bottled water producer in Malaysia.,IPO,,USD,
Strateq Group,https://www.crunchbase.com/organization/strateq-group,"Information Technology, Software","Petaling Jaya, Selangor, Malaysia",Strateq Group is a technology company that has played a significant role in the development of the Malaysian IT industry.,"235,449",Active,1983-01-01,year,2020-03-11,day,,,For Profit,https://strateqgroup.com,"Strateq Group is a 34-year old technology company that has played a significant role in the development of the Malaysian IT industry. Previously known as a systems integrator, they have transformed theirselves into a software company that develops products to help customers from various industries transform and grow their business. Their solutions cater to key verticals such as disaster recovery and business continuity, oil and gas and healthcare and to date, they have developed comprehensive end-to-end solutions for customers within those industries to build competencies on.",M&A,,,
Escatec Electronics Sdn Bhd,https://www.crunchbase.com/organization/escatec-electronics-sdn-bhd,"Industrial Manufacturing, Machinery Manufacturing, Manufacturing","Penang, Pulau Pinang, Malaysia",Escatec Electronics Sdn Bhd is a manufacturing company located in Penang.,"238,970",Active,1974-01-01,day,,,,,For Profit,https://www.escatec.com,,,,,
Leo Burnett Malaysia,https://www.crunchbase.com/organization/leo-burnett-malaysia,"Advertising, Advertising Platforms, Digital Marketing","Kuala Lumpur, Kuala Lumpur, Malaysia",Leo Burnett Malaysia offers marketing services that is designed with a human purpose and their needs,"242,966",Active,1964-01-01,year,,,,,For Profit,https://www.leoburnett.com.my,,,,,
Emart Group Of Companies,https://www.crunchbase.com/organization/emart-group-of-companies,"Food and Beverage, Professional Services, Retail","Miri, Sarawak, Malaysia","Emart is a ice-cream production company, located in Miri, Malaysia.","245,724",Active,1975-01-01,day,,,,,For Profit,http://emart.my/,,,,,
KLK OLEO,https://www.crunchbase.com/organization/klk-oleo,"Chemical, Chemical Engineering, Manufacturing","Petaling Jaya, Selangor, Malaysia",KLK OLEO is a manufacturer of oleochemicals.,"245,751",Active,1973-10-01,day,,,,,For Profit,https://www.klkoleo.com,"KLK OLEO provides oleochemical products such as fatty acids, glycerine, fatty alcohols and fatty esters, methyl ester sulphonates, surfactants, and phytonutrients. They serve the personal care, pharmaceuticals, food, nutrition, fragrances, lubricants, polymers, and industrial chemical industries.",,,,
IHH Healthcare Berhad,https://www.crunchbase.com/organization/ihh-healthcare-berhad,"Health Care, Hospital","Kuala Lumpur, Kuala Lumpur, Malaysia","IHH Healthcare Berhad (""IHH or the Group"") is a leading international provider of premium healthcare services.","248,131",Active,1974-01-01,year,,,,,For Profit,http://ihh-healthcare.com,"IHH Healthcare Berhad (""IHH or the Group"") is a leading international provider of premium healthcare services in markets where the demand for quality healthcare is growing rapidly – specifically in Asia and Central & Eastern Europe, the Middle East and North Africa (""CEEMENA""). We are the world's second-largest listed healthcare operator by market capitalisation and are today the leading player in our home markets of Singapore, Malaysia and Turkey, and the key markets of the People's Republic of China (""China""), Hong Kong and India. We are also present in Brunei, Vietnam, United Arab Emirates (""the UAE""), Macedonia and Iraq.",,,,
Cuckoo International (MAL) Sdn Bhd,https://www.crunchbase.com/organization/cuckoo-international-mal-sdn-bhd,"Consumer Electronics, Home Appliances, Home Improvement, Home Services, Retail","Kuala Lumpur, Kuala Lumpur, Malaysia","Cuckoo International is a manufacturer of home appliances like water purifiers, air purifiers and multi-cookers.","248,206",Active,1978-01-01,year,,,,,For Profit,https://www.cuckoo.com.my,"Cuckoo International is a healthy home appliance's creator with quality brand for the customers. They provide natural care services and home care services. They manufacture products like mattresses, kitchen appliances, water purifiers and air purifiers.",,,,
Malakoff Corporation Berhad,https://www.crunchbase.com/organization/malakoff-corporation-berhad,"Energy, Energy Management, Logistics","Petaling, Kuala Lumpur, Malaysia","Malakoff Corporation Berhad is a power, water, and environmental solutions organization.","250,127",Active,1975-01-01,day,2015-05-15,day,,,For Profit,https://www.malakoff.com.my/,"Malakoff Corporation Berhad is a utilities and infrastructure group with diversified businesses under energy and utilities. Their businesses include thermal power generation, renewable energy, environmental solutions, water desalination, electricity distribution, operations and maintenance, and project management services.",IPO,,,
7-Eleven,https://www.crunchbase.com/organization/7-eleven-malaysia-holdings-bhd,"Industrial, Retail","Petaling, Kuala Lumpur, Malaysia",7-Eleven offers food and beverages.,"250,444",Active,1984-01-01,year,2014-05-30,day,,,For Profit,http://www.7eleven.com.my,"7-Eleven provides food and beverages that include popcorn chicken, french fries, cookies with cream, seafood with rice, chicken spaghetti, egg sandwiches, chicken sandwiches, chicken sausage, nuggets, chicken balls, coffee, and ice cream.",IPO,,,
Agen Slot,https://www.crunchbase.com/organization/kenso-corporation,"Agriculture, Industrial, Manufacturing, Supply Chain Management","Selangor, Selangor, Malaysia","Kenso Corporation is a manufacturing and distributing company that supplies agrochemicals, fertilizers, and hybrid vegetable seeds.","251,173",Active,1974-01-01,year,,,,,For Profit,https://themoderncurio.com/,,,,,
Silverlake Axis,https://www.crunchbase.com/organization/silverlake-axis,"Banking, Finance, FinTech, Information Technology","Selangor, Selangor, Malaysia",Silverlake Axis creates technologies to enable the Digital Economy.,"256,464",Active,1989-01-01,year,,,,,For Profit,http://www.silverlakeaxis.com,"Silverlake Axis creates technologies to enable the Digital Economy. What sets us apart is the foundation for their computing principles, which are grounded on mathematical models. Through the years, Silverlake Axis has evolved using mathematics to refine, expand and invent technologies, broadening into new industries and markets at the same time. Founded in 1989, Silverlake Axis has built an impeccable track record of successful core banking implementations. Over 40% of the top 20 largest banks in South-East Asia run the Silverlake Axis core banking solution, and today, they are the core system platform partner of choice for 3 of the 5 largest ASEAN super regional financial institutions.",,,,
Genting Berhad,https://www.crunchbase.com/organization/genting-berhad,Financial Services,"Kuala Lumpur, Kuala Lumpur, Malaysia",Genting Berhad is a Malaysia-based company that enhances shareholder value and maintains long term growth in businesses.,"259,257",Active,1968-01-01,year,,,,,For Profit,http://www.genting.com/,,,,,
Plus Max Malaysia,https://www.crunchbase.com/organization/plus-max-malaysia,,"Ampang, Kuala Lumpur, Malaysia",Plus Max Malaysia have been in the business of operating Duty-Free outlets since 1989.,"262,675",Active,1989-01-01,year,,,,,For Profit,https://plusmax.com.my/,"Plus Max Malaysia -------------- Malaysia-headquartered,a well-established group that is actively involved in Duty Free Business throughout Malaysia mainly in Air Ports, Seaports, Bordertown and Down Town. Its local operation AGM Duty Free formerly known as Agate Duty Free, a pioneer of travel retailing in the country.",,,,
Press Metal Aluminium Holdings,https://www.crunchbase.com/organization/press-metal-aluminium-holdings,"Building Material, Manufacturing, Mining","Shah Alam, Selangor, Malaysia",Press Metal is a producer of aluminum smelting plants.,"267,516",Active,1986-01-01,day,1993-08-01,day,,,For Profit,http://www.pressmetal.com/,"Press Metal is an aluminum extrusion company that provides windows, doors, curtain wall cladding for high-rise buildings and apartments, louvers, balustrades, pool fencing, solar panel frames, wardrobes, ladders, and many others.",IPO,,,
Kontena Nasional Berhad,https://www.crunchbase.com/organization/kontena-nasional-berhad,"Logistics, Supply Chain Management, Transportation","Petaling Jaya, Selangor, Malaysia","Kontena Nasional Berhad is a logistics company that offers transportation, logistics, supply chain, and services.","268,752",Active,1971-01-01,year,,,,,For Profit,https://www.kn.com.my,,,,,
Adabi Consumer Industries,https://www.crunchbase.com/organization/adabi-consumer-industries,"Food and Beverage, Food Processing, Manufacturing","Rawang, Selangor, Malaysia",Adabi Consumer Industries manufactures food products.,"269,818",Active,1984-01-01,year,,,,,For Profit,https://www.adabi.com,"Adabi Consumer Industries operates to help Malaysians home-chefs by providing quality and added-value food ingredients to simplify their cooking experience and deliver healthy food to their family. They are committed to produce quality food products by prioritizing food safety, thus ensuring that they are suitable for consumption and are consistently delicious.",,,,
Delloyd,https://www.crunchbase.com/organization/delloyd,"Automotive, Manufacturing, Sales","Klang, Selangor, Malaysia",Delloyd Ventures is an automotive components manufacturer and is also involved in oil palm plantation.,"271,875",Active,1983-01-01,year,,,,,For Profit,https://www.delloyd.com,Delloyd Ventures operates to provide original equipment manufacturer (OEM) for the major car manufacturers and assemblers. They are also involved in the trading and distribution of component parts and accessories for the replacement market (REM) both locally and overseas.,,,,
Sarawak Energy,https://www.crunchbase.com/organization/sarawak-energy,Energy,"Kuching, Sarawak, Malaysia","Sarawak Energy Berhad (Sarawak Energy), is both an energy development company.","273,638",Active,1967-01-01,year,,,,,For Profit,http://www.sarawakenergy.com.my,"Sarawak Energy Berhad (Sarawak Energy), is both an energy development company and a vertically integrated electricity utility with a vision to achieve sustainable growth and prosperity for Sarawak by meeting the region's need for reliable, renewable energy. With a multidisciplinary workforce comprising about 4500 employees, Sarawak Energy serves more than 630,000 customers across the State. Building on a strong foundation of nearly 100 years as an effective utility company, Sarawak Energy is taking bold steps to support the transformation of Sarawak in its vision to become a developed state by the year 2030. In line with our broader roles and responsibilities, Sarawak Energy has embarked on a massive transformation journey since 2010, to advance from a traditional utility company into a modern and agile corporation. As Sarawak Energy strives for excellence, we have garnered prestigious external validation of our achievements through winning various national and international awards.",,,,
YTL Corporation Bhd,https://www.crunchbase.com/organization/ytl-corporation-bhd,"Digital Media, News, Publishing","Kuala Lumpur, Kuala Lumpur, Malaysia",YTL Corporation Bhd is an integrated infrastructure conglomerate.,"276,236",Active,1955-01-01,year,,,,,For Profit,http://www.ytl.com,,,,,
Public Bank BERHAD,https://www.crunchbase.com/organization/public-bank-berhad,Banking,"Selangor, Selangor, Malaysia",Public Bank remains committed towards sustaining its footprint on corporate excellence and to this end.,"277,591",Active,1966-01-01,day,,,,,For Profit,https://www.pbebank.com,,,,,
KAF Investment Bank,https://www.crunchbase.com/organization/kaf-investment-bank,"Banking, Financial Services","Kuala Lumpur, Kuala Lumpur, Malaysia",KAF Investment Bank Berhad is a leading investment bank in Malaysia.,"277,687",Active,1975-01-01,year,,,,,For Profit,https://www.kaf.com.my,"KAF Group of Companies is a well diversified Malaysian financial services group with interests in Money Market Activities, Investment Banking, Stock Broking, Islamic Banking, Research, Investment Fund Management, Fund Advisory and Trustee services. The Group is further strengthened through its affiliations with established overseas financial groups. They operate their business through its subsidiaries, KAF Investment Bank, KAF Seagroatt & Campbell Berhad, KAF Investment Funds Berhad, KFM Advisory Sdn Bhd, and KAF Trustee Berhad. The Group’s excellent reputation and proven track record, resulting from prudent risk management practices and tight internal control make us the ideal financial partner for those who seek a high level of professionalism and expertise in requiring various financial products and services in Malaysia.  ",,,,
Tropicana Corporation,https://www.crunchbase.com/organization/tropicana-corporation,"Construction, Property Management, Real Estate","Petaling Jaya, Selangor, Malaysia","Tropicana is a property management company that provides property development, property investment, and investment holding services.","282,584",Active,1979-01-01,day,1992-08-18,day,,,For Profit,https://www.tropicanacorp.com.my,"Tropicana offers property development and management, property investment, recreation and resorts, and investment holdings services. Their app enhance the experience for all homeowners. Their app provide property updates, a collection of keys, booking e-appointments, setting up e-billing, booking facilities, and connecting with customers' representatives.",IPO,,,
YTY Group,https://www.crunchbase.com/organization/yty-group,"Industrial, Manufacturing, Medical Device","Kuala Lumpur, Kuala Lumpur, Malaysia",YTY Group is a large-scale manufacturer of nitrile examination and polychloroprene examination gloves.,"284,252",Active,1988-01-01,year,,,,,For Profit,https://www.ytygroup.com.my/,,,,,
Bank Simpanan Nasional,https://www.crunchbase.com/organization/bank-simpanan-nasional,"Banking, Finance, Financial Services","Kuala Lumpur, Kuala Lumpur, Malaysia","Bank Simpanan Nasional is a banking institution that offers a range of financial services like Islamic savings, wealth management, and more.","284,968",Active,1974-01-01,year,,,,,For Profit,https://www.bsn.com.my/,,,,,
Cuscapi,https://www.crunchbase.com/organization/cuscapi-berhad,"Automotive, CRM, Food and Beverage, Information Technology, Software","Shah Alam, Selangor, Malaysia","Cuscapi Berhad (Cuscapi) public listed at KLSE, pioneer provider in Point-of–Sale systems in South East Asia","286,703",Active,1978-01-01,year,2004-07-27,day,,,For Profit,http://www.cuscapi.com,"Established in 1978, Cuscapi Berhad (Cuscapi) was formed with the sole vision of becoming a respected leader in providing world-class business solutions to enhance their clients’ businesses. Run by a visionary team of experienced leaders, the company has grown to be Asia’s leading food & beverage business management solution provider, offering a comprehensive range of integrated solutions for the industry. At Cuscapi, they help you realise the value of one of your most important assets – your customers, with a holistic suite of solutions tailored to meet your specific business needs. With their head office based in Malaysia, Cuscapi has a strong regional presence with support infrastructure in 29 countries including China and Vietnam.",IPO,,,
AmBank Group,https://www.crunchbase.com/organization/ambank-group,Financial Services,"Kuala Lumpur, Kuala Lumpur, Malaysia",The Group commenced operations on 1 April 1976 as a joint venture comprising Arab and Malaysian shareholders.,"287,138",Active,1975-01-01,year,2005-04-08,day,,,For Profit,https://www.ambankgroup.com,"AMMB Holdings Berhad, a public listed company on the Main Board of Bursa Malaysia, with subsidiaries offering a wide range of conventional and Islamic financial products and services. Through its universal banking platform capabilities, the Group caters to the needs of a broad spectrum of customer segments, for activities relating to personal banking, business banking, investment banking, stockbroking, funds management, life and general insurance, and family takaful.",IPO,,,
Central Sugars Refinery,https://www.crunchbase.com/organization/central-sugars-refinery,"Confectionery, Food and Beverage, Food Processing, Manufacturing, Retail","Shah Alam, Selangor, Malaysia","Central Sugars Refinery is a manufacturing company that manufactures and supplies a wide range of fine sugar, brown sugar, and sweeteners.","287,878",Active,1965-01-01,year,,,,,For Profit,https://csr-malaysia.com.my/,,,,,
Kian Group,https://www.crunchbase.com/organization/kian-group,"Commercial, Furniture, Interior Design, Manufacturing, Residential, Wood Processing","Kuala Lumpur, Kuala Lumpur, Malaysia","Kian Group designs and manufactures a wide range of bespoke and modular furniture for the commercial, industrial, and residential sectors.","288,717",Active,1983-01-01,year,,,,,For Profit,https://www.kian.com/,,,,,
Drex-Chem Malaysia,https://www.crunchbase.com/organization/drex-chem-malaysia,Chemical,"Selangor, Selangor, Malaysia",A Kuala Lumpur-based specialty chemical distributor.,"290,350",Closed,1987-01-01,year,2014-12-11,day,,none,For Profit,http://www.drexchem.com.my/,"Drex-Chem (M) Sdn Bhd was incorporated in 1987 as a specialty chemical trading company in Malaysia. We have since grown from a small company to a multi-million ringgit currently and are still growing. They have a team consisting of several experienced sales specialist with technical backgrounds. They are providing our valuable customers with satisfactory and timely services. Their sales personnels are selected on the criteria of experience, qualification and related training in chemical fields. In order to ascertain our sales staff to keep abreast with the latest market development and know-how, training is provided locally and abroad by our esteemed Principals.",M&A,,,
DHL Express Malaysia,https://www.crunchbase.com/organization/dhl-express-malaysia,"Freight Service, Logistics, Shipping, Supply Chain Management, Transportation","Kuala Lumpur, Kuala Lumpur, Malaysia",DHL Express Malaysia is a logistic company.,"290,599",Active,1973-01-01,year,,,,,For Profit,https://www.dhl.com/my-en/home/express.html,"DHL Express Taiwan is a transportation company that offers logistics, shipping and distribution, warehousing, and delivery services.",,,,
Panasonic Manufacturing Malaysia,https://www.crunchbase.com/organization/panasonic-manufacturing-malaysia,"Electronics, Manufacturing","Shah Alam, Selangor, Malaysia",Panasonic Manufacturing Malaysia manufactures household electrical appliances.,"293,328",Active,1965-09-03,day,1966-11-01,day,,,For Profit,http://pmma.panasonic.com.my/,"Panasonic Manufacturing Malaysia is an electrical engineering company that specializes in the production of a wide range of electrical appliances. The diverse product portfolio of the company includes various home appliances and digital cameras. audio-visual cameras, air conditioners, batteries, and lighting, Additionally, they also offer total system integration for their products.",IPO,,,
